,단어명,사설 빈도수
4936,핸드백,1
4937,남한,1
4938,엉덩이,1
4939,닭고기,1
4940,스케이트,1
4941,부담,1
4942,몰염치,1
4943,도면,1
4944,관세,1
4945,우방,1
4946,타깃,1
4947,이유나,1
4948,사정,1
4949,타협,1
4950,윤성빈,1
4951,도처,1
4952,호주,1
4953,창틀,1
4954,월훈,1
4955,성취,1
4956,정작,1
4957,형평,1
4958,대원군,1
4959,못난이,1
4960,은진미륵,1
4961,이육사,1
4962,비취,1
4963,인장,1
4964,심판,1
4965,탄일,1
4966,안골,1
4967,시즌,1
4968,태극,1
4969,서양,1
4970,동문회,1
4971,재창,1
4972,위챗,1
4973,아이디어,1
4974,실행,1
4975,답신,1
4976,작태,1
4977,방앗간,1
4978,정육점,1
4979,베니스,1
4980,정수,1
4981,먹거리,1
4982,로컬,1
4983,무대,1
4984,키스트,1
4985,식별,1
4986,국립극장,1
4987,바가지,1
4988,밸런타인데이,1
4989,빙상,1
4990,사할린,1
4991,자치,1
4992,대적,1
4993,신중,1
4994,교섭,1
4995,중인,1
4996,윈도,1
4997,오영식,1
4998,이인제,1
4999,이철,1
5000,구들,1
5001,응원단,1
5002,기념품,1
5003,콘셉트,1
5004,인천공항,1
5005,보통,1
5006,빠르기,1
5007,경쟁력,1
5008,초반,1
5009,이건희,1
5010,두려움,1
5011,리셉션,1
5012,김영남,1
5013,미슐랭,1
5014,차려,1
5015,경쟁자,1
5016,임춘택,1
5017,서지현,1
5018,악수,1
5019,무관심,1
5020,특혜,1
5021,걸핏하면,1
5022,무료,1
5023,화천,1
5024,얼음,1
5025,교외선,1
5026,강릉,1
5027,만찬,1
5028,석궁,1
5029,과세,1
5030,일파,1
5031,확장,1
5032,판교,1
5033,밸리,1
5034,아르,1
5035,튀르,1
5036,랭보,1
5037,의족,1
5038,모과,1
5039,동력,1
5040,인용,1
5041,비번,1
5042,방남,1
5043,보국,1
5044,제시,1
5045,매뉴얼,1
5046,파프리카,1
5047,딸기,1
5048,총사,1
5049,할랄,1
5050,자꾸,1
5051,발자국,1
5052,잔칫집,1
5053,이재용,1
5054,범죄자,1
5055,청소,1
5056,수세미,1
5057,물컵,1
5058,특급,1
5059,만경봉,1
5060,배우자,1
5061,성격,1
5062,배회,1
5063,사이비,1
5064,주술,1
5065,오케이,1
5066,애시,1
5067,다프네,1
5068,임시정부,1
5069,이동녕,1
5070,추모식,1
5071,수질오염,1
5072,낚시,1
5073,납추,1
5074,육로,1
5075,만경봉호,1
5076,세브란스,1
5077,전파,1
5078,교조주의,1
5079,권인숙,1
5080,채찍,1
5081,자음,1
5082,클라인,1
5083,소강,1
5084,진출,1
5085,제압,1
5086,한판,1
5087,나본,1
5088,경제학자,1
5089,본색,1
5090,깃털,1
5091,과식,1
5092,스티븐,1
5093,밀러,1
5094,구체화,1
5095,목발,1
5096,다보스,1
5097,포럼,1
5098,청총,1
5099,솔선,1
5100,구실,1
5101,덕유산,1
5102,상고대,1
5103,지하,1
5104,주차장,1
5105,내정자,1
5106,군인,1
5107,피학증,1
5108,학증,1
5109,도그마,1
5110,영역,1
5111,호주오픈,1
5112,김관식,1
5113,월요일,1
5114,느낌,1
5115,전문점,1
5116,복무,1
5117,딩동댕,1
5118,스키,1
5119,선수단,1
5120,요리,1
5121,강간,1
5122,워크숍,1
5123,손발,1
5124,보류,1
5125,신안,1
5126,노다지,1
5127,장쩌민,1
5128,군부,1
5129,무기체계,1
5130,자웅,1
5131,손질,1
5132,정철,1
5133,버선,1
5134,여력,1
5135,신청서,1
5136,당적,1
5137,신드롬,1
5138,고국,1
5139,사마리아,1
5140,월식,1
5141,폐허,1
5142,루브르,1
5143,유명무실,1
5144,효행,1
5145,김지영,1
5146,정쟁,1
5147,거래소,1
5148,취약,1
5149,발바닥,1
5150,맨해튼,1
5151,노멀,1
5152,외할머니,1
5153,별세,1
5154,존엄사,1
5155,징기스칸,1
5156,마상,1
5157,의결,1
5158,공소장,1
5159,평면,1
5160,동향,1
5161,막장,1
5162,심정은,1
5163,체인,1
5164,유효,1
5165,김연아,1
5166,이영표,1
5167,구원,1
5168,손길,1
5169,베리아,1
5170,패스트푸드,1
5171,비속어,1
5172,힘자랑,1
5173,자본가,1
5174,특성,1
5175,답답,1
5176,모나,1
5177,썰매,1
5178,자매,1
5179,분리수거,1
5180,후뚱,1
5181,왕도,1
5182,납치,1
5183,헌재,1
5184,도장,1
5185,민원,1
5186,해결사,1
5187,불무,1
5188,포커,1
5189,후반기,1
5190,마식령스키장,1
5191,생방송,1
5192,실비,1
5193,라스,1
5194,가스,1
5195,오븐,1
5196,직선제,1
5197,존폐,1
5198,갈수록,1
5199,연말정산,1
5200,공제,1
5201,번개,1
5202,생색,1
5203,가능,1
5204,손상,1
5205,소각,1
5206,추종,1
5207,조코비치,1
5208,듯이,1
5209,하루하루,1
5210,합격자,1
5211,언론사,1
5212,문의,1
5213,아드님,1
5214,나치,1
5215,처형,1
5216,형평성,1
5217,배신자,1
5218,모리,1
5219,연주,1
5220,현악기,1
5221,튤립,1
5222,해프닝,1
5223,업적,1
5224,장면,1
5225,아이스하키팀,1
5226,처지,1
5227,말실수,1
5228,공법,1
5229,정반대,1
5230,빗속,1
5231,전시,1
5232,뱁새,1
5233,새끼,1
5234,공천,1
5235,서대문형무소,1
5236,마네킹,1
5237,찬물,1
5238,열정,1
5239,냉정,1
5240,성수동,1
5241,앤독,1
5242,주자학,1
5243,미륵불,1
5244,명칭,1
5245,큰일,1
5246,비엔날레,1
5247,반응,1
5248,잠수함,1
5249,박대,1
5250,금기,1
5251,정면,1
5252,위정척사파,1
5253,외로움,1
5254,불교,1
5255,선사,1
5256,유모차,1
5257,포대기,1
5258,수모,1
5259,래서야,1
5260,가기,1
5261,만원,1
5262,어민,1
5263,목포,1
5264,만화,1
5265,스키장,1
5266,조총련,1
5267,복수,1
5268,설움,1
5269,쌍미,1
5270,양상,1
5271,장래희망,1
5272,겸손,1
5273,해산물,1
5274,단칼,1
5275,싹둑,1
5276,석류,1
5277,천상병,1
5278,유고,1
5279,산행,1
5280,유아,1
5281,갈팡질팡,1
5282,수수료,1
5283,악단,1
5284,삼지연,1
5285,관현악단,1
5286,낳을,1
5287,정통부,1
5288,가나다순,1
5289,연두,1
5290,순시,1
5291,브리핑,1
5292,합숙,1
5293,겨울잠,1
5294,리커창,1
5295,누벼,1
5296,자국,1
5297,소아,1
5298,투석,1
5299,프레지던트,1
5300,자작나무,1
5301,뒤끝,1
5302,왕조,1
5303,온통,1
5304,화제,1
5305,폭락,1
5306,무협,1
5307,욕조,1
5308,리다,1
5309,고통,1
5310,한자,1
5311,요양원,1
5312,답변,1
5313,절연,1
5314,하와이,1
5315,경보,1
5316,환호,1
5317,스르,1
5318,무역수지,1
5319,황병서,1
5320,강아지,1
5321,너와집,1
5322,라면,1
5323,뻐꾸기,1
5324,신생아,1
5325,감염,1
5326,대리,1
5327,수술,1
5328,데이,1
5329,구덩이,1
5330,심플,1
5331,관여,1
5332,뒤집힌,1
5333,바게뜨,1
5334,드뇌브,1
5335,김자연,1
5336,패션,1
5337,라이프,1
5338,계좌,1
5339,조회,1
5340,고등어,1
5341,알레르기,1
5342,선호,1
5343,수포,1
5344,수주,1
5345,거저,1
5346,경포,1
5347,아이유,1
5348,꽃갈피,1
5349,고흐,1
5350,농부,1
5351,위안,1
5352,알바생,1
5353,평지풍파,1
5354,감격,1
5355,맞벌이,1
5356,사병,1
5357,소라,1
5358,토끼,1
5359,보충,1
5360,수류탄,1
5361,익사,1
5362,조양동,1
5363,도약,1
5364,공격기,1
5365,자주포,1
5366,견인,1
5367,제품,1
5368,방과후,1
5369,정원사,1
5370,파기,1
5371,김상곤,1
5372,토장,1
5373,신년,1
5374,교례회,1
5375,성적표,1
5376,버블,1
5377,세븐,1
5378,덕목,1
5379,속마음,1
5380,직통,1
5381,선화공주,1
5382,줄줄,1
5383,당국,1
5384,무력,1
5385,연초,1
5386,수술실,1
5387,위태롭다,1
5388,메카,1
5389,아부다비,1
5390,노병,1
5391,답방,1
5392,추구,1
5393,한국말,1
5394,착시,1
5395,고유,1
5396,피하,1
5397,려면,1
5398,비관,1
5399,개회,1
5400,세무,1
5401,탯줄,1
5402,바구니,1
5403,외교관,1
5404,오토바이,1
5405,호봉,1
5406,진은숙,1
5407,자모,1
5408,대해,1
5409,헨리,1
5410,데이비드,1
5411,소로,1
5412,숲속,1
5413,월든,1
5414,인구,1
5415,채널,1
5416,복구,1
5417,현충사,1
5418,지렛대,1
5419,소방,1
5420,주차,1
5421,미스,1
5422,수영복,1
5423,상관,1
5424,첫날,1
5425,징표,1
5426,계림로,1
5427,보검,1
5428,보은,1
5429,구심,1
5430,균열,1
5431,노리,1
5432,금붕어,1
5433,어항,1
5434,축지,1
5435,안개구름,1
5436,태양,1
5437,포자,1
5438,자녀,1
5439,둥이,1
5440,작심삼일,1
5441,강하,1
5442,재계,1
5443,견마최,1
5444,역사철학,1
5445,불빛,1
5446,설화,1
5447,영물,1
5448,백호,1
5449,반달곰,1
5450,인동,1
5451,뉴딜,1
5452,주간조선,1
5453,경호원,1
5454,우발,1
5455,훌쩍,1
5456,풍력,1
5457,개성,1
5458,공단,1
5459,시비,1
5460,방송통신,1
5461,일흔,1
5462,프랑스혁명,1
5463,강박증,1
5464,쇼통,1
