,단어명,정치 빈도수
8177,라트비아,1
8178,특급작전,1
8179,대미,1
8180,후안,1
8181,무치,1
8182,얼룩,1
8183,귀향,1
8184,겨울철,1
8185,층간소음,1
8186,진작,1
8187,코츠,1
8188,햇볕,1
8189,만족감,1
8190,교추협,1
8191,곡목,1
8192,박찬우,1
8193,신세대,1
8194,우상화,1
8195,재방송,1
8196,길트기,1
8197,광명성,1
8198,가려진,1
8199,영창,1
8200,박종희,1
8201,워홀,1
8202,수감,1
8203,유니스트,1
8204,사당,1
8205,지리,1
8206,멸렬,1
8207,창제,1
8208,단보,1
8209,난동,1
8210,터널,1
8211,지하차도,1
8212,상당,1
8213,여객기,1
8214,최병국,1
8215,김현아,1
8216,훈풍타,1
8217,손해배상,1
8218,가식,1
8219,독창,1
8220,앙코르,1
8221,수지,1
8222,평앙,1
8223,스킨십,1
8224,인민배우,1
8225,리영호,1
8226,홍위병,1
8227,방위산업,1
8228,진흥,1
8229,송승환,1
8230,총감독,1
8231,새장,1
8232,황태,1
8233,칠레,1
8234,출입구,1
8235,롯데,1
8236,건축,1
8237,미디어아트,1
8238,역차별,1
8239,성화,1
8240,일부러,1
8241,억지로,1
8242,청록색,1
8243,회식,1
8244,전민주,1
8245,황주홍,1
8246,무책임,1
8247,화성,1
8248,봉숭아학당,1
8249,팝송,1
8250,메들리,1
8251,전야,1
8252,제스쳐,1
8253,예년,1
8254,무더기,1
8255,최소한,1
8256,정형식,1
8257,박준영,1
8258,보선송,1
8259,징역형,1
8260,애애,1
8261,각축,1
8262,입촌,1
8263,총독,1
8264,망각,1
8265,인제스피디움,1
8266,핸드백,1
8267,샤넬,1
8268,도선사,1
8269,동족,1
8270,광대,1
8271,해공,1
8272,부양정,1
8273,졸개,1
8274,테이프,1
8275,직위해제,1
8276,에어쇼,1
8277,블랙이글스,1
8278,활주로,1
8279,집유,1
8280,도미,1
8281,노식,1
8282,김일,1
8283,삐걱,1
8284,연한,1
8285,이석현,1
8286,집행유예,1
8287,전송,1
8288,뱃길,1
8289,터주,1
8290,한밤중,1
8291,노리,1
8292,일본인,1
8293,김원홍,1
8294,종북,1
8295,지척,1
8296,직속,1
8297,대답,1
8298,패거리,1
8299,궤변,1
8300,조셉윤,1
8301,특임,1
8302,악명,1
8303,미주,1
8304,신동빈,1
8305,대리인,1
8306,신동주,1
8307,남하,1
8308,일리,1
8309,제윤경,1
8310,는걸,1
8311,군절,1
8312,벙커,1
8313,토마호크,1
8314,증강,1
8315,피싱,1
8316,메일,1
8317,진주의료원,1
8318,폐업,1
8319,걸레,1
8320,비밀요원,1
8321,분란,1
8322,소방시설,1
8323,시공,1
8324,안대,1
8325,의석,1
8326,유신헌법,1
8327,잔재,1
8328,대못,1
8329,실조,1
8330,코이카,1
8331,최재형,1
8332,편승,1
8333,참여정부,1
8334,아디다스,1
8335,운동복,1
8336,주행,1
8337,수소차,1
8338,경부,1
8339,대시,1
8340,참고자료,1
8341,박금옥,1
8342,해구해,1
8343,나포,1
8344,김승연,1
8345,품질,1
8346,관람객,1
8347,전술핵,1
8348,내무반,1
8349,저해,1
8350,아시아나,1
8351,동업,1
8352,워싱턴포스트,1
8353,원화,1
8354,안달,1
8355,손기웅,1
8356,초등생,1
8357,꽃제비,1
8358,사사건건,1
8359,수작,1
8360,순환,1
8361,오케이,1
8362,설선물,1
8363,재민,1
8364,일변도,1
8365,초대장,1
8366,전하라,1
8367,키스트,1
8368,완결,1
8369,물든,1
8370,묵힌,1
8371,소방법,1
8372,원희목,1
8373,샤워,1
8374,파편,1
8375,연다,1
8376,줄어드,1
8377,청약,1
8378,아부,1
8379,북남,1
8380,최교일,1
8381,의류,1
8382,불감증,1
8383,서주,1
8384,한겨레신문,1
8385,달랑,1
8386,분쇄,1
8387,처법,1
8388,금융시장,1
8389,형성,1
8390,원죄,1
8391,본색,1
8392,회송,1
8393,상치,1
8394,게이트,1
8395,한겨레,1
8396,국민당,1
8397,위군,1
8398,통행료,1
8399,남남,1
8400,정쟁거리,1
8401,찬물,1
8402,당황,1
8403,횡령,1
8404,산란,1
8405,농가,1
8406,초동,1
8407,기후,1
8408,봉변,1
8409,전광판,1
8410,둘째,1
8411,달동,1
8412,안느,1
8413,화재현장,1
8414,기비,1
8415,혜원,1
8416,헛소리,1
8417,모친상,1
8418,태안군,1
8419,합성사진,1
8420,공업,1
8421,리나,1
8422,표방,1
8423,요술,1
8424,영하,1
8425,국립현충원,1
8426,콤플렉스,1
8427,진천,1
8428,국가대표,1
8429,선수촌,1
8430,꽃다발,1
8431,소감,1
8432,김경협,1
8433,인연,1
8434,출입국,1
8435,입김,1
8436,수원시,1
8437,창단,1
8438,상좌,1
8439,이상득,1
8440,중환자실,1
8441,타이밍,1
8442,주마가편,1
8443,종신형,1
8444,입법조사처,1
8445,그게,1
8446,태운,1
8447,마욘,1
8448,화산,1
8449,시티,1
8450,타임스퀘어,1
8451,재일동포,1
8452,조리,1
8453,신생아,1
8454,감염,1
8455,민사,1
8456,청안,1
8457,소각,1
8458,차후,1
8459,심중,1
8460,쇼잉,1
8461,야단법석,1
8462,업주,1
8463,음향,1
8464,기기,1
8465,메이어,1
8466,사운드,1
8467,포청천,1
8468,딱지,1
8469,무너,1
8470,편집,1
8471,캄보디아,1
8472,중고생,1
8473,망언,1
8474,특별대우,1
8475,혁파,1
8476,격화되,1
8477,운전면허,1
8478,화형식,1
8479,온통,1
8480,도배,1
8481,위험성,1
8482,도급,1
8483,집기,1
8484,공연장,1
8485,하하,1
8486,체코,1
8487,프라하,1
8488,윤용,1
8489,황영조,1
8490,체육관,1
8491,환경보전,1
8492,니시,1
8493,모피,1
8494,목도리,1
8495,도라산,1
8496,단가,1
8497,유니폼,1
8498,평창동계올림픽,1
8499,분별,1
8500,측은,1
8501,악설,1
8502,알비노,1
8503,말라리아,1
8504,토크,1
8505,휘둘린,1
8506,박홍근,1
8507,시세,1
8508,혈액형,1
8509,유사,1
8510,분할,1
8511,인민보안성,1
8512,식료품,1
8513,면술,1
8514,창작,1
8515,예술인,1
8516,앙금,1
8517,생기지,1
8518,대표팀,1
8519,휴화산,1
8520,거기,1
8521,품위,1
8522,수자원공사,1
8523,철호,1
8524,중앙회,1
8525,가상화,1
8526,폐시,1
8527,배꼽,1
8528,매도,1
8529,두우,1
8530,김효재,1
8531,김희중,1
8532,종적,1
8533,사이비,1
8534,동분서주,1
8535,엔트리,1
8536,구식,1
8537,리프트,1
8538,불법선거,1
8539,한해,1
8540,이심전심,1
8541,설움,1
8542,홍은동,1
8543,지탄,1
8544,마땅,1
8545,기와,1
8546,소시오패스,1
8547,자행,1
8548,명장,1
8549,악성댓글,1
8550,결벽증,1
8551,김진,1
8552,전국체전,1
8553,리현상,1
8554,재우,1
8555,장거리,1
8556,소이,1
8557,랭킹,1
8558,맹폭하,1
8559,교향악단,1
8560,삼대,1
8561,워드,1
8562,처남,1
8563,분풀이,1
8564,타래,1
8565,이호철,1
8566,오해,1
8567,시종,1
8568,버전,1
8569,경로,1
8570,워낙,1
8571,거물,1
8572,부탁,1
8573,솔선수범,1
8574,원서,1
8575,고사,1
8576,눈빛,1
8577,눈웃음,1
8578,공룡,1
8579,비문,1
8580,천안문,1
8581,반체제,1
8582,수족,1
8583,탁상공론,1
8584,출퇴근시간,1
8585,순혈,1
8586,행정학,1
8587,수류탄,1
8588,훈련병,1
8589,원천,1
8590,병태,1
8591,전옥,1
8592,투하,1
8593,볼리비아,1
8594,티티카카호,1
8595,수서,1
8596,여포,1
8597,삼국지,1
8598,애인,1
8599,장웅,1
8600,항공모함,1
8601,소양,1
8602,진두,1
8603,뒷짐,1
8604,동준,1
8605,김동우,1
8606,이인선,1
8607,물건,1
8608,갈팡질팡,1
8609,철퇴,1
8610,택풍,1
8611,피폭,1
8612,현해탄,1
8613,여직원,1
8614,폐쇄안,1
8615,빈대,1
8616,초가삼간,1
8617,투자자,1
8618,칩거,1
8619,크리스토퍼,1
8620,유래,1
8621,열사,1
8622,치사,1
8623,동판,1
8624,보태,1
8625,안감,1
8626,애국가,1
8627,가사,1
8628,단복,1
8629,구석,1
8630,인형,1
8631,번쩍,1
8632,손질,1
8633,맥주,1
8634,과격,1
8635,엽기,1
8636,제제,1
8637,통찰,1
8638,땅굴,1
8639,핵폭탄,1
8640,문제해결,1
8641,도모,1
8642,부모,1
8643,스튜어드,1
8644,영동,1
8645,한술,1
8646,트자,1
8647,에쿠스,1
8648,전이,1
8649,유선,1
8650,박스오피스,1
8651,소유권,1
8652,어깨동무,1
8653,할랄,1
8654,발품,1
8655,통일전선부,1
8656,달린다,1
8657,태블릿,1
8658,권총,1
8659,작법,1
8660,충당,1
8661,동선,1
8662,동계올림픽,1
8663,허창수,1
8664,중동,1
8665,통로,1
8666,간질,1
8667,상극,1
8668,목포시,1
8669,무안군,1
8670,김상훈,1
8671,신장,1
8672,해당화,1
8673,여수,1
8674,빼갔다틸러슨,1
8675,약간,1
8676,비웃음,1
8677,사실혼,1
8678,법률혼,1
8679,상폐,1
8680,코스닥,1
8681,사냥꾼,1
8682,일람,1
8683,안국정,1
8684,공판,1
8685,듯박,1
8686,토요일,1
8687,듯칼,1
8688,금고,1
8689,이원종,1
8690,남재준,1
8691,이병기,1
8692,배당,1
8693,반중,1
8694,고취,1
8695,교양,1
8696,국론,1
8697,로켓엔진,1
8698,중요성,1
8699,경구,1
8700,자필,1
8701,버르장머리,1
8702,실었다,1
8703,기우,1
8704,색깔,1
8705,크루즈,1
8706,도일,1
8707,김상조,1
8708,포진,1
8709,정두언,1
8710,항변,1
8711,김준수,1
8712,미지,1
8713,패소,1
8714,일본군,1
8715,용처,1
8716,중하,1
8717,재심,1
8718,강단,1
8719,크레이지,1
8720,리더,1
8721,에프,1
8722,군납,1
8723,통추협,1
8724,상대성이론,1
8725,어학,1
8726,무혈,1
8727,샴페인,1
8728,오리발,1
8729,주둔지,1
8730,임태희,1
8731,실형,1
8732,김종,1
8733,미술,1
8734,협회장,1
8735,입감,1
8736,대우조선,1
8737,연료,1
8738,일감,1
8739,평화로,1
8740,창당,1
8741,연락망,1
8742,상시,1
8743,덩어리,1
8744,백드롭,1
8745,쌍란,1
8746,작동,1
8747,조처,1
8748,바위,1
8749,백년,1
8750,국민투표제,1
8751,소수,1
8752,휘둘릴,1
8753,옥상,1
8754,김용익,1
8755,케어,1
8756,부과,1
8757,천만,1
8758,광물,1
8759,혹사,1
8760,공갈,1
8761,파나마,1
8762,선적,1
8763,전경련,1
8764,책략,1
8765,죄인,1
8766,폭탄주,1
8767,유행,1
8768,좌향좌,1
8769,비정규직,1
8770,치기,1
8771,요미우리,1
8772,민방위,1
8773,문웅,1
8774,일전,1
8775,핵심쟁점,1
8776,시장경제,1
8777,계획경제,1
8778,굴뚝,1
8779,패러다임,1
8780,노화,1
8781,수가,1
8782,타자,1
8783,이승엽,1
8784,시그널,1
8785,군용,1
8786,방자,1
8787,선두,1
8788,하차,1
8789,감금,1
8790,진행형,1
8791,달력,1
8792,컨벤션,1
8793,의인,1
