,단어명,경제 빈도수
10696,직할,1
10697,풍암동,1
10698,원어민,1
10699,석주일,1
10700,농구인,1
10701,애정,1
10702,독설,1
10703,버스터,1
10704,나전칠기,1
10705,손대현,1
10706,허파,1
10707,기흉,1
10708,찌워,1
10709,자율신경,1
10710,신도,1
10711,맏형,1
10712,초상화,1
10713,다지,1
10714,법대,1
10715,선용,1
10716,스태콤,1
10717,툭하면,1
10718,불출,1
10719,윤성수,1
10720,나크,1
10721,옵티,1
10722,마니아,1
10723,배수진,1
10724,진맥,1
10725,국유,1
10726,임해,1
10727,미련,1
10728,제로섬,1
10729,퍼펙트,1
10730,스톰,1
10731,이창근,1
10732,영점,1
10733,커먼,1
10734,멸균,1
10735,눌린,1
10736,원강,1
10737,염증성장질환,1
10738,아무,1
10739,상왕십리역,1
10740,산자이,1
10741,넥서스원,1
10742,마저,1
10743,뉴라펙,1
10744,수락,1
10745,목통,1
10746,우롱,1
10747,베젤,1
10748,온기,1
10749,슈에무라,1
10750,홍영표,1
10751,강의실,1
10752,후각,1
10753,소용돌이,1
10754,리까,1
10755,흠집,1
10756,실크,1
10757,서식,1
10758,각도,1
10759,쏙쏙,1
10760,선심,1
10761,조홍규,1
10762,레인,1
10763,문책,1
10764,군용,1
10765,동민,1
10766,박소연,1
10767,이종호,1
10768,서치,1
10769,홍춘,1
10770,작자,1
10771,솔리드,1
10772,트위,1
10773,결원,1
10774,나사,1
10775,서범석,1
10776,방송사고,1
10777,뒷걸음,1
10778,밥그릇,1
10779,미스터피자,1
10780,근간,1
10781,고산,1
10782,스파이,1
10783,환경미화원,1
10784,쫄지마,1
10785,도용,1
10786,화요일,1
10787,명퇴금,1
10788,에드워드,1
10789,개코,1
10790,털모자,1
10791,자랑거리,1
10792,촬영감독,1
10793,비상교육,1
10794,티스토리,1
10795,초대장,1
10796,반다이,1
10797,남코,1
10798,쏠트팀,1
10799,난징,1
10800,부적합,1
10801,국립보건원,1
10802,구지원,1
10803,확연,1
10804,장타,1
10805,템포,1
10806,엉터리,1
10807,우주탐사,1
10808,우주관광,1
10809,오딧세이,1
10810,다미,1
10811,웰트,1
10812,인천국제공항공사,1
10813,운정신도시,1
10814,라피,1
10815,하이엔드,1
10816,정신과,1
10817,광역철도,1
10818,멈칫,1
10819,뮤닝,1
10820,몽땅,1
10821,지존,1
10822,체형,1
10823,지탱,1
10824,생맥주,1
10825,구렁텅이,1
10826,다농,1
10827,집배원,1
10828,산타,1
10829,신동균,1
10830,동현,1
10831,카피,1
10832,리다,1
10833,교육자,1
10834,체어,1
10835,중노위,1
10836,고리대,1
10837,박정,1
10838,투비소프트,1
10839,탓더,1
10840,아웃백,1
10841,김회,1
10842,이상운,1
10843,펨텍,1
10844,노동수요,1
10845,흐트러지,1
10846,농정원,1
10847,노지,1
10848,웨일,1
10849,경복궁,1
10850,청렴,1
10851,헤라,1
10852,키츠네,1
10853,용어,1
10854,고이치,1
10855,추곡,1
10856,격론줄,1
10857,생산품,1
10858,혼인신고,1
10859,브앤,1
10860,바이크,1
10861,루이뷔통,1
10862,천시,1
10863,토사,1
10864,윤영일,1
10865,안성시,1
10866,정동,1
10867,명감,1
10868,호서대,1
10869,이규석,1
10870,율동,1
10871,다국어,1
10872,자막,1
10873,벼르,1
10874,벼른,1
10875,명검,1
10876,병맛,1
10877,더빙,1
10878,장삐쭈,1
10879,창세기전,1
10880,리아,1
10881,추릴때,1
10882,비스텔,1
10883,최운,1
10884,토의,1
10885,천태만상,1
10886,위탈,1
10887,김상희,1
10888,증손,1
10889,카가와,1
10890,포춘지,1
10891,재검사,1
10892,교황,1
10893,나래,1
10894,네네,1
10895,보온병,1
10896,관찰자,1
10897,묵살,1
10898,조부모,1
10899,이재명,1
10900,면도기,1
10901,동기부여,1
10902,박영선,1
10903,신경망,1
10904,충당금,1
10905,하진,1
10906,트러스트,1
10907,이동섭,1
10908,바둑이,1
10909,판돈,1
10910,투르크메니스탄,1
10911,한스,1
10912,유방,1
10913,애기,1
10914,최애,1
10915,차애,1
10916,법성,1
10917,한솔교육,1
10918,갯가재,1
10919,골격,1
10920,비늘,1
10921,블레이드앤소울,1
10922,넝쿨,1
10923,지중해,1
10924,페퍼쌀,1
10925,김창용,1
10926,낭보,1
10927,잇츠,1
10928,교외,1
10929,관련성,1
10930,면목,1
10931,위젯,1
10932,셀렉,1
10933,지랩스,1
10934,딥슬립,1
10935,덩어리,1
10936,중생,1
10937,오유경,1
10938,체선료,1
10939,기갑,1
10940,여단,1
10941,위문,1
10942,남영,1
10943,비비안,1
10944,앤엠,1
10945,레코드,1
10946,에어리,1
10947,퀴드,1
10948,장동건,1
10949,고소영,1
10950,투베,1
10951,용매,1
10952,앤뎁,1
10953,이신혜,1
10954,여윳돈,1
10955,지하자원,1
10956,하늘만,1
10957,해뜰,1
10958,조깅,1
10959,고등학교,1
10960,강철,1
10961,뼈대,1
10962,엘리제궁,1
10963,위고,1
10964,첨탑,1
10965,발명왕,1
10966,민세홍,1
10967,자석,1
10968,무석,1
10969,웰바이오텍,1
10970,상사화,1
10971,포스코강판,1
10972,사피,1
10973,레진코믹스,1
10974,발정,1
10975,수입품,1
10976,임용수,1
10977,시호,1
10978,오류동,1
10979,히어로즈,1
10980,위중,1
10981,침공,1
10982,외연,1
10983,진과,1
10984,밤섬,1
10985,코디,1
10986,들불,1
10987,번질,1
10988,군침,1
10989,즉답,1
10990,비조치의견서,1
10991,건비,1
10992,지원기,1
10993,시프트,1
10994,토트넘,1
10995,코치,1
10996,스크림,1
10997,이성당,1
10998,식욕억제제,1
10999,김세연,1
11000,통치,1
11001,어사,1
11002,전개,1
11003,액화천연가스,1
11004,직수입,1
11005,단돈,1
11006,소수점,1
11007,본진,1
11008,상쇄할,1
11009,다람쥐,1
11010,부풀리기,1
11011,바빈,1
11012,낚싯바늘,1
11013,물고기,1
11014,열쇠,1
11015,이륜차,1
11016,재피,1
11017,회의장,1
11018,라가르드,1
11019,넥쏘타,1
11020,승현,1
11021,우상,1
11022,애니팡,1
11023,계약위반,1
11024,유소,1
11025,헤리티지재단,1
11026,담뱃갑,1
11027,이경수,1
11028,일해삼,1
11029,홍은동,1
11030,이규희,1
11031,배태관,1
11032,이스터,1
11033,분리수거,1
11034,돈번,1
11035,드비어스,1
11036,동연,1
11037,정우현,1
11038,민병두,1
11039,코인트,1
11040,김하늘,1
11041,파티쉐,1
11042,시타,1
11043,학력,1
11044,장병완,1
11045,사찰,1
11046,조물,1
11047,기차역,1
11048,산드로,1
11049,누빈,1
11050,김경규,1
11051,승주,1
11052,매국,1
11053,하멜,1
11054,용성,1
11055,포용,1
11056,호기심,1
11057,서면,1
11058,식지,1
11059,약시,1
11060,에비슨영,1
11061,낙점,1
11062,란투스,1
11063,타바스코,1
11064,전투기,1
11065,할레,1
11066,디나르,1
11067,슬림에그,1
11068,길드전,1
11069,생활환경,1
11070,유니크,1
11071,스팩,1
11072,연제구,1
11073,전기기관차,1
11074,왕립,1
11075,외적,1
11076,체온계,1
11077,마수,1
11078,흰지팡이,1
11079,고준호,1
11080,판매승인,1
11081,김청,1
11082,감탄사,1
11083,작약,1
11084,병원균,1
11085,보디가드,1
11086,토양,1
11087,피파온라인,1
11088,포획,1
11089,박멸,1
11090,아폴로,1
11091,호서,1
11092,충돌구,1
11093,천명,1
11094,처사,1
11095,정윤,1
11096,모씨,1
11097,노웅래,1
11098,약탈,1
11099,일비,1
11100,해리스,1
11101,트랩,1
11102,추투,1
11103,따돌림,1
11104,인텔리전트,1
11105,김영진,1
11106,퍼셉티브,1
11107,오토마타,1
11108,강훈,1
11109,관광업,1
11110,이명수,1
11111,휴슈,1
11112,교부,1
11113,철밥통,1
11114,라이신,1
11115,슬로건,1
11116,의과,1
11117,팁핑,1
11118,고흐,1
11119,쥐꼬리,1
11120,종착역,1
11121,이치,1
11122,김수정,1
11123,노비,1
11124,가르침,1
11125,미치광이,1
11126,무언가,1
11127,동계,1
11128,머그컵,1
11129,군자역,1
11130,성찬,1
11131,주택지,1
11132,도강,1
11133,목화,1
11134,이스턴,1
11135,선벨트,1
11136,멍석,1
11137,베스티,1
11138,이승철,1
11139,굿네이버스,1
11140,하프,1
11141,습득,1
11142,머그잔,1
11143,동인도회사,1
11144,최수만,1
11145,탄소세,1
11146,경제학상,1
11147,서체,1
11148,이선호,1
11149,이다희,1
11150,윌리엄,1
11151,예일대,1
11152,뉴욕대,1
11153,모하비,1
11154,첩첩산중,1
11155,온누리,1
11156,뚜띠쿠치,1
11157,공덕,1
11158,백승,1
11159,한글날,1
11160,폰트,1
11161,스킨십,1
11162,가사노동,1
11163,지엠,1
11164,중고나라,1
11165,구본웅,1
11166,트헬스,1
11167,미티,1
11168,애프터눈,1
11169,클레이튼,1
11170,이용주,1
11171,안상수,1
11172,글꼴,1
11173,닛신,1
11174,문맹,1
11175,며칠,1
11176,찬탁,1
11177,프롭,1
11178,북중,1
11179,혈류,1
11180,통상부,1
11181,신정동,1
11182,버사,1
11183,부에노스아이레스,1
11184,충재,1
11185,오영주,1
11186,액토즈,1
11187,내연기관,1
11188,유튜버,1
11189,메이코,1
11190,김재원,1
11191,마가,1
11192,드롭박스,1
11193,비웃음,1
11194,봉제인형,1
11195,오로라월드,1
11196,눈빛,1
11197,입냄새,1
11198,시시각각,1
11199,창립총회,1
11200,앰비덱스,1
11201,경호,1
11202,양방,1
11203,개그맨,1
11204,이진호,1
11205,빅픽처,1
11206,파트타임,1
11207,서광수,1
11208,기다림,1
11209,끈기,1
11210,망원렌즈,1
11211,광각렌즈,1
11212,엎친,1
11213,문씨,1
11214,불가리,1
11215,이정학,1
11216,즉위,1
11217,상관,1
11218,건축가,1
11219,부들,1
11220,힐릭스,1
11221,스푼,1
11222,큐텔,1
11223,향남,1
11224,뇌혈관장벽,1
11225,흉곽,1
11226,국학,1
11227,장서각,1
11228,문헌,1
11229,캄토벨,1
11230,팟프,1
11231,리카,1
11232,누증,1
11233,용사,1
11234,수비,1
11235,굽타,1
11236,융단,1
11237,살때,1
11238,스피릿,1
11239,위시,1
11240,칫솔질,1
11241,바깥쪽,1
11242,안쪽,1
11243,웨더뉴스,1
11244,수심,1
11245,적색,1
11246,은색,1
11247,유주,1
11248,포니,1
11249,송로버섯,1
11250,현금영수증,1
11251,롯폰기힐스,1
11252,요정,1
11253,비밀리,1
11254,능이버섯,1
11255,프랜시스,1
11256,아놀드,1
11257,스미스,1
11258,그레고리,1
11259,머독,1
11260,국가신용등급,1
11261,송재,1
11262,건협,1
11263,전략기획,1
11264,내셔널리그,1
11265,리본,1
11266,서남,1
11267,독야청청,1
11268,율과,1
11269,보디빌더,1
11270,이지,1
11271,라식,1
11272,펨토,1
11273,오마주,1
11274,애로우,1
11275,물리학,1
11276,엠앤티,1
11277,애쉬,1
11278,제라드,1
11279,김윤영,1
11280,패스트백,1
11281,무경,1
11282,박경,1
11283,법제,1
11284,림프종,1
11285,아담,1
11286,세리,1
11287,여러가지,1
11288,역서,1
11289,셰브론,1
11290,들러리,1
11291,정상인,1
11292,카터,1
11293,메가톤,1
11294,통역사,1
11295,김범식,1
11296,굴렸다,1
11297,칼퇴,1
11298,김팀,1
11299,외배,1
11300,칵테일잔,1
11301,수용체,1
11302,면역학,1
11303,앨리슨,1
11304,타스쿠,1
11305,이랜드리테일,1
11306,국정감사,1
11307,엑스페리아,1
11308,설국,1
11309,씽크프리,1
11310,퍼터,1
11311,아이에이치큐,1
11312,로그아웃,1
11313,변수현,1
11314,루미,1
11315,세분,1
11316,승패,1
11317,뱅앤울룹슨,1
11318,호리,1
11319,텔미,1
11320,누보,1
11321,퍼스,1
11322,로맨틱,1
11323,마인드,1
11324,개교,1
11325,하와,1
11326,갈릭,1
11327,림프,1
11328,창공,1
11329,함흥차사,1
11330,밝기,1
11331,한페이,1
11332,도비,1
11333,외르스테드,1
11334,상설,1
11335,골든위크,1
11336,나랏돈,1
11337,셰일가스,1
11338,국산품,1
11339,감모,1
11340,박영주,1
11341,여행가,1
11342,양세형,1
11343,사인회,1
11344,수신료,1
11345,뮤지컬,1
11346,마틸다,1
11347,에르,1
11348,질도,1
11349,배상훈,1
11350,탄광,1
11351,발파,1
11352,대수술,1
11353,전자정부,1
11354,활개,1
11355,여행박사,1
11356,뉴딘,1
11357,인도인,1
11358,김병원,1
11359,고독,1
11360,아리따움,1
11361,가파르,1
11362,청운,1
11363,표고,1
11364,표고버섯,1
11365,사회보장,1
11366,중심부,1
11367,굳이,1
11368,미러링,1
11369,영종,1
11370,용유도,1
11371,기절,1
11372,박남철,1
11373,한일합섬,1
11374,장평,1
11375,손톱,1
11376,샛별,1
11377,떨이,1
11378,임핀,1
11379,종별,1
11380,김호정,1
11381,켐트,1
11382,전등,1
11383,칼륍소,1
11384,희소금속,1
11385,피터르,1
11386,쉬라즈,1
11387,골반,1
11388,복면,1
11389,보컬,1
11390,퇴출위기,1
11391,김재곤,1
11392,우선권,1
11393,마곡나루역,1
11394,벨라루스,1
11395,예체능,1
11396,아그라,1
11397,난만,1
11398,이승준,1
11399,덤벼,1
11400,김창원,1
11401,타파스,1
11402,수백만,1
11403,싸인,1
11404,융프라우,1
11405,범용,1
11406,춘화,1
11407,김희윤,1
11408,무분별,1
11409,드림팀,1
11410,랜달,1
11411,존스,1
11412,제이슨,1
11413,해치,1
11414,신디케이트,1
11415,우디,1
11416,단식,1
11417,오색,1
11418,킬링타임,1
11419,응급처치,1
11420,과로,1
11421,과음,1
11422,과식,1
11423,물괴,1
11424,더넌,1
11425,원더풀,1
11426,엉겅퀴,1
11427,문경,1
11428,조령산,1
11429,임명장,1
11430,인천대,1
11431,정홍,1
11432,개포동,1
11433,네바다주,1
11434,턴족,1
11435,시리,1
11436,해설위원,1
11437,미터,1
11438,군주론,1
11439,양견,1
11440,장롱속,1
11441,그나,1
11442,최방길,1
11443,측방,1
11444,워크샵,1
11445,하궁즈넝,1
11446,신복위,1
11447,테넌트,1
11448,무면허,1
11449,에모리,1
11450,동맥경화증,1
11451,하정우,1
11452,요령,1
11453,뒤차,1
11454,불끈,1
11455,근력,1
11456,번만,1
11457,초파리,1
11458,실존,1
11459,폰카,1
11460,장의,1
11461,개도국,1
11462,본능,1
11463,시크,1
11464,레드라인,1
11465,혈통,1
11466,동아전람,1
11467,뒷모습,1
11468,낱개,1
11469,시금,1
11470,자칫하면,1
11471,심민,1
11472,과학부,1
11473,음해,1
11474,약골,1
11475,상호작용,1
11476,결점,1
11477,제이스,1
11478,테판,1
11479,특수성,1
11480,북스,1
11481,플러그,1
11482,떼땅,1
11483,마스터카드,1
11484,후순위채권,1
11485,특례법,1
11486,토드,1
11487,웨더비,1
11488,성주,1
11489,사망원인,1
11490,향균,1
11491,스위어,1
11492,희소,1
11493,불로,1
11494,가압류,1
11495,리얼리티,1
11496,듯전,1
11497,나물,1
11498,몰세,1
11499,적굴,1
11500,앞마당,1
11501,탑석역,1
11502,이종규,1
11503,신권,1
11504,도농,1
11505,조바심,1
11506,호우,1
11507,렌트카,1
11508,카페리,1
11509,마이바흐,1
11510,동일인,1
11511,관성,1
11512,혈중,1
11513,노쇠,1
11514,혼잡,1
11515,이상무,1
11516,에탄,1
11517,허깨비,1
11518,필살기,1
11519,겜덕,1
11520,문구로,1
11521,빵류,1
11522,자두,1
11523,보도자료,1
11524,군색,1
11525,재도입,1
11526,로병,1
11527,보조공학,1
11528,대당,1
11529,김서준,1
11530,슬러시,1
11531,프로토콜,1
11532,원평,1
11533,까스,1
11534,코덱,1
11535,안민철,1
11536,유병,1
11537,러블리,1
11538,김포시,1
11539,솥밥,1
11540,퍼블릭,1
11541,낙오,1
11542,메이즈,1
11543,초감각,1
11544,커넥티드카사,1
11545,로봇산업,1
11546,주머니,1
11547,방경,1
11548,티스퀘어,1
11549,병역,1
11550,박동수,1
11551,준우승,1
11552,트레이드,1
11553,디케이,1
11554,션론,1
11555,전통문화,1
11556,부녀회,1
11557,스위첸,1
11558,산본,1
11559,잠복,1
11560,김희철,1
11561,권혁웅,1
11562,이성수,1
11563,리옹,1
11564,무형,1
11565,이학,1
11566,혁신단,1
11567,부흥,1
11568,즉석요리,1
11569,변전소,1
11570,우필,1
11571,임상준,1
11572,외평채,1
11573,유별,1
11574,항균제,1
11575,격주,1
11576,입점때,1
11577,덴비,1
11578,버스정류장,1
11579,지휘자,1
11580,회귀,1
11581,한가람,1
11582,현아,1
11583,열애,1
11584,내시,1
11585,우하이,1
11586,아메리카,1
11587,파바,1
11588,딜리,1
11589,부당거래,1
11590,선지,1
11591,고한승,1
11592,원일,1
11593,윤상직,1
11594,주탑,1
11595,캠코더,1
11596,유원지,1
11597,파인트,1
11598,생산량,1
11599,만약,1
11600,네일아트,1
11601,불기,1
11602,필압,1
11603,빗질,1
11604,보행자,1
11605,빨간색,1
11606,판서,1
11607,요나,1
11608,겨울왕국,1
11609,수반,1
11610,쪽선,1
11611,행오버,1
11612,조코위,1
11613,전통음악,1
11614,메로,1
11615,팻핑거,1
11616,투증,1
11617,회선,1
11618,리전,1
11619,크로니클,1
11620,내핵,1
11621,계측기,1
11622,전문직,1
11623,어깃장,1
11624,사범,1
11625,역적,1
11626,미끼,1
11627,부조,1
11628,평년,1
11629,횡렴,1
11630,연해주,1
11631,진행형,1
11632,윤선생,1
11633,기점,1
11634,무르,1
11635,벤토,1
11636,회의실,1
11637,미르웰,1
11638,진흙탕,1
11639,청개구리,1
11640,도그마,1
11641,갈비,1
11642,치마,1
11643,미다스,1
11644,최익훈,1
11645,미고,1
11646,스펜서,1
11647,다담,1
11648,철곤,1
11649,우후죽순,1
11650,분구,1
11651,다중언어,1
11652,사포,1
11653,순채,1
11654,권국,1
11655,화전,1
11656,티타늄,1
11657,뜨리빠,1
11658,와이키키,1
11659,모발,1
11660,식도락,1
11661,승급,1
11662,무얼,1
11663,진용,1
11664,코일,1
11665,환차,1
11666,누설,1
11667,송영록,1
11668,장윤석,1
11669,열병,1
11670,류영재,1
11671,그리핀,1
11672,수업료,1
11673,컨시어,1
11674,완다,1
11675,오닉스,1
11676,멀티플렉스,1
11677,역삼역,1
11678,빙자,1
11679,방탄복,1
11680,스테로이드,1
11681,염려,1
11682,우주쓰레기,1
11683,컨슈머,1
11684,도박장,1
11685,천리마,1
