,사설단어
3190,"('박찬주', 1)"
3191,"('전야', 1)"
3192,"('수표', 1)"
3193,"('남발', 1)"
3194,"('미스터', 1)"
3195,"('미니', 1)"
3196,"('츠', 1)"
3197,"('불로소득', 1)"
3198,"('안정', 1)"
3199,"('벌판', 1)"
3200,"('윽', 1)"
3201,"('소주', 1)"
3202,"('진의', 1)"
3203,"('발단', 1)"
3204,"('책보', 1)"
3205,"('서해', 1)"
3206,"('액수', 1)"
3207,"('교만', 1)"
3208,"('착각', 1)"
3209,"('팽목항', 1)"
3210,"('지족', 1)"
3211,"('보신', 1)"
3212,"('축구장', 1)"
3213,"('패스워드', 1)"
3214,"('건축가', 1)"
3215,"('박길룡', 1)"
3216,"('한반도기', 1)"
3217,"('급등', 1)"
3218,"('시세', 1)"
3219,"('차익', 1)"
3220,"('식중독', 1)"
3221,"('상납', 1)"
3222,"('제멋대로', 1)"
3223,"('면허증', 1)"
3224,"('마윈', 1)"
3225,"('독방', 1)"
3226,"('하이브리드', 1)"
3227,"('연착', 1)"
3228,"('잠시', 1)"
3229,"('꽃할배', 1)"
3230,"('일렬', 1)"
3231,"('종대', 1)"
3232,"('행단', 1)"
3233,"('스탈린', 1)"
3234,"('마오쩌둥', 1)"
3235,"('조상', 1)"
3236,"('플랜', 1)"
3237,"('숭례문', 1)"
3238,"('브라질', 1)"
3239,"('국립박물관', 1)"
3240,"('단절', 1)"
3241,"('연안', 1)"
3242,"('여객선', 1)"
3243,"('일일이', 1)"
3244,"('보지', 1)"
3245,"('로키산맥', 1)"
3246,"('은인', 1)"
3247,"('동행', 1)"
3248,"('메르스', 1)"
3249,"('발병', 1)"
3250,"('급여', 1)"
3251,"('폭증', 1)"
3252,"('전조', 1)"
3253,"('퇴조', 1)"
3254,"('아세안', 1)"
3255,"('엄동설한', 1)"
3256,"('들개', 1)"
3257,"('추모', 1)"
3258,"('환승역', 1)"
3259,"('불가리아', 1)"
3260,"('홀수', 1)"
3261,"('훈수', 1)"
3262,"('홋카이도', 1)"
3263,"('블랙아웃', 1)"
3264,"('전하', 1)"
3265,"('동학혁명', 1)"
3266,"('신청', 1)"
3267,"('굿캅', 1)"
3268,"('이하원', 1)"
3269,"('협조', 1)"
3270,"('근대화', 1)"
3271,"('조리법', 1)"
3272,"('잠재', 1)"
3273,"('고려', 1)"
3274,"('중구', 1)"
3275,"('난방', 1)"
3276,"('아르헨티나', 1)"
3277,"('논리', 1)"
3278,"('문란', 1)"
3279,"('모병제', 1)"
3280,"('인품', 1)"
3281,"('훈유', 1)"
3282,"('일대일', 1)"
3283,"('압록강선', 1)"
3284,"('뗏목', 1)"
3285,"('투입', 1)"
3286,"('페기', 1)"
3287,"('구겐하임', 1)"
3288,"('황금기', 1)"
3289,"('불면증', 1)"
3290,"('여자친구', 1)"
3291,"('무릎', 1)"
3292,"('국민소득', 1)"
3293,"('느', 1)"
3294,"('건국절', 1)"
3295,"('꿩', 1)"
3296,"('매', 1)"
3297,"('열', 1)"
3298,"('칼부림', 1)"
3299,"('연필', 1)"
3300,"('나중', 1)"
3301,"('호조', 1)"
3302,"('자존심', 1)"
3303,"('공동체', 1)"
3304,"('난파', 1)"
3305,"('연방', 1)"
3306,"('아줌마', 1)"
3307,"('타인', 1)"
3308,"('유희', 1)"
3309,"('프로그램', 1)"
3310,"('다양', 1)"
3311,"('인력', 1)"
3312,"('살얼음', 1)"
3313,"('판서', 1)"
3314,"('운동선수', 1)"
3315,"('병역면제', 1)"
3316,"('조성진', 1)"
3317,"('복원성', 1)"
3318,"('살림', 1)"
3319,"('빠듯한데', 1)"
3320,"('경전', 1)"
3321,"('우승팀', 1)"
3322,"('노선', 1)"
3323,"('부서', 1)"
3324,"('금리', 1)"
3325,"('단면', 1)"
3326,"('함성', 1)"
3327,"('낭만', 1)"
3328,"('가운데', 1)"
3329,"('개각', 1)"
3330,"('전세', 1)"
3331,"('하나회', 1)"
3332,"('독식', 1)"
3333,"('여장부', 1)"
3334,"('엄상', 1)"
3335,"('고종', 1)"
3336,"('현세', 1)"
3337,"('갈채', 1)"
3338,"('법안', 1)"
3339,"('장마', 1)"
3340,"('급변', 1)"
3341,"('파악', 1)"
3342,"('억양', 1)"
3343,"('핀', 1)"
3344,"('킹핀', 1)"
3345,"('장수', 1)"
3346,"('잊힌다', 1)"
3347,"('피나', 1)"
3348,"('바', 1)"
3349,"('우슈', 1)"
3350,"('앉은뱅이', 1)"
3351,"('설득', 1)"
3352,"('생사', 1)"
3353,"('초월', 1)"
3354,"('지출', 1)"
3355,"('붓기', 1)"
3356,"('삭감', 1)"
3357,"('전업', 1)"
3358,"('주부', 1)"
3359,"('멸시', 1)"
3360,"('연못', 1)"
3361,"('목각', 1)"
3362,"('재물', 1)"
3363,"('죗값', 1)"
3364,"('수호', 1)"
3365,"('양궁', 1)"
3366,"('오진혁', 1)"
3367,"('반면', 1)"
3368,"('쉬', 1)"
3369,"('이집트', 1)"
3370,"('아름드리', 1)"
3371,"('목욕탕', 1)"
3372,"('수정', 1)"
3373,"('무성의', 1)"
3374,"('다짐', 1)"
3375,"('우길', 1)"
3376,"('매스', 1)"
3377,"('놀이터', 1)"
3378,"('맘껏', 1)"
3379,"('언덕', 1)"
3380,"('방위', 1)"
3381,"('태세', 1)"
3382,"('총기', 1)"
3383,"('출처', 1)"
3384,"('불명', 1)"
3385,"('명언', 1)"
3386,"('자료', 1)"
3387,"('연구원', 1)"
3388,"('최종', 1)"
3389,"('일해', 1)"
3390,"('기형', 1)"
3391,"('최종현', 1)"
3392,"('험프리', 1)"
3393,"('가트', 1)"
3394,"('연락', 1)"
3395,"('사무소', 1)"
3396,"('물자', 1)"
3397,"('독선', 1)"
3398,"('보훈', 1)"
3399,"('면책', 1)"
3400,"('녹음기', 1)"
3401,"('민족주의', 1)"
3402,"('장래', 1)"
3403,"('실태', 1)"
3404,"('분포', 1)"
3405,"('한민족', 1)"
3406,"('기상', 1)"
3407,"('소나무', 1)"
3408,"('타격', 1)"
3409,"('혈세', 1)"
3410,"('종료', 1)"
3411,"('쓰레기통', 1)"
3412,"('다자', 1)"
3413,"('필무', 1)"
3414,"('최고법원', 1)"
3415,"('건꼴', 1)"
3416,"('규', 1)"
3417,"('에드워드', 1)"
3418,"('호퍼', 1)"
3419,"('폴', 1)"
3420,"('발레리', 1)"
3421,"('평전', 1)"
3422,"('도토리', 1)"
3423,"('무책임', 1)"
3424,"('가훈', 1)"
3425,"('틈', 1)"
3426,"('공정위', 1)"
3427,"('국가대표', 1)"
3428,"('발포', 1)"
3429,"('소뇌', 1)"
3430,"('강변', 1)"
3431,"('고구려', 1)"
3432,"('지방의회', 1)"
3433,"('재량', 1)"
3434,"('일치', 1)"
3435,"('귀하', 1)"
3436,"('그것', 1)"
3437,"('러브', 1)"
3438,"('연말', 1)"
3439,"('징조', 1)"
3440,"('레너드', 1)"
3441,"('번스타인', 1)"
3442,"('시각장애인', 1)"
3443,"('중금속', 1)"
3444,"('녹조', 1)"
3445,"('스쿨존', 1)"
3446,"('내비게이션', 1)"
3447,"('음성', 1)"
3448,"('방북설', 1)"
3449,"('고령화', 1)"
3450,"('요일', 1)"
3451,"('오류', 1)"
3452,"('킥', 1)"
3453,"('농업', 1)"
3454,"('도농', 1)"
3455,"('상생', 1)"
3456,"('갱신', 1)"
3457,"('교통법규', 1)"
3458,"('협공', 1)"
3459,"('고작', 1)"
3460,"('누더기', 1)"
3461,"('법칙', 1)"
3462,"('여유', 1)"
3463,"('남아', 1)"
3464,"('하루키', 1)"
3465,"('비법', 1)"
3466,"('영화감독', 1)"
3467,"('냉면집', 1)"
3468,"('폐업', 1)"
3469,"('상', 1)"
3470,"('익', 1)"
3471,"('마이너스', 1)"
3472,"('수프림', 1)"
3473,"('월마트', 1)"
3474,"('인남', 1)"
3475,"('빈살', 1)"
3476,"('공산당', 1)"
3477,"('아부', 1)"
3478,"('간직', 1)"
3479,"('아시아', 1)"
3480,"('평의회', 1)"
3481,"('수립', 1)"
3482,"('운용', 1)"
3483,"('본부', 1)"
3484,"('외풍', 1)"
3485,"('차단', 1)"
3486,"('에르도안', 1)"
3487,"('성심', 1)"
3488,"('갓난아기', 1)"
3489,"('살판', 1)"
3490,"('파이트', 1)"
3491,"('투나잇', 1)"
3492,"('식빵', 1)"
3493,"('토마토', 1)"
3494,"('이응로', 1)"
3495,"('수덕', 1)"
3496,"('여관', 1)"
3497,"('석홍', 1)"
3498,"('이의', 1)"
3499,"('계', 1)"
3500,"('범법', 1)"
3501,"('신물', 1)"
3502,"('냉동', 1)"
3503,"('족보', 1)"
3504,"('왕진', 1)"
3505,"('진료', 1)"
3506,"('수의', 1)"
3507,"('차지', 1)"
3508,"('한밤', 1)"
3509,"('수도관', 1)"
3510,"('수돗물', 1)"
3511,"('곁', 1)"
3512,"('상반기', 1)"
3513,"('강산', 1)"
3514,"('효율', 1)"
3515,"('뒷전', 1)"
3516,"('돌돈', 1)"
3517,"('이메일', 1)"
3518,"('표현', 1)"
3519,"('인상주의', 1)"
3520,"('실명', 1)"
3521,"('중추', 1)"
3522,"('앨버타', 1)"
3523,"('펀치', 1)"
3524,"('회복', 1)"
3525,"('올드보이', 1)"
3526,"('얘깃', 1)"
3527,"('출생증명서', 1)"
3528,"('불구', 1)"
3529,"('거문고', 1)"
3530,"('한민구', 1)"
3531,"('조현', 1)"
3532,"('극우', 1)"
3533,"('파시스트', 1)"
3534,"('출근길', 1)"
3535,"('감자', 1)"
3536,"('아시안', 1)"
3537,"('엠블럼', 1)"
3538,"('진흙', 1)"
3539,"('논', 1)"
3540,"('백일홍', 1)"
3541,"('사립', 1)"
3542,"('과학관', 1)"
3543,"('산실', 1)"
3544,"('영화관', 1)"
3545,"('번역가', 1)"
3546,"('몰두', 1)"
3547,"('국정조사', 1)"
3548,"('서슬', 1)"
3549,"('대질', 1)"
3550,"('서머타임', 1)"
3551,"('의지력', 1)"
3552,"('어리석음', 1)"
3553,"('과소', 1)"
3554,"('강령', 1)"
3555,"('인하', 1)"
3556,"('초보', 1)"
3557,"('의문', 1)"
3558,"('커넥션', 1)"
3559,"('조의', 1)"
3560,"('이슈', 1)"
3561,"('파상공격', 1)"
3562,"('응집', 1)"
3563,"('어찌', 1)"
3564,"('래프팅', 1)"
3565,"('수입', 1)"
3566,"('회사', 1)"
3567,"('닥치고', 1)"
3568,"('띠', 1)"
3569,"('산산', 1)"
3570,"('활', 1)"
3571,"('피부', 1)"
3572,"('온실가스', 1)"
3573,"('각심', 1)"
3574,"('카르', 1)"
3575,"('티', 1)"
3576,"('브레송', 1)"
3577,"('라이카', 1)"
3578,"('에콰도르', 1)"
3579,"('조형', 1)"
3580,"('뒷걸음질', 1)"
3581,"('이슬람', 1)"
3582,"('정서', 1)"
3583,"('배척', 1)"
3584,"('용변', 1)"
3585,"('진창', 1)"
3586,"('무법', 1)"
3587,"('수질', 1)"
3588,"('특채', 1)"
3589,"('콩', 1)"
3590,"('아몬드', 1)"
3591,"('햄버거', 1)"
3592,"('식량', 1)"
3593,"('공중화장실', 1)"
3594,"('비치', 1)"
3595,"('외무', 1)"
3596,"('테헤란', 1)"
3597,"('단번', 1)"
3598,"('묘책', 1)"
3599,"('버터', 1)"
3600,"('인종', 1)"
3601,"('도피', 1)"
3602,"('청화백자', 1)"
3603,"('손기정', 1)"
3604,"('투혼', 1)"
3605,"('마라톤', 1)"
3606,"('재건', 1)"
3607,"('이산화탄소', 1)"
3608,"('경지', 1)"
3609,"('반입', 1)"
3610,"('운반', 1)"
3611,"('출항', 1)"
3612,"('위도', 1)"
3613,"('코레일', 1)"
3614,"('창조', 1)"
3615,"('토사', 1)"
3616,"('팽', 1)"
3617,"('곡학아세', 1)"
3618,"('강도', 1)"
3619,"('빈도', 1)"
3620,"('이사', 1)"
3621,"('가발', 1)"
3622,"('태양빛', 1)"
3623,"('김마리아', 1)"
3624,"('독립운동', 1)"
3625,"('신차', 1)"
3626,"('레몬', 1)"
3627,"('아라곤', 1)"
3628,"('원점', 1)"
3629,"('꽉', 1)"
3630,"('문서', 1)"
3631,"('구진', 1)"
3632,"('구경만', 1)"
3633,"('간담', 1)"
3634,"('장군', 1)"
3635,"('연극', 1)"
3636,"('논평', 1)"
3637,"('띄어쓰기', 1)"
3638,"('인권위', 1)"
3639,"('질환', 1)"
3640,"('응급', 1)"
3641,"('구축', 1)"
3642,"('바다로', 1)"
3643,"('심연', 1)"
3644,"('해리스', 1)"
3645,"('충분', 1)"
3646,"('구함', 1)"
3647,"('샷', 1)"
3648,"('동원', 1)"
3649,"('강남스타일', 1)"
3650,"('임화', 1)"
3651,"('깃발', 1)"
3652,"('투명', 1)"
3653,"('관성', 1)"
3654,"('착용', 1)"
3655,"('양승태', 1)"
3656,"('설비', 1)"
3657,"('입성', 1)"
3658,"('바둑', 1)"
3659,"('사부', 1)"
3660,"('난이', 1)"
3661,"('세력권', 1)"
3662,"('편입', 1)"
3663,"('구세주', 1)"
3664,"('억제', 1)"
3665,"('요절', 1)"
3666,"('전기요금', 1)"
3667,"('단도', 1)"
3668,"('소린', 1)"
3669,"('노른자위', 1)"
3670,"('상권', 1)"
3671,"('먹방', 1)"
3672,"('맞춤', 1)"
3673,"('출하', 1)"
3674,"('칠지도', 1)"
3675,"('캠프', 1)"
3676,"('군용기', 1)"
3677,"('동해', 1)"
3678,"('공석', 1)"
3679,"('권위', 1)"
3680,"('경례', 1)"
3681,"('절하', 1)"
3682,"('퇴계', 1)"
3683,"('대여', 1)"
3684,"('퇴각', 1)"
3685,"('더욱', 1)"
3686,"('말라리아', 1)"
3687,"('퇴치', 1)"
3688,"('코스모스', 1)"
3689,"('기승', 1)"
3690,"('말벌', 1)"
3691,"('보전', 1)"
3692,"('호프', 1)"
3693,"('미팅', 1)"
3694,"('각본', 1)"
3695,"('난로', 1)"
3696,"('위력', 1)"
3697,"('개념', 1)"
3698,"('살길', 1)"
3699,"('듬', 1)"
3700,"('고갈', 1)"
3701,"('한울', 1)"
3702,"('여부', 1)"
3703,"('일본인', 1)"
3704,"('에어컨', 1)"
3705,"('폭포수', 1)"
3706,"('비서실', 1)"
3707,"('지휘', 1)"
3708,"('마비', 1)"
3709,"('안전모', 1)"
3710,"('학문', 1)"
3711,"('전공', 1)"
3712,"('정도', 1)"
3713,"('평론가', 1)"
3714,"('카페인', 1)"
3715,"('적정', 1)"
3716,"('섭취', 1)"
3717,"('산출', 1)"
3718,"('빅토르', 1)"
3719,"('위고', 1)"
3720,"('호밀', 1)"
3721,"('흑빵', 1)"
3722,"('네잎클로버', 1)"
3723,"('화합', 1)"
3724,"('농업인', 1)"
3725,"('개척', 1)"
3726,"('겨눈', 1)"
3727,"('거짓말쟁이', 1)"
3728,"('기강', 1)"
3729,"('지적', 1)"
3730,"('천하', 1)"
3731,"('초등생', 1)"
3732,"('허탕', 1)"
3733,"('소문', 1)"
3734,"('탕진', 1)"
3735,"('회전목마', 1)"
3736,"('계엄령', 1)"
3737,"('직속', 1)"
3738,"('난타', 1)"
3739,"('지난해', 1)"
3740,"('위성사진', 1)"
3741,"('눈가', 1)"
3742,"('림', 1)"
3743,"('최인훈', 1)"
3744,"('질소', 1)"
3745,"('오일', 1)"
3746,"('우먼', 1)"
3747,"('칸막이', 1)"
3748,"('삼복', 1)"
3749,"('쇠라', 1)"
3750,"('점묘법', 1)"
3751,"('한국판', 1)"
3752,"('벌', 1)"
3753,"('핵연료', 1)"
3754,"('임시', 1)"
3755,"('포화', 1)"
3756,"('운전면허증', 1)"
3757,"('자진', 1)"
3758,"('반납', 1)"
3759,"('판국', 1)"
3760,"('스톡홀름', 1)"
3761,"('먹잇감', 1)"
3762,"('요트', 1)"
3763,"('마오리', 1)"
3764,"('카누', 1)"
3765,"('여름철', 1)"
3766,"('실내', 1)"
3767,"('온도', 1)"
3768,"('어린이집', 1)"
3769,"('선원', 1)"
3770,"('상하이', 1)"
3771,"('총영사', 1)"
3772,"('빈사', 1)"
3773,"('우위', 1)"
3774,"('낚싯배', 1)"
3775,"('묵념', 1)"
3776,"('해병', 1)"
3777,"('혐오', 1)"
3778,"('스트레스', 1)"
3779,"('면역', 1)"
3780,"('자발', 1)"
3781,"('속보', 1)"
3782,"('대지', 1)"
3783,"('정지', 1)"
3784,"('섭', 1)"
3785,"('찰떡', 1)"
3786,"('궁합', 1)"
3787,"('국민투표', 1)"
3788,"('슈가', 1)"
3789,"('호들갑', 1)"
3790,"('애도', 1)"
3791,"('파산', 1)"
3792,"('김영란', 1)"
3793,"('내사', 1)"
3794,"('체결', 1)"
3795,"('결코', 1)"
3796,"('수도동', 1)"
3797,"('지배구조', 1)"
3798,"('크로아티아', 1)"
3799,"('에너지', 1)"
3800,"('록', 1)"
3801,"('간극', 1)"
3802,"('박용래', 1)"
3803,"('참전용사', 1)"
3804,"('초대', 1)"
3805,"('프로야구', 1)"
3806,"('올스타전', 1)"
3807,"('현황', 1)"
3808,"('악순환', 1)"
3809,"('김병준', 1)"
3810,"('군홧발', 1)"
3811,"('열대야', 1)"
3812,"('정정', 1)"
3813,"('이탈리아', 1)"
3814,"('장갑', 1)"
3815,"('가상세계', 1)"
3816,"('체험', 1)"
3817,"('남혐', 1)"
3818,"('여혐', 1)"
3819,"('지지자', 1)"
3820,"('금연', 1)"
3821,"('봉황', 1)"
3822,"('묵힌', 1)"
3823,"('상임', 1)"
3824,"('우승', 1)"
3825,"('껑충', 1)"
3826,"('입학', 1)"
3827,"('휘파람', 1)"
3828,"('여성혐오', 1)"
3829,"('증오범죄', 1)"
3830,"('침팬지', 1)"
3831,"('에덴', 1)"
3832,"('엘리베이터', 1)"
3833,"('레이디', 1)"
3834,"('외래종', 1)"
3835,"('녹턴', 1)"
3836,"('제출', 1)"
3837,"('자릿수', 1)"
3838,"('비명', 1)"
3839,"('원내대표', 1)"
3840,"('유인태', 1)"
3841,"('통신업', 1)"
3842,"('노동자', 1)"
3843,"('영세', 1)"
3844,"('기차', 1)"
3845,"('가건물', 1)"
3846,"('나비', 1)"
3847,"('싸구려', 1)"
3848,"('범칙', 1)"
3849,"('당권', 1)"
3850,"('정리', 1)"
3851,"('본격', 1)"
3852,"('후안', 1)"
3853,"('무치', 1)"
3854,"('축사', 1)"
3855,"('삼겹살', 1)"
3856,"('만날', 1)"
3857,"('해산', 1)"
3858,"('이기주의', 1)"
3859,"('초유', 1)"
3860,"('장서', 1)"
3861,"('런가', 1)"
3862,"('달이', 1)"
3863,"('혈압', 1)"
3864,"('성호', 1)"
3865,"('이기문', 1)"
3866,"('유니클로', 1)"
3867,"('불합격', 1)"
3868,"('한수', 1)"
3869,"('거년', 1)"
3870,"('차일', 1)"
3871,"('남북관계', 1)"
3872,"('셈', 1)"
3873,"('덕담', 1)"
3874,"('이사도', 1)"
3875,"('덩컨', 1)"
3876,"('스카프', 1)"
3877,"('인물', 1)"
3878,"('가로수', 1)"
3879,"('치과', 1)"
3880,"('임플란트', 1)"
3881,"('기한', 1)"
3882,"('전복', 1)"
3883,"('학계', 1)"
3884,"('기업인', 1)"
3885,"('전공자', 1)"
3886,"('태국', 1)"
3887,"('변곡점', 1)"
3888,"('풀기', 1)"
3889,"('숙제', 1)"
3890,"('수단', 1)"
3891,"('주유소', 1)"
3892,"('판촉', 1)"
3893,"('치어리더', 1)"
3894,"('옹관', 1)"
3895,"('봇물', 1)"
3896,"('회의론', 1)"
3897,"('클릭', 1)"
3898,"('혜화역', 1)"
3899,"('현상', 1)"
3900,"('회견', 1)"
3901,"('참전', 1)"
3902,"('큰절', 1)"
3903,"('정화수', 1)"
3904,"('행위', 1)"
3905,"('무제', 1)"
3906,"('준공', 1)"
3907,"('임', 1)"
3908,"('격려', 1)"
3909,"('옴', 1)"
3910,"('교', 1)"
3911,"('사형', 1)"
3912,"('형제', 1)"
3913,"('성학', 1)"
3914,"('양쪽', 1)"
3915,"('협회', 1)"
3916,"('스타킹', 1)"
3917,"('대기', 1)"
3918,"('버튼', 1)"
3919,"('취할', 1)"
3920,"('타령', 1)"
3921,"('항변', 1)"
3922,"('구속영장', 1)"
3923,"('꽤', 1)"
3924,"('손짓', 1)"
3925,"('웃음', 1)"
3926,"('그날', 1)"
3927,"('부채질', 1)"
3928,"('산업화', 1)"
3929,"('공화혁명', 1)"
3930,"('산사태', 1)"
3931,"('병신', 1)"
3932,"('머', 1)"
3933,"('저리', 1)"
3934,"('퇴원', 1)"
3935,"('조리', 1)"
3936,"('떡', 1)"
3937,"('고물', 1)"
3938,"('막막', 1)"
3939,"('환경보호', 1)"
3940,"('실천', 1)"
3941,"('초여름', 1)"
3942,"('엘턴', 1)"
3943,"('산사', 1)"
3944,"('중이', 1)"
3945,"('특위', 1)"
3946,"('기재부', 1)"
3947,"('천상', 1)"
3948,"('다사', 1)"
3949,"('여개', 1)"
3950,"('법치국가', 1)"
3951,"('비정상', 1)"
3952,"('헤드폰', 1)"
3953,"('끼', 1)"
3954,"('김해', 1)"
3955,"('활주로', 1)"
3956,"('김향안', 1)"
3957,"('발돋움', 1)"
3958,"('연남동', 1)"
3959,"('뼈문', 1)"
3960,"('종류', 1)"
3961,"('갖가지', 1)"
3962,"('씨름', 1)"
3963,"('말장난', 1)"
3964,"('약점', 1)"
3965,"('박성현', 1)"
3966,"('수퍼스타', 1)"
3967,"('칼끝', 1)"
3968,"('치기', 1)"
3969,"('애완견', 1)"
3970,"('가방', 1)"
3971,"('덧', 1)"
3972,"('지킴', 1)"
3973,"('부엉이', 1)"
3974,"('벨기에', 1)"
3975,"('골', 1)"
3976,"('물씬', 1)"
3977,"('제청', 1)"
3978,"('절친', 1)"
3979,"('도청', 1)"
3980,"('장마당', 1)"
3981,"('전재용', 1)"
3982,"('선장', 1)"
3983,"('생기', 1)"
3984,"('기관차', 1)"
3985,"('일터', 1)"
3986,"('나눔', 1)"
3987,"('신의주', 1)"
3988,"('버럭', 1)"
3989,"('쓰나미', 1)"
3990,"('집회', 1)"
3991,"('동지', 1)"
3992,"('주심', 1)"
3993,"('명품', 1)"
3994,"('시계', 1)"
3995,"('지팡이', 1)"
3996,"('공교육', 1)"
3997,"('러시아워', 1)"
3998,"('걸그룹', 1)"
3999,"('입문', 1)"
4000,"('접경', 1)"
4001,"('자살골', 1)"
4002,"('옮', 1)"
4003,"('윤종원', 1)"
4004,"('어벤저스', 1)"
4005,"('시사', 1)"
4006,"('지연작전', 1)"
4007,"('상실', 1)"
4008,"('노력', 1)"
4009,"('달인', 1)"
4010,"('장막', 1)"
4011,"('인맥', 1)"
4012,"('최경운', 1)"
4013,"('이슬비', 1)"
4014,"('좌익', 1)"
4015,"('우익', 1)"
4016,"('타스', 1)"
4017,"('워런', 1)"
4018,"('개원', 1)"
4019,"('절류', 1)"
4020,"('중풍', 1)"
4021,"('아르바이트', 1)"
4022,"('정례', 1)"
4023,"('원사', 1)"
4024,"('질질', 1)"
4025,"('큰소리', 1)"
4026,"('지기', 1)"
4027,"('격화되', 1)"
4028,"('조선족', 1)"
4029,"('우상', 1)"
4030,"('조문', 1)"
4031,"('형범', 1)"
4032,"('미전', 1)"
4033,"('어보', 1)"
4034,"('울화', 1)"
4035,"('백인', 1)"
4036,"('프리킥', 1)"
4037,"('스프레이', 1)"
4038,"('참외', 1)"
4039,"('보료', 1)"
4040,"('정당인', 1)"
4041,"('연루', 1)"
4042,"('영전', 1)"
4043,"('봉합', 1)"
4044,"('세븐일레븐', 1)"
4045,"('마저', 1)"
4046,"('동로마제국', 1)"
4047,"('샤토브리앙', 1)"
4048,"('루소', 1)"
4049,"('가문', 1)"
4050,"('선팅', 1)"
4051,"('송철호', 1)"
4052,"('가세', 1)"
4053,"('개돼지', 1)"
4054,"('총경', 1)"
4055,"('벌이', 1)"
4056,"('야간비행', 1)"
4057,"('허가', 1)"
4058,"('반공', 1)"
4059,"('종북', 1)"
4060,"('사지', 1)"
4061,"('정하나', 1)"
4062,"('침공', 1)"
4063,"('치명', 1)"
4064,"('파탈', 1)"
4065,"('수목', 1)"
4066,"('육성', 1)"
4067,"('도로원표', 1)"
4068,"('효도', 1)"
4069,"('폰', 1)"
4070,"('해병대', 1)"
4071,"('정치사', 1)"
4072,"('김종필', 1)"
4073,"('매출', 1)"
4074,"('급감', 1)"
4075,"('당선', 1)"
4076,"('행보', 1)"
4077,"('약자', 1)"
4078,"('재무', 1)"
4079,"('만하', 1)"
4080,"('노르망디', 1)"
4081,"('폴란드', 1)"
4082,"('호국', 1)"
4083,"('아욱', 1)"
4084,"('매연', 1)"
4085,"('선거법', 1)"
4086,"('지역구', 1)"
4087,"('얼렁뚱땅', 1)"
4088,"('폐쇄할', 1)"
4089,"('당원', 1)"
4090,"('다수결', 1)"
4091,"('기술자', 1)"
4092,"('일생', 1)"
4093,"('죽지', 1)"
4094,"('계파', 1)"
4095,"('뉴', 1)"
4096,"('페이스', 1)"
4097,"('압승하', 1)"
4098,"('갓', 1)"
4099,"('움직', 1)"
4100,"('도지사', 1)"
4101,"('이기', 1)"
4102,"('집착', 1)"
4103,"('풍년', 1)"
4104,"('습관', 1)"
4105,"('단독', 1)"
4106,"('덕수궁', 1)"
4107,"('진장', 1)"
4108,"('감성', 1)"
4109,"('루프', 1)"
4110,"('익선동', 1)"
4111,"('에릭', 1)"
4112,"('사티', 1)"
4113,"('펠트', 1)"
4114,"('까치밥', 1)"
4115,"('멕시코', 1)"
4116,"('첫걸음', 1)"
4117,"('의과대학', 1)"
4118,"('과실', 1)"
4119,"('신설', 1)"
4120,"('월드', 1)"
4121,"('식구', 1)"
4122,"('폐인', 1)"
4123,"('사물인터넷', 1)"
4124,"('근간', 1)"
4125,"('성의', 1)"
4126,"('오월', 1)"
4127,"('동주', 1)"
4128,"('황소개구리', 1)"
4129,"('선포', 1)"
4130,"('소탕', 1)"
4131,"('마리', 1)"
4132,"('손수건', 1)"
4133,"('냉동식품', 1)"
4134,"('일주일', 1)"
4135,"('유능', 1)"
4136,"('장사정포', 1)"
4137,"('관철', 1)"
4138,"('독트린', 1)"
4139,"('프리', 1)"
4140,"('김칫국', 1)"
4141,"('남북한', 1)"
4142,"('배경', 1)"
4143,"('디오게네스', 1)"
4144,"('선크림', 1)"
4145,"('악당', 1)"
4146,"('확립', 1)"
4147,"('청정', 1)"
4148,"('결심', 1)"
4149,"('요소', 1)"
4150,"('감찰', 1)"
4151,"('핫라인', 1)"
4152,"('충견', 1)"
4153,"('고용노동부', 1)"
4154,"('무효표', 1)"
4155,"('요즘', 1)"
4156,"('사명', 1)"
4157,"('대부분', 1)"
4158,"('규율', 1)"
4159,"('수평', 1)"
4160,"('포스터', 1)"
4161,"('골키퍼', 1)"
4162,"('술통', 1)"
4163,"('보행자', 1)"
4164,"('적개심', 1)"
4165,"('합중국', 1)"
4166,"('경칭', 1)"
4167,"('힙합', 1)"
4168,"('매혹', 1)"
4169,"('과반', 1)"
4170,"('참패', 1)"
4171,"('평온', 1)"
4172,"('이부', 1)"
4173,"('팩트', 1)"
4174,"('희망이', 1)"
4175,"('저팔계', 1)"
4176,"('고착', 1)"
4177,"('재단', 1)"
4178,"('사무실', 1)"
4179,"('김동섭', 1)"
4180,"('사별', 1)"
4181,"('솔로', 1)"
4182,"('망치', 1)"
4183,"('여신', 1)"
4184,"('강유', 1)"
4185,"('상제', 1)"
4186,"('재채기', 1)"
4187,"('력사', 1)"
4188,"('입법', 1)"
4189,"('행정', 1)"
4190,"('비근', 1)"
4191,"('바오밥나무', 1)"
4192,"('돌연사', 1)"
4193,"('이동식', 1)"
4194,"('스틱', 1)"
4195,"('사당동', 1)"
4196,"('사자성어', 1)"
4197,"('속담', 1)"
4198,"('몸단', 1)"
4199,"('전례', 1)"
4200,"('대약진', 1)"
4201,"('반칙', 1)"
4202,"('민생', 1)"
4203,"('신혼', 1)"
