,정치단어
3558,"('쓴소리', 3)"
3559,"('직격탄', 3)"
3560,"('표절', 3)"
3561,"('불찰', 3)"
3562,"('번지', 3)"
3563,"('멤버', 3)"
3564,"('각서', 3)"
3565,"('개인정보', 3)"
3566,"('권내', 3)"
3567,"('시대정신', 3)"
3568,"('남영신', 3)"
3569,"('신화', 3)"
3570,"('측정', 3)"
3571,"('박성', 3)"
3572,"('한파', 3)"
3573,"('중폭', 3)"
3574,"('반전', 3)"
3575,"('성윤', 3)"
3576,"('석수', 3)"
3577,"('위축', 3)"
3578,"('구미', 3)"
3579,"('위상', 3)"
3580,"('출격', 3)"
3581,"('부장', 3)"
3582,"('좌우', 3)"
3583,"('목포', 3)"
3584,"('신현수', 3)"
3585,"('유권', 3)"
3586,"('돼지', 3)"
3587,"('박주민', 3)"
3588,"('자처', 3)"
3589,"('해수부', 3)"
3590,"('불장난', 3)"
3591,"('설훈', 3)"
3592,"('국방백서', 3)"
3593,"('숫자', 3)"
3594,"('암호', 3)"
3595,"('버거', 3)"
3596,"('트럭', 3)"
3597,"('비자', 3)"
3598,"('호흡', 3)"
3599,"('도시락', 3)"
3600,"('부작용', 3)"
3601,"('민병삼', 3)"
3602,"('세로', 3)"
3603,"('부적합', 3)"
3604,"('담합', 3)"
3605,"('변신', 3)"
3606,"('경비원', 3)"
3607,"('기상', 3)"
3608,"('추도', 3)"
3609,"('탑재', 3)"
3610,"('대입', 3)"
3611,"('금요일', 3)"
3612,"('발부', 3)"
3613,"('세무조사', 3)"
3614,"('실종자', 3)"
3615,"('구속영장', 3)"
3616,"('장치', 3)"
3617,"('앞장', 3)"
3618,"('자인', 3)"
3619,"('노동계', 3)"
3620,"('주중', 3)"
3621,"('접경', 3)"
3622,"('행진', 3)"
3623,"('구두', 3)"
3624,"('성립', 3)"
3625,"('일로', 3)"
3626,"('먹방', 3)"
3627,"('치열', 3)"
3628,"('결혼식', 3)"
3629,"('운반', 3)"
3630,"('식품', 3)"
3631,"('각종', 3)"
3632,"('양면', 3)"
3633,"('낮', 3)"
3634,"('동맹국', 3)"
3635,"('참전', 3)"
3636,"('남동', 3)"
3637,"('출처', 3)"
3638,"('대면', 3)"
3639,"('그림자', 3)"
3640,"('학교', 3)"
3641,"('육', 3)"
3642,"('소환조사', 3)"
3643,"('가정', 3)"
3644,"('한진', 3)"
3645,"('녹취', 3)"
3646,"('방첩', 3)"
3647,"('박선숙', 3)"
3648,"('누설', 3)"
3649,"('비밀리', 3)"
3650,"('불통', 3)"
3651,"('다수', 3)"
3652,"('격의', 3)"
3653,"('덕분', 3)"
3654,"('근처', 3)"
3655,"('해충', 3)"
3656,"('유민봉', 3)"
3657,"('목발', 3)"
3658,"('호프', 3)"
3659,"('흠집', 3)"
3660,"('링크', 3)"
3661,"('간판', 3)"
3662,"('김대준', 3)"
3663,"('한민구', 3)"
3664,"('박종철', 3)"
3665,"('박정', 3)"
3666,"('장녀', 3)"
3667,"('라면', 3)"
3668,"('모자라', 3)"
3669,"('브로커', 3)"
3670,"('컷', 3)"
3671,"('노정희', 3)"
3672,"('이동원', 3)"
3673,"('피의자', 3)"
3674,"('신분', 3)"
3675,"('법무부', 3)"
3676,"('생사', 3)"
3677,"('유착', 3)"
3678,"('댐', 3)"
3679,"('일반인', 3)"
3680,"('나나', 3)"
3681,"('김종석', 3)"
3682,"('지위', 3)"
3683,"('냄새', 3)"
3684,"('과세', 3)"
3685,"('포장', 3)"
3686,"('억측', 3)"
3687,"('만원', 3)"
3688,"('변호', 3)"
3689,"('중국인', 3)"
3690,"('만족', 3)"
3691,"('허구', 3)"
3692,"('윤곽', 3)"
3693,"('불출', 3)"
3694,"('심승섭', 3)"
3695,"('삼정', 3)"
3696,"('기체', 3)"
3697,"('재외공관', 3)"
3698,"('동남아', 3)"
3699,"('이륙', 3)"
3700,"('어르신', 3)"
3701,"('양복', 3)"
3702,"('조롱', 3)"
3703,"('접대', 3)"
3704,"('조찬', 3)"
3705,"('밖', 3)"
3706,"('하필', 3)"
3707,"('상승세', 3)"
3708,"('격노', 3)"
3709,"('미디어', 3)"
3710,"('김관진', 3)"
3711,"('아이스', 3)"
3712,"('유성엽', 3)"
3713,"('상륙', 3)"
3714,"('전략기획', 3)"
3715,"('쿠데타', 3)"
3716,"('임대료', 3)"
3717,"('정성호', 3)"
3718,"('림팩', 3)"
3719,"('말로', 3)"
3720,"('오픈', 3)"
3721,"('중령', 3)"
3722,"('퀴어', 3)"
3723,"('토대', 3)"
3724,"('전희', 3)"
3725,"('짓', 3)"
3726,"('범위', 3)"
3727,"('위주', 3)"
3728,"('을지연습', 3)"
3729,"('절약', 3)"
3730,"('해고자', 3)"
3731,"('행동거지', 3)"
3732,"('김형오', 3)"
3733,"('수원', 3)"
3734,"('대행', 3)"
3735,"('낭비', 3)"
3736,"('가담', 3)"
3737,"('스톱', 3)"
3738,"('애', 3)"
3739,"('중국산', 3)"
3740,"('김근식', 3)"
3741,"('취한', 3)"
3742,"('예멘', 3)"
3743,"('자릿수', 3)"
3744,"('인원', 3)"
3745,"('장성택', 3)"
3746,"('명예', 3)"
3747,"('출사표', 3)"
3748,"('손사래', 3)"
3749,"('수십', 3)"
3750,"('농구단', 3)"
3751,"('만류', 3)"
3752,"('우발', 3)"
3753,"('평택시', 3)"
3754,"('인내', 3)"
3755,"('놈', 3)"
3756,"('연가', 3)"
3757,"('무관심', 3)"
3758,"('트랙', 3)"
3759,"('제로', 3)"
3760,"('뒷받침', 3)"
3761,"('낙점', 3)"
3762,"('악플', 3)"
3763,"('무궁화', 3)"
3764,"('불지', 3)"
3765,"('후방', 3)"
3766,"('추첨', 3)"
3767,"('다한', 3)"
3768,"('몽니', 3)"
3769,"('비중', 3)"
3770,"('정우택', 3)"
3771,"('한숨', 3)"
3772,"('정치사', 3)"
3773,"('러브콜', 3)"
3774,"('최적', 3)"
3775,"('부정부패', 3)"
3776,"('진성준', 3)"
3777,"('유도', 3)"
3778,"('화제', 3)"
3779,"('낙선', 3)"
3780,"('정인', 3)"
3781,"('전교조', 3)"
3782,"('내자', 3)"
3783,"('날씨', 3)"
3784,"('졸업식', 3)"
3785,"('신중', 3)"
3786,"('밸리', 3)"
3787,"('서초구청장', 3)"
3788,"('조은희', 3)"
3789,"('이춘희', 3)"
3790,"('김성환', 3)"
3791,"('호위', 3)"
3792,"('부울경', 3)"
3793,"('적절', 3)"
3794,"('김승환', 3)"
3795,"('초심', 3)"
3796,"('허석', 3)"
3797,"('순천시', 3)"
3798,"('청송', 3)"
3799,"('참담', 3)"
3800,"('송아영', 3)"
3801,"('정창수', 3)"
3802,"('송갑석', 3)"
3803,"('전개', 3)"
3804,"('이색', 3)"
3805,"('투표소', 3)"
3806,"('인격', 3)"
3807,"('푼', 3)"
3808,"('판타지', 3)"
3809,"('보이', 3)"
3810,"('부선', 3)"
3811,"('넣기', 3)"
3812,"('북풍', 3)"
3813,"('시일', 3)"
3814,"('경호원', 3)"
3815,"('펜', 3)"
3816,"('지기', 3)"
3817,"('막바지', 3)"
3818,"('역전', 3)"
3819,"('샤', 3)"
3820,"('부동', 3)"
3821,"('숙박', 3)"
3822,"('롤러코스터', 3)"
3823,"('두문불출', 3)"
3824,"('은둔', 3)"
3825,"('방탄', 3)"
3826,"('과연', 3)"
3827,"('차장', 3)"
3828,"('후끈', 3)"
3829,"('재선거', 3)"
3830,"('막후', 3)"
3831,"('키', 3)"
3832,"('김어준', 3)"
3833,"('인위', 3)"
3834,"('허성', 3)"
3835,"('정정', 3)"
3836,"('당대', 3)"
3837,"('강인', 3)"
3838,"('김종민', 3)"
3839,"('통영시', 3)"
3840,"('착오', 3)"
3841,"('고백', 3)"
3842,"('소음', 3)"
3843,"('결', 3)"
3844,"('김광수', 3)"
3845,"('추', 3)"
3846,"('강연재', 3)"
3847,"('현충일', 3)"
3848,"('추념', 3)"
3849,"('비무장지대', 3)"
3850,"('실력', 3)"
3851,"('애초', 3)"
3852,"('완주', 3)"
3853,"('대첩', 3)"
3854,"('승진', 3)"
3855,"('명목', 3)"
3856,"('권오을', 3)"
3857,"('커피', 3)"
3858,"('연동', 3)"
3859,"('초점', 3)"
3860,"('유체이탈', 3)"
3861,"('재발', 3)"
3862,"('공문', 3)"
3863,"('박탈', 3)"
3864,"('정치국', 3)"
3865,"('무허가', 3)"
3866,"('진주', 3)"
3867,"('발가락', 3)"
3868,"('서구', 3)"
3869,"('덕', 3)"
3870,"('스포츠', 3)"
3871,"('경기장', 3)"
3872,"('용인', 3)"
3873,"('위배', 3)"
3874,"('선행', 3)"
3875,"('레이스', 3)"
3876,"('남탓', 3)"
3877,"('여전', 3)"
3878,"('서기', 3)"
3879,"('지하', 3)"
3880,"('사형', 3)"
3881,"('색깔론', 3)"
3882,"('처신', 3)"
3883,"('예약', 3)"
3884,"('벼랑', 3)"
3885,"('단둥', 3)"
3886,"('홈페이지', 3)"
3887,"('훼방', 3)"
3888,"('사관', 3)"
3889,"('여동생', 3)"
3890,"('구본무', 3)"
3891,"('거치', 3)"
3892,"('법인세', 3)"
3893,"('폐', 3)"
3894,"('핵우산', 3)"
3895,"('구형', 3)"
3896,"('환상', 3)"
3897,"('형', 3)"
3898,"('재활용', 3)"
3899,"('샅바', 3)"
3900,"('극성', 3)"
3901,"('영향력', 3)"
3902,"('보궐선거', 3)"
3903,"('릴레이', 3)"
3904,"('막무가내', 3)"
3905,"('폭주', 3)"
3906,"('미등록', 3)"
3907,"('국무장관', 3)"
3908,"('의자', 3)"
3909,"('답사', 3)"
3910,"('감동', 3)"
3911,"('본인', 3)"
3912,"('록', 3)"
3913,"('루킹', 3)"
3914,"('연령', 3)"
3915,"('일일이', 3)"
3916,"('미터', 3)"
3917,"('잔류', 3)"
3918,"('여비', 3)"
3919,"('중상', 3)"
3920,"('자재', 3)"
3921,"('초읽기', 3)"
3922,"('불이익', 3)"
3923,"('불편', 3)"
3924,"('불쾌', 3)"
3925,"('금지법', 3)"
3926,"('경인선', 3)"
3927,"('용서', 3)"
3928,"('보험', 3)"
3929,"('데스노트', 3)"
3930,"('변명', 3)"
3931,"('찬반', 3)"
3932,"('임동원', 3)"
3933,"('회계법인', 3)"
3934,"('태평양', 3)"
3935,"('공휴일', 3)"
3936,"('다보스', 3)"
3937,"('만료', 3)"
3938,"('음모론', 3)"
3939,"('리턴', 3)"
3940,"('매치', 3)"
3941,"('차출', 3)"
3942,"('화학무기', 3)"
3943,"('유리', 3)"
3944,"('헌정특위', 3)"
3945,"('결혼', 3)"
3946,"('노래방', 3)"
3947,"('운전대', 3)"
3948,"('오히려', 3)"
3949,"('박항서', 3)"
3950,"('초래', 3)"
3951,"('관제', 3)"
3952,"('퇴근', 3)"
3953,"('대치동', 3)"
3954,"('스웨덴', 3)"
3955,"('면직', 3)"
3956,"('틸러슨', 3)"
3957,"('포토', 3)"
3958,"('중매', 3)"
3959,"('경일', 3)"
3960,"('이적', 3)"
3961,"('왕조', 3)"
3962,"('제국주의', 3)"
3963,"('판다', 3)"
3964,"('대중교통', 3)"
3965,"('인천공항', 3)"
3966,"('통일부장관', 3)"
3967,"('글로벌', 3)"
3968,"('녹색', 3)"
3969,"('쇼트트랙', 3)"
3970,"('대공', 3)"
3971,"('실명', 3)"
3972,"('해빙', 3)"
3973,"('온갖', 3)"
3974,"('딜레마', 3)"
3975,"('손님', 3)"
3976,"('장병완', 3)"
3977,"('한정', 3)"
3978,"('제품', 3)"
3979,"('배지', 3)"
3980,"('좌편향', 3)"
3981,"('발기인', 3)"
3982,"('기자간담회', 3)"
3983,"('국립극장', 3)"
3984,"('조평통', 3)"
3985,"('국익', 3)"
3986,"('조조', 3)"
3987,"('할머니', 3)"
3988,"('전운', 2)"
3989,"('기만', 2)"
3990,"('아이콘', 2)"
3991,"('소규모', 2)"
3992,"('점거', 2)"
3993,"('답례', 2)"
3994,"('곰', 2)"
3995,"('법원행정처', 2)"
3996,"('명과', 2)"
3997,"('공중급유기', 2)"
3998,"('존엄', 2)"
3999,"('배분', 2)"
4000,"('듣기', 2)"
4001,"('나와라', 2)"
4002,"('역설', 2)"
4003,"('불화', 2)"
4004,"('퇴진', 2)"
4005,"('보나', 2)"
4006,"('익', 2)"
4007,"('행태', 2)"
4008,"('깨', 2)"
4009,"('소원', 2)"
4010,"('국무조정실장', 2)"
4011,"('부와', 2)"
4012,"('오라', 2)"
4013,"('권위', 2)"
4014,"('언행', 2)"
4015,"('지혜', 2)"
4016,"('전화기', 2)"
4017,"('임의', 2)"
4018,"('당분간', 2)"
4019,"('보존', 2)"
4020,"('통첩', 2)"
4021,"('배척', 2)"
4022,"('한적', 2)"
4023,"('연호', 2)"
4024,"('퇴짜', 2)"
4025,"('경제위기', 2)"
4026,"('저항', 2)"
4027,"('바이오', 2)"
4028,"('고의', 2)"
4029,"('분식회계', 2)"
4030,"('구매', 2)"
4031,"('구제', 2)"
4032,"('정치가', 2)"
4033,"('달이', 2)"
4034,"('시너지', 2)"
4035,"('서비스', 2)"
4036,"('노벨평화상', 2)"
4037,"('유린', 2)"
4038,"('추궁', 2)"
4039,"('강물', 2)"
4040,"('뼈', 2)"
4041,"('휘장', 2)"
4042,"('성격', 2)"
4043,"('곤란', 2)"
4044,"('수로', 2)"
4045,"('안하무인', 2)"
4046,"('웰빙', 2)"
4047,"('용국', 2)"
4048,"('성은', 2)"
4049,"('양심', 2)"
4050,"('물망', 2)"
4051,"('쇄도', 2)"
4052,"('조업', 2)"
4053,"('찬사', 2)"
4054,"('지난주', 2)"
4055,"('심판원', 2)"
4056,"('콘퍼런스', 2)"
4057,"('콜', 2)"
4058,"('청취', 2)"
4059,"('위층', 2)"
4060,"('연차', 2)"
4061,"('충족', 2)"
4062,"('대체복무제', 2)"
4063,"('인지도', 2)"
4064,"('상균', 2)"
4065,"('광분', 2)"
4066,"('무용', 2)"
4067,"('선진국', 2)"
4068,"('면박', 2)"
4069,"('박진규', 2)"
4070,"('유홍준', 2)"
4071,"('프로세스', 2)"
4072,"('방점', 2)"
4073,"('산자부', 2)"
4074,"('고음', 2)"
4075,"('양승태', 2)"
4076,"('광복', 2)"
4077,"('배상하', 2)"
4078,"('달말', 2)"
4079,"('굴욕', 2)"
4080,"('한일관계', 2)"
4081,"('상호', 2)"
4082,"('조선소', 2)"
4083,"('심신', 2)"
4084,"('미약', 2)"
4085,"('형량', 2)"
4086,"('부합', 2)"
4087,"('육지', 2)"
4088,"('연간', 2)"
4089,"('전임', 2)"
4090,"('증시', 2)"
4091,"('삼지연군', 2)"
4092,"('적자', 2)"
4093,"('서정', 2)"
4094,"('차지철', 2)"
4095,"('유엔군', 2)"
4096,"('폐하', 2)"
4097,"('초과근무', 2)"
4098,"('우산', 2)"
4099,"('효력', 2)"
4100,"('심지어', 2)"
4101,"('인건비', 2)"
4102,"('유입', 2)"
4103,"('채비', 2)"
4104,"('대여', 2)"
4105,"('자꾸', 2)"
4106,"('파열음', 2)"
4107,"('북도', 2)"
4108,"('프란치스코', 2)"
4109,"('윤병세', 2)"
4110,"('객관', 2)"
4111,"('정식', 2)"
4112,"('정당성', 2)"
4113,"('김광', 2)"
4114,"('라돈', 2)"
4115,"('태극', 2)"
4116,"('동위', 2)"
4117,"('매년', 2)"
4118,"('품목', 2)"
4119,"('백범', 2)"
4120,"('에이전트', 2)"
4121,"('사격장', 2)"
4122,"('학급', 2)"
4123,"('회계', 2)"
4124,"('청개구리', 2)"
4125,"('모집', 2)"
4126,"('아랫니', 2)"
4127,"('친목', 2)"
4128,"('동상', 2)"
4129,"('이몽', 2)"
4130,"('재임', 2)"
4131,"('모델링', 2)"
4132,"('주치의', 2)"
4133,"('소홀', 2)"
4134,"('민변', 2)"
4135,"('차비', 2)"
4136,"('가세', 2)"
4137,"('부수', 2)"
4138,"('학계', 2)"
4139,"('행단', 2)"
4140,"('우왕좌왕', 2)"
4141,"('김성주', 2)"
4142,"('남발', 2)"
4143,"('존', 2)"
4144,"('사칭', 2)"
4145,"('엉망', 2)"
4146,"('간극', 2)"
4147,"('애용', 2)"
4148,"('학군', 2)"
4149,"('탈퇴', 2)"
4150,"('육아휴직', 2)"
4151,"('복직', 2)"
4152,"('처형', 2)"
4153,"('비질', 2)"
4154,"('런트', 2)"
4155,"('에이스', 2)"
4156,"('연봉', 2)"
4157,"('비정상', 2)"
4158,"('폐막', 2)"
4159,"('역적', 2)"
4160,"('직통', 2)"
4161,"('유라시아', 2)"
4162,"('실태', 2)"
4163,"('토장', 2)"
4164,"('명령', 2)"
4165,"('녹취록', 2)"
4166,"('진앙', 2)"
4167,"('브', 2)"
4168,"('라이트', 2)"
4169,"('도정', 2)"
4170,"('원래', 2)"
4171,"('김용우', 2)"
4172,"('군사연습', 2)"
4173,"('구의역', 2)"
4174,"('목숨', 2)"
4175,"('값', 2)"
4176,"('야스쿠니', 2)"
4177,"('예감', 2)"
4178,"('조달', 2)"
4179,"('여행사', 2)"
4180,"('조윤제', 2)"
4181,"('미대', 2)"
4182,"('어린이', 2)"
4183,"('한국어', 2)"
4184,"('최상', 2)"
4185,"('화살', 2)"
4186,"('노인', 2)"
4187,"('미달', 2)"
4188,"('범법', 2)"
4189,"('아우성', 2)"
4190,"('억원', 2)"
4191,"('퇴직', 2)"
4192,"('인계', 2)"
4193,"('인척', 2)"
4194,"('분수령', 2)"
4195,"('왕릉', 2)"
4196,"('재청', 2)"
4197,"('소총', 2)"
4198,"('특전사', 2)"
4199,"('골프장', 2)"
4200,"('분투', 2)"
4201,"('콕', 2)"
4202,"('독립유공자', 2)"
4203,"('전투식량', 2)"
4204,"('정회', 2)"
4205,"('시안', 2)"
4206,"('이태규', 2)"
4207,"('다발', 2)"
4208,"('화로', 2)"
4209,"('십년', 2)"
4210,"('초석', 2)"
4211,"('컴퓨터', 2)"
4212,"('먹통', 2)"
4213,"('국외', 2)"
4214,"('조합', 2)"
4215,"('사석', 2)"
4216,"('혜경궁', 2)"
4217,"('원정', 2)"
4218,"('도돌이표', 2)"
4219,"('휴전', 2)"
4220,"('금융위', 2)"
4221,"('원안', 2)"
4222,"('바탕', 2)"
4223,"('솔직', 2)"
4224,"('안도', 2)"
4225,"('융통성', 2)"
4226,"('본연', 2)"
4227,"('출력', 2)"
4228,"('원자력', 2)"
4229,"('보증', 2)"
4230,"('겹', 2)"
4231,"('해군기지', 2)"
4232,"('의료기기', 2)"
4233,"('벵갈', 2)"
4234,"('한미연합사', 2)"
4235,"('창건', 2)"
4236,"('의원님', 2)"
4237,"('사제', 2)"
4238,"('엄단', 2)"
4239,"('지표', 2)"
4240,"('푸나', 2)"
4241,"('정수', 2)"
4242,"('가교', 2)"
4243,"('국가보안법', 2)"
4244,"('벌', 2)"
4245,"('증', 2)"
4246,"('편의', 2)"
4247,"('한글', 2)"
4248,"('애민', 2)"
4249,"('메신저', 2)"
4250,"('갈라', 2)"
4251,"('서나', 2)"
4252,"('소식통', 2)"
4253,"('굴착', 2)"
4254,"('통역', 2)"
4255,"('발주', 2)"
4256,"('무혐의', 2)"
4257,"('부가', 2)"
4258,"('경제성', 2)"
4259,"('수집', 2)"
4260,"('정비', 2)"
4261,"('성장동력', 2)"
4262,"('철폐', 2)"
4263,"('전설', 2)"
4264,"('칭송', 2)"
4265,"('양상', 2)"
4266,"('남로당', 2)"
4267,"('곧장', 2)"
4268,"('이상은', 2)"
4269,"('우표', 2)"
4270,"('창의', 2)"
4271,"('출하', 2)"
4272,"('지식', 2)"
4273,"('독립성', 2)"
4274,"('사려', 2)"
4275,"('촉진', 2)"
4276,"('하니', 2)"
4277,"('상원의원', 2)"
4278,"('공안', 2)"
4279,"('술집', 2)"
4280,"('취임식', 2)"
4281,"('승계', 2)"
4282,"('엄벌', 2)"
4283,"('농협', 2)"
4284,"('촉각', 2)"
4285,"('을지훈련', 2)"
4286,"('고충', 2)"
4287,"('연연', 2)"
4288,"('자루', 2)"
4289,"('최운', 2)"
4290,"('할당', 2)"
4291,"('주인공', 2)"
4292,"('봉환', 2)"
4293,"('출항', 2)"
4294,"('지문', 2)"
4295,"('셈', 2)"
4296,"('방북때', 2)"
4297,"('포괄', 2)"
4298,"('애플', 2)"
4299,"('카카오', 2)"
4300,"('법률자문', 2)"
4301,"('인수위', 2)"
4302,"('백군기', 2)"
4303,"('패권', 2)"
4304,"('도박장', 2)"
4305,"('도둑', 2)"
4306,"('몽둥이', 2)"
4307,"('폐쇄하', 2)"
4308,"('지혜롭', 2)"
4309,"('만월대', 2)"
4310,"('사도', 2)"
4311,"('직행', 2)"
4312,"('가입', 2)"
4313,"('속임수', 2)"
4314,"('국가원수', 2)"
4315,"('장래', 2)"
4316,"('요금', 2)"
4317,"('울', 2)"
4318,"('알파', 2)"
4319,"('조력', 2)"
4320,"('손경', 2)"
4321,"('어진', 2)"
4322,"('하트', 2)"
4323,"('담화', 2)"
4324,"('서거', 2)"
4325,"('조의', 2)"
4326,"('오세정', 2)"
4327,"('환송', 2)"
4328,"('화장실', 2)"
4329,"('학년', 2)"
4330,"('출세', 2)"
4331,"('퇴임', 2)"
4332,"('등반', 2)"
4333,"('사변', 2)"
4334,"('취할', 2)"
4335,"('오리', 2)"
4336,"('번지르르', 2)"
4337,"('미상', 2)"
4338,"('밥상', 2)"
4339,"('동성애자', 2)"
4340,"('주주', 2)"
4341,"('점철', 2)"
4342,"('이동해', 2)"
4343,"('블록', 2)"
4344,"('체인', 2)"
4345,"('불가침', 2)"
4346,"('여정', 2)"
4347,"('손실', 2)"
4348,"('작사', 2)"
4349,"('제인', 2)"
4350,"('대론', 2)"
4351,"('즉답', 2)"
4352,"('호기심', 2)"
4353,"('정병국', 2)"
4354,"('놀이', 2)"
4355,"('궁전', 2)"
4356,"('노쇼', 2)"
4357,"('종식', 2)"
4358,"('숙청', 2)"
4359,"('제목', 2)"
4360,"('화동', 2)"
4361,"('녹화', 2)"
4362,"('고속도로', 2)"
4363,"('폭우', 2)"
4364,"('일상', 2)"
4365,"('김규', 2)"
4366,"('손편지', 2)"
4367,"('부품', 2)"
4368,"('거지', 2)"
4369,"('운항', 2)"
4370,"('오역', 2)"
4371,"('카톡', 2)"
4372,"('금리', 2)"
4373,"('원활', 2)"
4374,"('수행원', 2)"
4375,"('최태원', 2)"
4376,"('불응', 2)"
4377,"('내전', 2)"
4378,"('로봇', 2)"
4379,"('쿠웨이트', 2)"
4380,"('개소식', 2)"
4381,"('궁리', 2)"
4382,"('불로소득', 2)"
4383,"('합격자', 2)"
4384,"('국민회', 2)"
4385,"('불순', 2)"
4386,"('밤샘', 2)"
4387,"('물자', 2)"
4388,"('가계부채', 2)"
4389,"('광풍', 2)"
4390,"('보따리', 2)"
4391,"('비공식', 2)"
4392,"('추계', 2)"
4393,"('체질', 2)"
4394,"('수반', 2)"
4395,"('겸직', 2)"
4396,"('제조', 2)"
4397,"('하든', 2)"
4398,"('감회', 2)"
4399,"('탈세', 2)"
4400,"('도서', 2)"
4401,"('발간', 2)"
4402,"('트윗', 2)"
4403,"('슈퍼주니어', 2)"
4404,"('조코위', 2)"
4405,"('동성', 2)"
4406,"('전입', 2)"
4407,"('합창', 2)"
4408,"('소신', 2)"
4409,"('이석기', 2)"
4410,"('방영', 2)"
4411,"('경제개발', 2)"
4412,"('메인', 2)"
4413,"('억제', 2)"
4414,"('강국', 2)"
4415,"('소니', 2)"
4416,"('잠자리', 2)"
4417,"('플라자', 2)"
4418,"('이양', 2)"
4419,"('북관', 2)"
4420,"('폭락', 2)"
4421,"('급락', 2)"
4422,"('진도', 2)"
4423,"('관할', 2)"
4424,"('발칵', 2)"
4425,"('독점', 2)"
4426,"('레이건', 2)"
4427,"('홍콩', 2)"
4428,"('내면', 2)"
4429,"('내분', 2)"
4430,"('대타협', 2)"
4431,"('윤호중', 2)"
4432,"('세차', 2)"
4433,"('분류', 2)"
4434,"('귀족', 2)"
4435,"('굿판', 2)"
4436,"('원로', 2)"
4437,"('시국선언', 2)"
4438,"('석사', 2)"
4439,"('사절단', 2)"
4440,"('교사', 2)"
4441,"('달초', 2)"
4442,"('불신', 2)"
4443,"('관찰', 2)"
4444,"('소주', 2)"
4445,"('유례', 2)"
4446,"('매몰', 2)"
4447,"('만두라', 2)"
4448,"('사명', 2)"
4449,"('관저', 2)"
4450,"('얼마', 2)"
4451,"('적십자사', 2)"
4452,"('제사', 2)"
4453,"('타진', 2)"
4454,"('비축', 2)"
4455,"('김종호', 2)"
4456,"('뉴딜', 2)"
4457,"('야기', 2)"
4458,"('채찍', 2)"
4459,"('당근', 2)"
4460,"('교문', 2)"
4461,"('강신욱', 2)"
4462,"('자연', 2)"
4463,"('상가', 2)"
4464,"('차법', 2)"
4465,"('왕정', 2)"
4466,"('중론', 2)"
4467,"('여성가족부', 2)"
4468,"('통계청', 2)"
4469,"('우리나라', 2)"
4470,"('이치', 2)"
4471,"('중책', 2)"
4472,"('부풀리기', 2)"
4473,"('재판관', 2)"
4474,"('및', 2)"
4475,"('주문', 2)"
4476,"('진척', 2)"
4477,"('백서', 2)"
4478,"('문화유산', 2)"
4479,"('다케시마', 2)"
