,정치단어
7162,"('함평', 1)"
7163,"('김준성', 1)"
7164,"('고양시', 1)"
7165,"('옥희', 1)"
7166,"('새날', 1)"
7167,"('오도', 1)"
7168,"('김주수', 1)"
7169,"('이항로', 1)"
7170,"('공교육', 1)"
7171,"('지각', 1)"
7172,"('변동', 1)"
7173,"('천단', 1)"
7174,"('무안', 1)"
7175,"('신안', 1)"
7176,"('영암', 1)"
7177,"('나경', 1)"
7178,"('윤일규', 1)"
7179,"('이창수', 1)"
7180,"('김정호', 1)"
7181,"('종길', 1)"
7182,"('엄태영', 1)"
7183,"('최대원', 1)"
7184,"('박경국', 1)"
7185,"('동갑', 1)"
7186,"('맹성규', 1)"
7187,"('윤형', 1)"
7188,"('북구', 1)"
7189,"('이상헌', 1)"
7190,"('박대동', 1)"
7191,"('임정엽', 1)"
7192,"('어쩌면', 1)"
7193,"('이승철', 1)"
7194,"('한지민', 1)"
7195,"('유효', 1)"
7196,"('북적', 1)"
7197,"('기권', 1)"
7198,"('자라', 1)"
7199,"('똑똑', 1)"
7200,"('숱', 1)"
7201,"('중이', 1)"
7202,"('다지', 1)"
7203,"('아이패드', 1)"
7204,"('발코니', 1)"
7205,"('승기', 1)"
7206,"('임해규', 1)"
7207,"('꼴찌', 1)"
7208,"('주명', 1)"
7209,"('도래', 1)"
7210,"('타임', 1)"
7211,"('머릿', 1)"
7212,"('박성호', 1)"
7213,"('뒤집혔다', 1)"
7214,"('안산', 1)"
7215,"('오토', 1)"
7216,"('레짐체', 1)"
7217,"('제주시', 1)"
7218,"('민공', 1)"
7219,"('회관', 1)"
7220,"('김일권', 1)"
7221,"('통역관', 1)"
7222,"('덜미', 1)"
7223,"('잠시', 1)"
7224,"('정점', 1)"
7225,"('익산', 1)"
7226,"('참석자', 1)"
7227,"('디스', 1)"
7228,"('카운트', 1)"
7229,"('프리미엄', 1)"
7230,"('합집', 1)"
7231,"('켈리', 1)"
7232,"('조진래', 1)"
7233,"('트럼트', 1)"
7234,"('드레스코드', 1)"
7235,"('수첩', 1)"
7236,"('필', 1)"
7237,"('돌풍', 1)"
7238,"('월계관', 1)"
7239,"('차림', 1)"
7240,"('인트리', 1)"
7241,"('홀로', 1)"
7242,"('북판', 1)"
7243,"('주요한', 1)"
7244,"('매력', 1)"
7245,"('운전사', 1)"
7246,"('윙', 1)"
7247,"('꼭대기', 1)"
7248,"('용병', 1)"
7249,"('쫙', 1)"
7250,"('민감', 1)"
7251,"('옷차림', 1)"
7252,"('앞바다', 1)"
7253,"('사고방식', 1)"
7254,"('비호', 1)"
7255,"('산파', 1)"
7256,"('선점', 1)"
7257,"('검문', 1)"
7258,"('방탄차', 1)"
7259,"('옆', 1)"
7260,"('엘리베이터', 1)"
7261,"('장벽', 1)"
7262,"('뺨친', 1)"
7263,"('남영동', 1)"
7264,"('대공분실', 1)"
7265,"('전전긍긍', 1)"
7266,"('뒤집힌다', 1)"
7267,"('리니지', 1)"
7268,"('운집', 1)"
7269,"('통치', 1)"
7270,"('남관', 1)"
7271,"('판별', 1)"
7272,"('박두', 1)"
7273,"('쌀밥', 1)"
7274,"('잔뜩', 1)"
7275,"('누리꾼', 1)"
7276,"('전도', 1)"
7277,"('이동환', 1)"
7278,"('코미디', 1)"
7279,"('자매도시', 1)"
7280,"('기지역', 1)"
7281,"('목포시장', 1)"
7282,"('도야', 1)"
7283,"('징계처분', 1)"
7284,"('청주시', 1)"
7285,"('뚜껑', 1)"
7286,"('임회무', 1)"
7287,"('분분', 1)"
7288,"('지고', 1)"
7289,"('하층', 1)"
7290,"('침수', 1)"
7291,"('농사', 1)"
7292,"('우정훈', 1)"
7293,"('나꼼수', 1)"
7294,"('농어', 1)"
7295,"('어민', 1)"
7296,"('최재관', 1)"
7297,"('희망고문', 1)"
7298,"('참여자', 1)"
7299,"('가당', 1)"
7300,"('소린', 1)"
7301,"('조연', 1)"
7302,"('일단락', 1)"
7303,"('옵', 1)"
7304,"('적통', 1)"
7305,"('실소', 1)"
7306,"('김홍식', 1)"
7307,"('두현', 1)"
7308,"('이의제기', 1)"
7309,"('세곡동', 1)"
7310,"('학적', 1)"
7311,"('어머니', 1)"
7312,"('농민', 1)"
7313,"('손바닥', 1)"
7314,"('삼청동', 1)"
7315,"('레고랜드', 1)"
7316,"('선거일', 1)"
7317,"('앱', 1)"
7318,"('국어', 1)"
7319,"('한나라', 1)"
7320,"('새누리', 1)"
7321,"('핫팬츠', 1)"
7322,"('프리허그', 1)"
7323,"('맹폭', 1)"
7324,"('대륙', 1)"
7325,"('뉴타운', 1)"
7326,"('음란', 1)"
7327,"('청백리', 1)"
7328,"('정미경', 1)"
7329,"('페미니스트', 1)"
7330,"('신지', 1)"
7331,"('관영', 1)"
7332,"('육교', 1)"
7333,"('효환', 1)"
7334,"('임종', 1)"
7335,"('화물차', 1)"
7336,"('주차장', 1)"
7337,"('앓이', 1)"
7338,"('관용', 1)"
7339,"('호도', 1)"
7340,"('맹주', 1)"
7341,"('지숙', 1)"
7342,"('서민', 1)"
7343,"('쯔쯔쯔', 1)"
7344,"('새누리당', 1)"
7345,"('박용', 1)"
7346,"('이발', 1)"
7347,"('품행제로', 1)"
7348,"('김방훈', 1)"
7349,"('환원', 1)"
7350,"('공보', 1)"
7351,"('미궁', 1)"
7352,"('박노욱', 1)"
7353,"('화이팅', 1)"
7354,"('차명진', 1)"
7355,"('서대석', 1)"
7356,"('관심사', 1)"
7357,"('투표일', 1)"
7358,"('서구청', 1)"
7359,"('초보', 1)"
7360,"('은하', 1)"
7361,"('관권', 1)"
7362,"('여수시', 1)"
7363,"('투표제', 1)"
7364,"('흑색선전', 1)"
7365,"('근소', 1)"
7366,"('남부', 1)"
7367,"('우편', 1)"
7368,"('줄투표', 1)"
7369,"('재현', 1)"
7370,"('압승할까', 1)"
7371,"('배우', 1)"
7372,"('타코', 1)"
7373,"('단기간', 1)"
7374,"('서남', 1)"
7375,"('벨트', 1)"
7376,"('진흙탕', 1)"
7377,"('해변', 1)"
7378,"('마나', 1)"
7379,"('나머지', 1)"
7380,"('깽판', 1)"
7381,"('최저생계비', 1)"
7382,"('칭다오', 1)"
7383,"('테르테', 1)"
7384,"('전시회', 1)"
7385,"('얍삽하', 1)"
7386,"('운영자', 1)"
7387,"('중원', 1)"
7388,"('문수', 1)"
7389,"('일일', 1)"
7390,"('캐셔', 1)"
7391,"('베끼기', 1)"
7392,"('모독', 1)"
7393,"('속지', 1)"
7394,"('손훈모', 1)"
7395,"('찰스', 1)"
7396,"('신용', 1)"
7397,"('증평', 1)"
7398,"('공항버스', 1)"
7399,"('면허', 1)"
7400,"('이현웅', 1)"
7401,"('생태도시', 1)"
7402,"('김승수', 1)"
7403,"('맑은', 1)"
7404,"('산소', 1)"
7405,"('초음속', 1)"
7406,"('음속', 1)"
7407,"('풍동', 1)"
7408,"('궐기', 1)"
7409,"('태양절', 1)"
7410,"('파란', 1)"
7411,"('염색', 1)"
7412,"('정보보호', 1)"
7413,"('윤종', 1)"
7414,"('열세', 1)"
7415,"('사천시', 1)"
7416,"('마일', 1)"
7417,"('나사', 1)"
7418,"('이영희', 1)"
7419,"('린', 1)"
7420,"('김창현', 1)"
7421,"('영혼', 1)"
7422,"('크렘린궁', 1)"
7423,"('의적', 1)"
7424,"('방지책', 1)"
7425,"('수시', 1)"
7426,"('총살', 1)"
7427,"('제압', 1)"
7428,"('청송군', 1)"
7429,"('유세정', 1)"
7430,"('진구', 1)"
7431,"('운악산', 1)"
7432,"('소녀', 1)"
7433,"('경산', 1)"
7434,"('학부모', 1)"
7435,"('구청', 1)"
7436,"('손주', 1)"
7437,"('노예', 1)"
7438,"('정혁', 1)"
7439,"('민중당', 1)"
7440,"('윤민', 1)"
7441,"('임금님', 1)"
7442,"('공전', 1)"
7443,"('정백', 1)"
7444,"('상주시', 1)"
7445,"('기업가', 1)"
7446,"('다양성', 1)"
7447,"('가죽', 1)"
7448,"('재킷', 1)"
7449,"('봉투', 1)"
7450,"('무색', 1)"
7451,"('참조', 1)"
7452,"('실직자', 1)"
7453,"('남원시장', 1)"
7454,"('투기지역', 1)"
7455,"('공중전', 1)"
7456,"('지상전', 1)"
7457,"('싹슬이하', 1)"
7458,"('자승', 1)"
7459,"('인성', 1)"
7460,"('홍덕', 1)"
7461,"('애매', 1)"
7462,"('모호', 1)"
7463,"('유익환', 1)"
7464,"('중화', 1)"
7465,"('미관', 1)"
7466,"('원망', 1)"
7467,"('용제', 1)"
7468,"('포자', 1)"
7469,"('영등포구', 1)"
7470,"('최진', 1)"
7471,"('경산시장', 1)"
7472,"('평준화', 1)"
7473,"('실추', 1)"
7474,"('교육청', 1)"
7475,"('김유근', 1)"
7476,"('구슬', 1)"
7477,"('땀', 1)"
7478,"('교호', 1)"
7479,"('순번', 1)"
7480,"('절단', 1)"
7481,"('산재', 1)"
7482,"('무더위', 1)"
7483,"('안산시장', 1)"
7484,"('포지티브', 1)"
7485,"('지방선거일', 1)"
7486,"('디', 1)"
7487,"('비지', 1)"
7488,"('장날', 1)"
7489,"('장영', 1)"
7490,"('공산주의', 1)"
7491,"('팔이', 1)"
7492,"('고양시장', 1)"
7493,"('정치성향', 1)"
7494,"('까딱', 1)"
7495,"('군복', 1)"
7496,"('오일장', 1)"
7497,"('매수', 1)"
7498,"('오류', 1)"
7499,"('졸업', 1)"
7500,"('베이비부머', 1)"
7501,"('김영선', 1)"
7502,"('퇴원', 1)"
7503,"('위력', 1)"
7504,"('퍼즐', 1)"
7505,"('뻔뻔', 1)"
7506,"('흙탕물', 1)"
7507,"('우리당', 1)"
7508,"('퍼줄', 1)"
7509,"('김근태', 1)"
7510,"('박수범', 1)"
7511,"('변', 1)"
7512,"('화도', 1)"
7513,"('외곽순환', 1)"
7514,"('향상', 1)"
7515,"('미더덕', 1)"
7516,"('줌', 1)"
7517,"('도탄', 1)"
7518,"('투자가', 1)"
7519,"('남군', 1)"
7520,"('중대장', 1)"
7521,"('해양', 1)"
7522,"('손석희', 1)"
7523,"('롭', 1)"
7524,"('풍요', 1)"
7525,"('판가름', 1)"
7526,"('중과', 1)"
7527,"('압승해', 1)"
7528,"('마음속', 1)"
7529,"('북러', 1)"
7530,"('버니', 1)"
7531,"('풀러턴', 1)"
7532,"('스카이라인', 1)"
7533,"('초인', 1)"
7534,"('전치', 1)"
7535,"('논개', 1)"
7536,"('방탄복', 1)"
7537,"('열전', 1)"
7538,"('신경호', 1)"
7539,"('음식물', 1)"
7540,"('유기농', 1)"
7541,"('테크노', 1)"
7542,"('이강덕', 1)"
7543,"('하이패스', 1)"
7544,"('개구', 1)"
7545,"('협찬', 1)"
7546,"('황금', 1)"
7547,"('전세', 1)"
7548,"('분발', 1)"
7549,"('최교진', 1)"
7550,"('명석', 1)"
7551,"('강철', 1)"
7552,"('개혁개방', 1)"
7553,"('스님', 1)"
7554,"('마블', 1)"
7555,"('완벽', 1)"
7556,"('대고', 1)"
7557,"('이기', 1)"
7558,"('인증', 1)"
7559,"('아시', 1)"
7560,"('실향민', 1)"
7561,"('캠페인', 1)"
7562,"('가림', 1)"
7563,"('정치범', 1)"
7564,"('청소노동자', 1)"
7565,"('경찰서', 1)"
7566,"('삼각', 1)"
7567,"('다짐', 1)"
7568,"('리발', 1)"
7569,"('개각설', 1)"
7570,"('괘념치', 1)"
7571,"('불분명', 1)"
7572,"('단역', 1)"
7573,"('량', 1)"
7574,"('발기', 1)"
7575,"('도리', 1)"
7576,"('외인부대', 1)"
7577,"('체육부', 1)"
7578,"('이정근', 1)"
7579,"('마피아', 1)"
7580,"('레드카드', 1)"
7581,"('핀', 1)"
7582,"('접점', 1)"
7583,"('철길', 1)"
7584,"('숲길', 1)"
7585,"('빌보드', 1)"
7586,"('숙식', 1)"
7587,"('경제지표', 1)"
7588,"('니', 1)"
7589,"('국철', 1)"
7590,"('한편', 1)"
7591,"('영부인', 1)"
7592,"('인민공화국', 1)"
7593,"('쾅', 1)"
7594,"('그거', 1)"
7595,"('곤경', 1)"
7596,"('미진', 1)"
7597,"('영리', 1)"
7598,"('그물', 1)"
7599,"('물줄기', 1)"
7600,"('정보라', 1)"
7601,"('대세', 1)"
7602,"('성적', 1)"
7603,"('선량', 1)"
7604,"('개울', 1)"
7605,"('산등성이', 1)"
7606,"('복리', 1)"
7607,"('후생', 1)"
7608,"('미필', 1)"
7609,"('기령', 1)"
7610,"('간이', 1)"
7611,"('신상', 1)"
7612,"('후사', 1)"
7613,"('여옥', 1)"
7614,"('쫑긋', 1)"
7615,"('호언', 1)"
7616,"('파산', 1)"
7617,"('철로', 1)"
7618,"('교회', 1)"
7619,"('참으로', 1)"
7620,"('강수', 1)"
7621,"('확증', 1)"
7622,"('인쇄', 1)"
7623,"('실상', 1)"
7624,"('저서', 1)"
7625,"('신드롬', 1)"
7626,"('마케팅', 1)"
7627,"('통역사', 1)"
7628,"('측정기', 1)"
7629,"('행운', 1)"
7630,"('연기론', 1)"
7631,"('비치', 1)"
7632,"('창밖', 1)"
7633,"('블라인드', 1)"
7634,"('군데', 1)"
7635,"('겨', 1)"
7636,"('천리', 1)"
7637,"('천', 1)"
7638,"('하천', 1)"
7639,"('현격', 1)"
7640,"('저절로', 1)"
7641,"('혼성', 1)"
7642,"('페인트', 1)"
7643,"('금물', 1)"
7644,"('왕따', 1)"
7645,"('문전', 1)"
7646,"('알마티', 1)"
7647,"('아카데미', 1)"
7648,"('뒷마당', 1)"
7649,"('뭉갠', 1)"
7650,"('셧다운', 1)"
7651,"('산입', 1)"
7652,"('연행', 1)"
7653,"('신신당부', 1)"
7654,"('찬가', 1)"
7655,"('세용', 1)"
7656,"('조화', 1)"
7657,"('추물', 1)"
7658,"('작품', 1)"
7659,"('심기', 1)"
7660,"('동창회', 1)"
7661,"('아사히신문', 1)"
7662,"('견제구', 1)"
7663,"('빗속', 1)"
7664,"('행진곡', 1)"
7665,"('경이', 1)"
7666,"('피하', 1)"
7667,"('김현종', 1)"
7668,"('구책', 1)"
7669,"('스팀', 1)"
7670,"('광흥창', 1)"
7671,"('사형선고', 1)"
7672,"('자임', 1)"
7673,"('았', 1)"
7674,"('히말라야', 1)"
7675,"('오른쪽', 1)"
7676,"('대학병원', 1)"
7677,"('입후보', 1)"
7678,"('선거권', 1)"
7679,"('신념', 1)"
7680,"('평화통일', 1)"
7681,"('내곡동', 1)"
7682,"('몇개', 1)"
7683,"('월내', 1)"
7684,"('케', 1)"
7685,"('네스', 1)"
7686,"('추방', 1)"
7687,"('루시', 1)"
7688,"('참관인', 1)"
7689,"('헤', 1)"
7690,"('옛말', 1)"
7691,"('리자오싱', 1)"
7692,"('직결', 1)"
7693,"('정읍시', 1)"
7694,"('윌리엄', 1)"
7695,"('이병철', 1)"
7696,"('한탄', 1)"
7697,"('딕', 1)"
7698,"('파동', 1)"
7699,"('가정사', 1)"
7700,"('민낯', 1)"
7701,"('졸속', 1)"
7702,"('컨퍼런스', 1)"
7703,"('엄격', 1)"
7704,"('사적', 1)"
7705,"('만삭', 1)"
7706,"('예비군', 1)"
7707,"('실업률', 1)"
7708,"('스승의날', 1)"
7709,"('궁금증', 1)"
7710,"('박태성', 1)"
7711,"('미반', 1)"
7712,"('판도', 1)"
7713,"('집념', 1)"
7714,"('빌어', 1)"
7715,"('택할', 1)"
7716,"('개마고원', 1)"
7717,"('도피', 1)"
7718,"('국고', 1)"
7719,"('주판', 1)"
7720,"('고발장', 1)"
7721,"('마라도', 1)"
7722,"('즉흥', 1)"
7723,"('고공', 1)"
7724,"('소셜', 1)"
7725,"('클러스터', 1)"
7726,"('엉터리', 1)"
7727,"('관공서', 1)"
7728,"('자유의지', 1)"
7729,"('대우', 1)"
7730,"('진서', 1)"
7731,"('폐후', 1)"
7732,"('유조선', 1)"
7733,"('카자흐스탄', 1)"
7734,"('비핵', 1)"
7735,"('흔적', 1)"
7736,"('각국', 1)"
7737,"('길터', 1)"
7738,"('리까', 1)"
7739,"('신변', 1)"
7740,"('마셜', 1)"
7741,"('스승', 1)"
7742,"('카네이션', 1)"
7743,"('종이꽃', 1)"
7744,"('믿음', 1)"
7745,"('분기점', 1)"
7746,"('깜', 1)"
7747,"('저기', 1)"
7748,"('통큰', 1)"
7749,"('그녀', 1)"
7750,"('널', 1)"
7751,"('렸다', 1)"
7752,"('산화', 1)"
7753,"('직업', 1)"
7754,"('소황제', 1)"
7755,"('직립', 1)"
7756,"('오니', 1)"
7757,"('요구사항', 1)"
7758,"('부분열', 1)"
7759,"('상인', 1)"
7760,"('면밀', 1)"
7761,"('난제', 1)"
7762,"('강제징수', 1)"
7763,"('용이', 1)"
7764,"('칸', 1)"
7765,"('병상', 1)"
7766,"('택일', 1)"
7767,"('손익', 1)"
7768,"('폐쇄해', 1)"
7769,"('전업', 1)"
7770,"('오발', 1)"
7771,"('관통상', 1)"
7772,"('직권상정', 1)"
7773,"('만들기', 1)"
7774,"('천추', 1)"
7775,"('응급실', 1)"
7776,"('이송', 1)"
7777,"('선거범죄', 1)"
7778,"('막걸리', 1)"
7779,"('고무신', 1)"
7780,"('활개', 1)"
7781,"('탈락자', 1)"
7782,"('선불', 1)"
7783,"('복용', 1)"
7784,"('애하', 1)"
7785,"('습근평', 1)"
7786,"('축원', 1)"
7787,"('경어체', 1)"
7788,"('번의', 1)"
7789,"('덕담', 1)"
7790,"('학수고대', 1)"
7791,"('원용', 1)"
7792,"('자도', 1)"
7793,"('곽상도', 1)"
7794,"('훈수', 1)"
7795,"('상병', 1)"
7796,"('역자', 1)"
7797,"('대리전', 1)"
7798,"('죽', 1)"
7799,"('심실', 1)"
7800,"('부정맥', 1)"
7801,"('야외', 1)"
7802,"('뒷문', 1)"
7803,"('순치', 1)"
7804,"('안경환', 1)"
7805,"('열광', 1)"
7806,"('문병호', 1)"
7807,"('문항', 1)"
7808,"('김도현', 1)"
7809,"('이명희', 1)"
7810,"('물통', 1)"
7811,"('상급자', 1)"
7812,"('대좌', 1)"
7813,"('망명', 1)"
7814,"('뒤론', 1)"
7815,"('리지', 1)"
7816,"('용법', 1)"
7817,"('침낭', 1)"
7818,"('감지', 1)"
7819,"('천제', 1)"
7820,"('선처', 1)"
7821,"('전재수', 1)"
7822,"('마지노선', 1)"
7823,"('예고편', 1)"
7824,"('범행', 1)"
7825,"('침구', 1)"
7826,"('세면', 1)"
7827,"('몸종', 1)"
7828,"('소꿉놀이', 1)"
7829,"('흥청망청', 1)"
7830,"('고단', 1)"
7831,"('배배', 1)"
7832,"('손익계산서', 1)"
7833,"('괴한', 1)"
7834,"('어린이날', 1)"
7835,"('스토커', 1)"
7836,"('진출', 1)"
7837,"('굿', 1)"
7838,"('구내식당', 1)"
7839,"('기념품', 1)"
7840,"('표절논란', 1)"
7841,"('동네', 1)"
7842,"('풍자', 1)"
7843,"('버스비', 1)"
7844,"('인질', 1)"
7845,"('치료', 1)"
7846,"('조림사업', 1)"
7847,"('앞길', 1)"
7848,"('무교', 1)"
7849,"('볼거리', 1)"
7850,"('맞선', 1)"
7851,"('기념우표', 1)"
7852,"('조선노동당', 1)"
7853,"('김도균', 1)"
7854,"('리스크', 1)"
7855,"('마오', 1)"
7856,"('사망설', 1)"
7857,"('헛소문', 1)"
7858,"('화파', 1)"
7859,"('선언문', 1)"
7860,"('복사', 1)"
7861,"('상당수', 1)"
7862,"('반덤핑', 1)"
7863,"('청색', 1)"
7864,"('주로', 1)"
7865,"('설정', 1)"
7866,"('최씨', 1)"
7867,"('어', 1)"
7868,"('수선', 1)"
7869,"('항상', 1)"
7870,"('촉매', 1)"
7871,"('상관', 1)"
7872,"('모욕죄', 1)"
7873,"('얽매', 1)"
7874,"('매기', 1)"
7875,"('정당화', 1)"
7876,"('이상지', 1)"
7877,"('해적', 1)"
7878,"('신병', 1)"
7879,"('역습', 1)"
7880,"('윤영관', 1)"
7881,"('투서', 1)"
7882,"('증보', 1)"
7883,"('혈맥', 1)"
7884,"('쌍방', 1)"
7885,"('주동', 1)"
7886,"('방법론', 1)"
7887,"('교섭', 1)"
7888,"('이해해', 1)"
7889,"('명의', 1)"
7890,"('육수', 1)"
7891,"('일품', 1)"
7892,"('빌리버', 1)"
7893,"('블', 1)"
7894,"('택해', 1)"
7895,"('일어나고', 1)"
7896,"('오직', 1)"
7897,"('뿔테', 1)"
7898,"('가쁜', 1)"
7899,"('조언', 1)"
7900,"('벤치', 1)"
7901,"('숙녀', 1)"
7902,"('연분홍', 1)"
7903,"('피스', 1)"
7904,"('하늘색', 1)"
7905,"('코트', 1)"
7906,"('패션', 1)"
7907,"('이바지', 1)"
7908,"('보필', 1)"
7909,"('월북', 1)"
7910,"('사문', 1)"
7911,"('개별', 1)"
7912,"('공산권', 1)"
7913,"('대성동', 1)"
7914,"('초등학생', 1)"
7915,"('출발점', 1)"
7916,"('북남수뇌상봉', 1)"
7917,"('장식', 1)"
7918,"('결속', 1)"
7919,"('통절', 1)"
7920,"('봉인', 1)"
7921,"('최성', 1)"
7922,"('남양주시', 1)"
7923,"('자유로', 1)"
7924,"('맥도날드', 1)"
7925,"('이인호', 1)"
7926,"('새집', 1)"
7927,"('안드레이', 1)"
7928,"('기점', 1)"
7929,"('사주', 1)"
7930,"('디저트', 1)"
7931,"('다옥', 1)"
7932,"('류관', 1)"
7933,"('채광', 1)"
7934,"('퓰', 1)"
7935,"('스나이더', 1)"
7936,"('비위', 1)"
7937,"('마이클', 1)"
7938,"('비관', 1)"
7939,"('대화방', 1)"
7940,"('에르도안', 1)"
7941,"('간격', 1)"
7942,"('천호대로', 1)"
7943,"('몸짓', 1)"
7944,"('민어', 1)"
7945,"('듬뿍', 1)"
7946,"('손턴', 1)"
7947,"('기본소득', 1)"
7948,"('사상구', 1)"
7949,"('냉채', 1)"
7950,"('토론토', 1)"
7951,"('업계', 1)"
7952,"('경위서', 1)"
7953,"('달빛', 1)"
7954,"('기사단', 1)"
7955,"('거품', 1)"
7956,"('보금자리', 1)"
7957,"('만취', 1)"
7958,"('총격', 1)"
7959,"('두둔', 1)"
7960,"('결판', 1)"
7961,"('주방', 1)"
7962,"('전자담배', 1)"
7963,"('파주', 1)"
7964,"('단지', 1)"
7965,"('바둑이', 1)"
7966,"('벼룩', 1)"
7967,"('우리동네', 1)"
7968,"('누적', 1)"
7969,"('지반', 1)"
7970,"('함경북도', 1)"
7971,"('꽉', 1)"
7972,"('무샤', 1)"
7973,"('불능', 1)"
7974,"('쏠때', 1)"
7975,"('비누', 1)"
7976,"('무르', 1)"
7977,"('마이크', 1)"
7978,"('선장', 1)"
7979,"('휘하', 1)"
7980,"('송종환', 1)"
7981,"('냉각탑', 1)"
7982,"('한참', 1)"
7983,"('팟캐스트', 1)"
7984,"('정치학', 1)"
7985,"('지역별', 1)"
7986,"('달리기', 1)"
7987,"('가문', 1)"
7988,"('위부', 1)"
7989,"('창립', 1)"
7990,"('만사', 1)"
7991,"('실리콘밸리', 1)"
7992,"('영국', 1)"
7993,"('브렉', 1)"
7994,"('시트', 1)"
7995,"('타임지', 1)"
7996,"('포춘지', 1)"
7997,"('도중', 1)"
7998,"('불시', 1)"
7999,"('거덜날', 1)"
8000,"('이성권', 1)"
8001,"('정하나', 1)"
8002,"('선회', 1)"
8003,"('딴지', 1)"
8004,"('디테일', 1)"
8005,"('악마', 1)"
8006,"('답문', 1)"
8007,"('서막', 1)"
8008,"('박은정', 1)"
8009,"('뜬구름', 1)"
8010,"('도마', 1)"
8011,"('외고', 1)"
8012,"('자사고', 1)"
8013,"('접', 1)"
8014,"('불공정', 1)"
8015,"('아이디', 1)"
8016,"('늪', 1)"
8017,"('비만', 1)"
8018,"('마자', 1)"
8019,"('의아', 1)"
8020,"('쑹', 1)"
8021,"('타오', 1)"
8022,"('협동', 1)"
8023,"('넌', 1)"
8024,"('짐승', 1)"
8025,"('갈수', 1)"
8026,"('양기대', 1)"
8027,"('주미경', 1)"
8028,"('데칼코마니', 1)"
8029,"('강구', 1)"
8030,"('발레단', 1)"
8031,"('탁', 1)"
8032,"('억', 1)"
8033,"('원고지', 1)"
8034,"('시드', 1)"
8035,"('나부랭이', 1)"
8036,"('필명', 1)"
8037,"('마술사', 1)"
8038,"('캐릭터', 1)"
8039,"('드루이드', 1)"
8040,"('오명', 1)"
8041,"('집요', 1)"
8042,"('준엄', 1)"
8043,"('나비', 1)"
8044,"('재난대응', 1)"
8045,"('문무대왕함', 1)"
8046,"('기니', 1)"
8047,"('보드', 1)"
8048,"('지인', 1)"
8049,"('정선', 1)"
8050,"('발대식', 1)"
8051,"('꼼짝', 1)"
8052,"('인지', 1)"
8053,"('스물', 1)"
8054,"('살의', 1)"
8055,"('닷새', 1)"
8056,"('김석', 1)"
8057,"('국군포로', 1)"
8058,"('불화설', 1)"
8059,"('밀리', 1)"
8060,"('찻잔', 1)"
8061,"('탄원', 1)"
8062,"('산통', 1)"
8063,"('디딤돌', 1)"
8064,"('출판사', 1)"
8065,"('행세', 1)"
8066,"('헬싱키', 1)"
8067,"('방패', 1)"
8068,"('삼고', 1)"
8069,"('알받이', 1)"
8070,"('더티', 1)"
8071,"('플레이', 1)"
8072,"('독무대', 1)"
8073,"('신라', 1)"
8074,"('석불', 1)"
8075,"('이충재', 1)"
8076,"('맘속', 1)"
8077,"('흠', 1)"
8078,"('친정', 1)"
8079,"('경내', 1)"
8080,"('불상', 1)"
8081,"('호로', 1)"
8082,"('승격', 1)"
8083,"('엄규숙', 1)"
8084,"('황실', 1)"
8085,"('맥락', 1)"
8086,"('법성', 1)"
8087,"('에어포스', 1)"
8088,"('물귀신', 1)"
8089,"('여성향', 1)"
8090,"('끙끙', 1)"
8091,"('속결', 1)"
8092,"('일촉즉발', 1)"
8093,"('슈밥', 1)"
8094,"('화두', 1)"
8095,"('상륙함', 1)"
8096,"('일출', 1)"
8097,"('봉함', 1)"
8098,"('취역', 1)"
8099,"('홍보수석', 1)"
8100,"('남원', 1)"
8101,"('국립', 1)"
8102,"('대학원', 1)"
8103,"('개교', 1)"
8104,"('저장', 1)"
8105,"('임시', 1)"
8106,"('낳을', 1)"
8107,"('임자', 1)"
8108,"('원탁', 1)"
8109,"('오자', 1)"
8110,"('성조기', 1)"
8111,"('누비', 1)"
8112,"('한가운데', 1)"
8113,"('패밀리', 1)"
8114,"('로마', 1)"
8115,"('국보', 1)"
8116,"('폐기물', 1)"
8117,"('뇌물죄', 1)"
8118,"('증권', 1)"
8119,"('공매도', 1)"
8120,"('법정공휴일', 1)"
8121,"('남포항', 1)"
8122,"('감시자', 1)"
8123,"('개월후', 1)"
8124,"('좌초', 1)"
8125,"('소도', 1)"
8126,"('웃', 1)"
8127,"('블랙코미디', 1)"
8128,"('한용섭', 1)"
8129,"('말장난', 1)"
8130,"('링', 1)"
8131,"('가요', 1)"
8132,"('특권', 1)"
8133,"('따름', 1)"
8134,"('담배', 1)"
8135,"('국서', 1)"
8136,"('국비', 1)"
8137,"('맘', 1)"
8138,"('재회', 1)"
8139,"('엘리트', 1)"
8140,"('묵음', 1)"
8141,"('통편집', 1)"
8142,"('남북한', 1)"
8143,"('등재', 1)"
8144,"('단원', 1)"
8145,"('윤리규정', 1)"
8146,"('대학가', 1)"
8147,"('부소', 1)"
8148,"('한판', 1)"
8149,"('손명순', 1)"
8150,"('우리은행', 1)"
8151,"('기억', 1)"
8152,"('이설주', 1)"
8153,"('블랙박스', 1)"
8154,"('잔해', 1)"
8155,"('부랴부랴', 1)"
8156,"('동정', 1)"
8157,"('주무', 1)"
8158,"('사모', 1)"
8159,"('초미세먼지', 1)"
8160,"('현행법', 1)"
8161,"('공공장소', 1)"
8162,"('경우', 1)"
8163,"('무면허', 1)"
8164,"('수백', 1)"
8165,"('봄봄봄', 1)"
8166,"('미안', 1)"
8167,"('납작', 1)"
8168,"('대충', 1)"
8169,"('식이', 1)"
