,단어명,빈도수
1416,수거,4
1417,사례,4
1418,경력,4
1419,시속,4
1420,시범,4
1421,외부,4
1422,반입,4
1423,변호,4
1424,전쟁,4
1425,법리,4
1426,류,4
1427,장자연,4
1428,뿐,4
1429,결제,4
1430,차질,4
1431,사전,4
1432,오히려,4
1433,주년,4
1434,길거리,4
1435,당위,4
1436,강의실,4
1437,표현,4
1438,설,4
1439,도착,4
1440,이별,4
1441,신상,4
1442,가발,4
1443,가정,4
1444,알바생,4
1445,출입,4
1446,생각,4
1447,태극기,4
1448,탑승,4
1449,마녀사냥,4
1450,인천공항,4
1451,동네,4
1452,파업,4
1453,유치,4
1454,삼다수,4
1455,런,4
1456,미트,4
1457,심려,4
1458,돼지,4
1459,퇴직,4
1460,필기,4
1461,축소,4
1462,강제집행,4
1463,악,4
1464,붕괴,4
1465,자체,4
1466,입구,4
1467,약,4
1468,초동,4
1469,나선,4
1470,함,4
1471,원조,4
1472,젖먹이,4
1473,대란,4
1474,성분,4
1475,셀프,4
1476,추방,4
1477,심각,4
1478,한글,4
1479,대폭,4
1480,진,4
1481,자금,4
1482,근무,4
1483,두부,4
1484,총수,4
1485,수술실,4
1486,농약,4
1487,다스,4
1488,박해미,4
1489,지문,3
1490,한파,3
1491,그냥,3
1492,취,3
1493,질,3
1494,인근,3
1495,모피,3
1496,불똥,3
1497,공유,3
1498,선언,3
1499,일행,3
1500,목격자,3
1501,열기,3
1502,결의,3
1503,수능시험,3
1504,대금,3
1505,후끈,3
1506,면,3
1507,작전,3
1508,대전,3
1509,역대,3
1510,자연,3
1511,경로,3
1512,단순,3
1513,재수,3
1514,과로사,3
1515,용인,3
1516,물류,3
1517,시호,3
1518,스,3
1519,인권위,3
1520,행정권,3
1521,끝내,3
1522,중학생,3
1523,발의,3
1524,교과서,3
1525,과속,3
1526,킥,3
1527,향,3
1528,유엔,3
1529,복무,3
1530,요원,3
1531,노역,3
1532,사무소,3
1533,여대생,3
1534,차장,3
1535,석,3
1536,연,3
1537,괴롭힘,3
1538,개정,3
1539,헌법소원,3
1540,성격,3
1541,롯데,3
1542,마스크,3
1543,유감,3
1544,다발,3
1545,발굴,3
1546,협약,3
1547,체결,3
1548,마음,3
1549,탈세,3
1550,음식,3
1551,친환경,3
1552,국기원,3
1553,사인,3
1554,국립대,3
1555,분담,3
1556,효율,3
1557,수도권,3
1558,입장,3
1559,이중근,3
1560,임대주택,3
1561,업자,3
1562,보장,3
1563,치마,3
1564,공모전,3
1565,조명,3
1566,환경부,3
1567,대안,3
1568,시청,3
1569,반려견,3
1570,적극,3
1571,계약,3
1572,해지,3
1573,무시,3
1574,전수,3
1575,창고,3
1576,짝퉁,3
1577,위탁,3
1578,일침,3
1579,박상규,3
1580,진학,3
1581,건국대,3
1582,화제,3
1583,몸살,3
1584,내신,3
1585,어찌,3
1586,부과,3
1587,용어,3
1588,방향,3
1589,명예훼손,3
1590,기한,3
1591,보관,3
1592,유발,3
1593,알선,3
1594,스프링클러,3
1595,후원,3
1596,울,3
1597,무더기,3
1598,계정,3
1599,유도,3
1600,전북도,3
1601,적폐,3
1602,제재,3
1603,일방,3
1604,축,3
1605,정시,3
1606,공금,3
1607,토끼,3
1608,언론,3
1609,방침,3
1610,사각,3
1611,백신,3
1612,보료,3
1613,경종,3
1614,방해,3
1615,주차,3
1616,치유,3
1617,재민,3
1618,한숨,3
1619,무고,3
1620,파탄,3
1621,사안,3
1622,부품,3
1623,행각,3
1624,생존자,3
1625,컨테이너,3
1626,정상,3
1627,불륜,3
1628,공직,3
1629,통과,3
1630,흡입,3
1631,학년,3
1632,차한성,3
1633,여자,3
1634,산행,3
1635,전관,3
1636,이주,3
1637,납치,3
1638,팀,3
1639,빈소,3
1640,꿀꺽,3
1641,전기난로,3
1642,지적,3
1643,복도,3
1644,화마,3
1645,멸,3
1646,수뢰,3
1647,언제,3
1648,증세,3
1649,창,3
1650,기대,3
1651,이전,3
1652,총리,3
1653,막,3
1654,법안,3
1655,유튜버,3
1656,태양광,3
1657,군산,3
1658,발전소,3
1659,스포츠,3
1660,분양,3
1661,서버,3
1662,속옷,3
1663,묵인,3
1664,본인,3
1665,돌입,3
1666,부적합,3
1667,취한,3
1668,이웃,3
1669,빌라,3
1670,생계,3
1671,바,3
1672,접수,3
1673,그대로,3
1674,삭제,3
1675,값,3
1676,장례식,3
1677,가상,3
1678,화폐,3
1679,중국인,3
1680,전교조,3
1681,가로,3
1682,법률,3
1683,사격장,3
1684,법적,3
1685,공공기관,3
1686,간호사,3
1687,렌트,3
1688,무단,3
1689,모녀,3
1690,화해,3
1691,예비,3
1692,경상,3
1693,자사고,3
1694,주의보,3
1695,무료,3
1696,내용,3
1697,키,3
1698,내사,3
1699,식,3
1700,수색,3
1701,고문,3
1702,네,3
1703,우린,3
1704,포천,3
1705,압송,3
1706,최악,3
1707,분당,3
1708,상관,3
1709,진짜,3
1710,적,3
1711,가래침,3
1712,뻔,3
1713,기념,3
1714,물고기,3
1715,하라,3
1716,폭,3
1717,흉악,3
1718,내부,3
1719,악용,3
1720,남자,3
1721,박용진,3
1722,시내버스,3
1723,세균,3
1724,저출산,3
1725,상승,3
1726,민,3
1727,평,3
1728,불기둥,3
1729,개설,3
1730,당,3
1731,수용,3
1732,유류,3
1733,인하,3
1734,취임,3
1735,매수,3
1736,근거,3
1737,인구,3
1738,건축,3
1739,수사의뢰,3
1740,지기,3
1741,협력,3
1742,말다툼,3
1743,일본,3
1744,현재,3
1745,벽,3
1746,사하라,3
1747,거절,3
1748,실장,3
1749,양성,3
1750,한강,3
1751,서해,3
1752,야간,3
1753,특례,3
1754,자율,3
1755,분야,3
1756,복용,3
1757,빈,3
1758,기숙사,3
1759,임신,3
1760,자동차,3
1761,해임,3
1762,간식,3
1763,전력,3
1764,도대체,3
1765,제공,3
1766,경고,3
1767,당첨번호,3
1768,점자,3
1769,아픔,3
1770,격리,3
1771,관할,3
1772,심판,3
1773,내주,3
1774,성인,3
1775,정말,3
1776,미군기지,3
1777,운전면허,3
1778,이영학,3
1779,장기,3
1780,스트레스,3
1781,쌀값,3
1782,뇌사,3
1783,친형,3
1784,김해,3
1785,촛불집회,3
1786,소녀,3
1787,성남,3
1788,유기,3
1789,무사,3
1790,창원,3
1791,출국,3
1792,부동산,3
1793,캐디,3
1794,볼,3
1795,음란,3
1796,신입생,3
1797,수수,3
1798,다음주,3
1799,모색,3
