,사회단어
5299,"('당첨', 3)"
5300,"('중대', 3)"
5301,"('투숙', 3)"
5302,"('마전', 3)"
5303,"('며느리', 3)"
5304,"('전주', 3)"
5305,"('나꼼수', 3)"
5306,"('김대호', 3)"
5307,"('융', 3)"
5308,"('김영호', 3)"
5309,"('김소희', 3)"
5310,"('수뢰', 3)"
5311,"('해외여행', 3)"
5312,"('베팅', 3)"
5313,"('정렬', 3)"
5314,"('심장마비', 3)"
5315,"('체육회', 3)"
5316,"('신입생', 3)"
5317,"('낮술', 3)"
5318,"('피폭', 3)"
5319,"('날벼락', 3)"
5320,"('박상범', 3)"
5321,"('척추', 3)"
5322,"('성역', 3)"
5323,"('고발장', 3)"
5324,"('예술가', 3)"
5325,"('구속적부심', 3)"
5326,"('헌', 3)"
5327,"('정치인', 3)"
5328,"('경력', 3)"
5329,"('여성가족부', 3)"
5330,"('성균관대', 3)"
5331,"('이영하', 3)"
5332,"('가주', 3)"
5333,"('정보사', 3)"
5334,"('충주', 3)"
5335,"('장손', 3)"
5336,"('관리원', 3)"
5337,"('지식', 3)"
5338,"('리더십', 3)"
5339,"('컴버', 3)"
5340,"('링크', 3)"
5341,"('도곡동', 3)"
5342,"('변양균', 3)"
5343,"('액션', 3)"
5344,"('삼', 3)"
5345,"('실무', 3)"
5346,"('한계', 3)"
5347,"('영남대', 3)"
5348,"('식칼', 3)"
5349,"('악의', 3)"
5350,"('집필', 3)"
5351,"('산업부', 3)"
5352,"('임우재', 3)"
5353,"('의상', 3)"
5354,"('몰수', 3)"
5355,"('전우', 3)"
5356,"('역사상', 3)"
5357,"('조스', 3)"
5358,"('늦', 3)"
5359,"('무한도전', 3)"
5360,"('노년', 3)"
5361,"('배득', 3)"
5362,"('똥', 3)"
5363,"('되풀이', 3)"
5364,"('계정', 3)"
5365,"('배터리', 3)"
5366,"('폐교', 3)"
5367,"('얌체', 3)"
5368,"('굳이', 3)"
5369,"('화재현장', 3)"
5370,"('자궁', 3)"
5371,"('쓰레기통', 3)"
5372,"('선수촌', 3)"
5373,"('가로막', 3)"
5374,"('넷플릭스', 3)"
5375,"('탈영', 3)"
5376,"('정장', 3)"
5377,"('안위', 3)"
5378,"('오인', 3)"
5379,"('용변', 3)"
5380,"('궤도', 3)"
5381,"('봄철', 3)"
5382,"('지상', 3)"
5383,"('대리모', 3)"
5384,"('근절', 3)"
5385,"('안봉', 3)"
5386,"('주판', 3)"
5387,"('박근령', 3)"
5388,"('금탑', 3)"
5389,"('경기장', 3)"
5390,"('무덤', 3)"
5391,"('비탄', 3)"
5392,"('해설위원', 3)"
5393,"('관훈', 3)"
5394,"('김여정', 3)"
5395,"('강성', 3)"
5396,"('이영자', 3)"
5397,"('세척', 3)"
5398,"('식물성', 3)"
5399,"('초록', 3)"
5400,"('말라가', 3)"
5401,"('어학', 3)"
5402,"('러시아', 3)"
5403,"('갓', 3)"
5404,"('선비', 3)"
5405,"('강만수', 3)"
5406,"('야권', 3)"
5407,"('올인', 3)"
5408,"('숭숭', 3)"
5409,"('하정우', 3)"
5410,"('오리', 3)"
5411,"('연습', 3)"
5412,"('양주', 3)"
5413,"('트랙', 3)"
5414,"('어버이날', 3)"
5415,"('뻥', 3)"
5416,"('국립공원', 3)"
5417,"('물이', 3)"
5418,"('어린이날', 3)"
5419,"('발등', 3)"
5420,"('참모총장', 3)"
5421,"('우당', 3)"
5422,"('무작정', 3)"
5423,"('밀실', 3)"
5424,"('범법', 3)"
5425,"('초여름', 3)"
5426,"('쏙', 3)"
5427,"('철광', 3)"
5428,"('연평도', 3)"
5429,"('느릅나무', 3)"
5430,"('켤레', 3)"
5431,"('아이디', 3)"
5432,"('부녀회', 3)"
5433,"('고등', 3)"
5434,"('부시', 3)"
5435,"('동대문', 3)"
5436,"('안방', 3)"
5437,"('면역', 3)"
5438,"('유황', 3)"
5439,"('추출', 3)"
5440,"('젠더', 3)"
5441,"('배양', 3)"
5442,"('혼선', 3)"
5443,"('실검', 3)"
5444,"('봄비', 3)"
5445,"('발전소', 3)"
5446,"('부작용', 3)"
5447,"('협약', 3)"
5448,"('양치기', 3)"
5449,"('정시', 3)"
5450,"('비실', 3)"
5451,"('최은희', 3)"
5452,"('에어부산', 3)"
5453,"('사이비', 3)"
5454,"('깡', 3)"
5455,"('워', 3)"
5456,"('차지', 3)"
5457,"('옥사', 3)"
5458,"('젊음', 3)"
5459,"('콜라겐', 3)"
5460,"('옆구리', 3)"
5461,"('벚꽃', 3)"
5462,"('이종수', 3)"
5463,"('음해', 3)"
5464,"('울음', 3)"
5465,"('일로', 3)"
5466,"('졸라', 3)"
5467,"('고국', 3)"
5468,"('임자', 3)"
5469,"('도깨비', 3)"
5470,"('세균', 3)"
5471,"('강규', 3)"
5472,"('두둔', 3)"
5473,"('렉싱턴', 3)"
5474,"('셈', 3)"
5475,"('측정', 3)"
5476,"('바흐', 3)"
5477,"('스위스', 3)"
5478,"('부제', 3)"
5479,"('좌초', 3)"
5480,"('농구', 3)"
5481,"('이장석', 3)"
5482,"('김상균', 3)"
5483,"('이현주', 3)"
5484,"('경민', 3)"
5485,"('감기', 3)"
5486,"('김밥', 3)"
5487,"('리허설', 3)"
5488,"('초음파', 3)"
5489,"('승강기', 3)"
5490,"('코엔자임', 3)"
5491,"('수임', 3)"
5492,"('김혜선', 3)"
5493,"('무역', 3)"
5494,"('김태훈', 3)"
5495,"('의성', 3)"
5496,"('좌천', 3)"
5497,"('스노보드', 3)"
5498,"('잔', 3)"
5499,"('만사', 3)"
5500,"('형통', 3)"
5501,"('경희대', 3)"
5502,"('환대', 3)"
5503,"('스피드스케이팅', 3)"
5504,"('신동주', 3)"
5505,"('한민', 3)"
5506,"('빙판', 3)"
5507,"('함유', 3)"
5508,"('경동맥', 3)"
5509,"('노소영', 3)"
5510,"('발화점', 3)"
5511,"('방이', 3)"
5512,"('가습기', 3)"
5513,"('살균제', 3)"
5514,"('신년', 3)"
5515,"('블루', 3)"
5516,"('철상', 3)"
5517,"('미성', 3)"
5518,"('결박', 3)"
5519,"('검색어', 3)"
5520,"('미스터피자', 3)"
5521,"('꽁꽁', 3)"
5522,"('추자도', 3)"
5523,"('자의', 2)"
5524,"('미사일', 2)"
5525,"('학비', 2)"
5526,"('깔창', 2)"
5527,"('한라', 2)"
5528,"('연구자', 2)"
5529,"('최규성', 2)"
5530,"('감당', 2)"
5531,"('고갈', 2)"
5532,"('대량', 2)"
5533,"('방통위', 2)"
5534,"('총학생회', 2)"
5535,"('웹하드', 2)"
5536,"('카르텔', 2)"
5537,"('칭송', 2)"
5538,"('일리', 2)"
5539,"('경호처', 2)"
5540,"('모드', 2)"
5541,"('징수', 2)"
5542,"('포위', 2)"
5543,"('국군포로', 2)"
5544,"('틈', 2)"
5545,"('효율', 2)"
5546,"('올림픽대로', 2)"
5547,"('가카', 2)"
5548,"('루게릭', 2)"
5549,"('인조', 2)"
5550,"('빈집', 2)"
5551,"('계산', 2)"
5552,"('주휴수당', 2)"
5553,"('샷', 2)"
5554,"('년도', 2)"
5555,"('대학교', 2)"
5556,"('종로구', 2)"
5557,"('임대주택', 2)"
5558,"('강동구', 2)"
5559,"('전원책', 2)"
5560,"('러브', 2)"
5561,"('경매', 2)"
5562,"('지학', 2)"
5563,"('생물', 2)"
5564,"('정신의학', 2)"
5565,"('불성', 2)"
5566,"('쇼핑몰', 2)"
5567,"('위험성', 2)"
5568,"('설계자', 2)"
5569,"('이우일', 2)"
5570,"('수협', 2)"
5571,"('벌집', 2)"
5572,"('몸짱', 2)"
5573,"('나야', 2)"
5574,"('증설', 2)"
5575,"('이투스', 2)"
5576,"('반찬', 2)"
5577,"('인심', 2)"
5578,"('팀킴', 2)"
5579,"('공립', 2)"
5580,"('지부', 2)"
5581,"('방송광고', 2)"
5582,"('시각', 2)"
5583,"('박중훈', 2)"
5584,"('알박기', 2)"
5585,"('서천', 2)"
5586,"('제국', 2)"
5587,"('게재', 2)"
5588,"('남궁연', 2)"
5589,"('의리', 2)"
5590,"('이학', 2)"
5591,"('인면수', 2)"
5592,"('전과자', 2)"
5593,"('취소소송', 2)"
5594,"('사칭', 2)"
5595,"('홍석천', 2)"
5596,"('화웨이', 2)"
5597,"('따귀', 2)"
5598,"('오픈', 2)"
5599,"('안면', 2)"
5600,"('유급', 2)"
5601,"('널', 2)"
5602,"('관료', 2)"
5603,"('피로', 2)"
5604,"('보라', 2)"
5605,"('그루밍', 2)"
5606,"('번호판', 2)"
5607,"('복용', 2)"
5608,"('바다로', 2)"
5609,"('술김', 2)"
5610,"('스카이', 2)"
5611,"('패션디자이너', 2)"
5612,"('김수영', 2)"
5613,"('루니', 2)"
5614,"('사령탑', 2)"
5615,"('김수현', 2)"
5616,"('납부', 2)"
5617,"('이태', 2)"
5618,"('심리전', 2)"
5619,"('이해찬', 2)"
5620,"('만류', 2)"
5621,"('이창민', 2)"
5622,"('굴복', 2)"
5623,"('영산강', 2)"
5624,"('거치', 2)"
5625,"('중구', 2)"
5626,"('유차', 2)"
5627,"('국군', 2)"
5628,"('생사', 2)"
5629,"('이라크', 2)"
5630,"('원수', 2)"
5631,"('초비상', 2)"
5632,"('채소', 2)"
5633,"('억울', 2)"
5634,"('개탄', 2)"
5635,"('도끼', 2)"
5636,"('대승', 2)"
5637,"('잡음', 2)"
5638,"('빵', 2)"
5639,"('억류', 2)"
5640,"('산기', 2)"
5641,"('김형룡', 2)"
5642,"('만날', 2)"
5643,"('미끼', 2)"
5644,"('김천시', 2)"
5645,"('점주', 2)"
5646,"('공시생', 2)"
5647,"('육체노동', 2)"
5648,"('물고기', 2)"
5649,"('특집', 2)"
5650,"('무치', 2)"
5651,"('법령', 2)"
5652,"('제정', 2)"
5653,"('남서쪽', 2)"
5654,"('룸살롱', 2)"
5655,"('모함', 2)"
5656,"('앤젤리나', 2)"
5657,"('소란', 2)"
5658,"('초우', 2)"
5659,"('강옥', 2)"
5660,"('뽑기', 2)"
5661,"('태국인', 2)"
5662,"('불법체류', 2)"
5663,"('청해부대', 2)"
5664,"('우정', 2)"
5665,"('성조기', 2)"
5666,"('상속', 2)"
5667,"('대문', 2)"
5668,"('역주행', 2)"
5669,"('업적', 2)"
5670,"('공룡', 2)"
5671,"('폐암', 2)"
5672,"('지다', 2)"
5673,"('예비신부', 2)"
5674,"('전시', 2)"
5675,"('종일', 2)"
5676,"('안부', 2)"
5677,"('지침', 2)"
5678,"('뭐길', 2)"
5679,"('정신대', 2)"
5680,"('일본도', 2)"
5681,"('석궁', 2)"
5682,"('정보화', 2)"
5683,"('입찰', 2)"
5684,"('동물학대', 2)"
5685,"('허정무', 2)"
5686,"('농아인', 2)"
5687,"('거취', 2)"
5688,"('정재용', 2)"
5689,"('무단이탈', 2)"
5690,"('다행', 2)"
5691,"('한식', 2)"
5692,"('판매량', 2)"
5693,"('소방청', 2)"
5694,"('현행범', 2)"
5695,"('구매', 2)"
5696,"('도덕', 2)"
5697,"('지장', 2)"
5698,"('용칼', 2)"
5699,"('마니아', 2)"
5700,"('문성근', 2)"
5701,"('포도', 2)"
5702,"('편성', 2)"
5703,"('지은', 2)"
5704,"('늦둥이', 2)"
5705,"('놀', 2)"
5706,"('미셸', 2)"
5707,"('자서전', 2)"
5708,"('기장', 2)"
5709,"('김동건', 2)"
5710,"('문인', 2)"
5711,"('도쿄', 2)"
5712,"('감수성', 2)"
5713,"('무죄판결', 2)"
5714,"('빗물', 2)"
5715,"('이정현', 2)"
5716,"('주가', 2)"
5717,"('행태', 2)"
5718,"('발렌시아', 2)"
5719,"('윤동주', 2)"
5720,"('콕', 2)"
5721,"('이상열', 2)"
5722,"('근정훈장', 2)"
5723,"('수훈', 2)"
5724,"('예술인', 2)"
5725,"('가산', 2)"
5726,"('직권남용죄', 2)"
5727,"('해직', 2)"
5728,"('패딩', 2)"
5729,"('이방', 2)"
5730,"('은총', 2)"
5731,"('무궁화호', 2)"
5732,"('앙심', 2)"
5733,"('기념품', 2)"
5734,"('효력', 2)"
5735,"('배상금', 2)"
5736,"('압류', 2)"
5737,"('상복', 2)"
5738,"('솔로', 2)"
5739,"('병실', 2)"
5740,"('활짝', 2)"
5741,"('지방행정', 2)"
5742,"('민심', 2)"
5743,"('수다', 2)"
5744,"('신재생에너지', 2)"
5745,"('한전', 2)"
5746,"('최은영', 2)"
5747,"('재단법인', 2)"
5748,"('헬멧', 2)"
5749,"('구석', 2)"
5750,"('후원자', 2)"
5751,"('실효', 2)"
5752,"('가중', 2)"
5753,"('콘텐츠', 2)"
5754,"('형수', 2)"
5755,"('국화', 2)"
5756,"('마산', 2)"
5757,"('아리', 2)"
5758,"('전자책', 2)"
5759,"('조선닷컴', 2)"
5760,"('라이브', 2)"
5761,"('새옹지마', 2)"
5762,"('수고', 2)"
5763,"('구타', 2)"
5764,"('혼수상태', 2)"
5765,"('이촌역', 2)"
5766,"('타깃', 2)"
5767,"('살수차', 2)"
5768,"('서점', 2)"
5769,"('심경', 2)"
5770,"('지망', 2)"
5771,"('뱀', 2)"
5772,"('노약', 2)"
5773,"('초동수사', 2)"
5774,"('피트니스', 2)"
5775,"('첫사랑', 2)"
5776,"('툭툭', 2)"
5777,"('명가', 2)"
5778,"('풍수', 2)"
5779,"('컵밥', 2)"
5780,"('이영애', 2)"
5781,"('거듭', 2)"
5782,"('불지', 2)"
5783,"('일본군', 2)"
5784,"('히트', 2)"
5785,"('사하', 2)"
5786,"('합참', 2)"
5787,"('시청자', 2)"
5788,"('제목', 2)"
5789,"('외임', 2)"
5790,"('조류', 2)"
5791,"('리조트', 2)"
5792,"('악몽', 2)"
5793,"('캡틴', 2)"
5794,"('입감', 2)"
5795,"('라이트', 2)"
5796,"('유대성', 2)"
5797,"('부당이득', 2)"
5798,"('파타야', 2)"
5799,"('별도', 2)"
5800,"('판가름', 2)"
5801,"('성경제', 2)"
5802,"('국문학', 2)"
5803,"('소수', 2)"
5804,"('이호진', 2)"
5805,"('성남시', 2)"
5806,"('개도국', 2)"
5807,"('경악', 2)"
5808,"('일부러', 2)"
5809,"('세자매', 2)"
5810,"('번식', 2)"
5811,"('백범', 2)"
5812,"('만델라', 2)"
5813,"('음악회', 2)"
5814,"('최유정', 2)"
5815,"('탄압', 2)"
5816,"('분만', 2)"
5817,"('디', 2)"
5818,"('퇴치', 2)"
5819,"('이창호', 2)"
5820,"('술자리', 2)"
5821,"('참배', 2)"
5822,"('지열발전소', 2)"
5823,"('항변', 2)"
5824,"('호화', 2)"
5825,"('정유미', 2)"
5826,"('분담', 2)"
5827,"('평판', 2)"
5828,"('사도', 2)"
5829,"('자숙', 2)"
5830,"('베네통', 2)"
5831,"('건축물', 2)"
5832,"('술술', 2)"
5833,"('겁박', 2)"
5834,"('장도', 2)"
5835,"('부품', 2)"
5836,"('고속버스', 2)"
5837,"('김현중', 2)"
5838,"('팟캐스트', 2)"
5839,"('문신', 2)"
5840,"('과시', 2)"
5841,"('저희', 2)"
5842,"('로서', 2)"
5843,"('김현철', 2)"
5844,"('구경', 2)"
5845,"('유물', 2)"
5846,"('민속', 2)"
5847,"('축구팀', 2)"
5848,"('중구청', 2)"
5849,"('해지', 2)"
5850,"('거푸집', 2)"
5851,"('조두순', 2)"
5852,"('흉악', 2)"
5853,"('재발', 2)"
5854,"('출구', 2)"
5855,"('가속', 2)"
5856,"('페달', 2)"
5857,"('분수령', 2)"
5858,"('한평생', 2)"
5859,"('지킴', 2)"
5860,"('도씨', 2)"
5861,"('한국말', 2)"
5862,"('처남', 2)"
5863,"('다문화', 2)"
5864,"('매독', 2)"
5865,"('증장', 2)"
5866,"('한장', 2)"
5867,"('과기대', 2)"
5868,"('마동석', 2)"
5869,"('계부', 2)"
5870,"('강등', 2)"
5871,"('우즈베크', 2)"
5872,"('부지', 2)"
5873,"('택지', 2)"
5874,"('기생', 2)"
5875,"('문단', 2)"
5876,"('취향', 2)"
5877,"('김치', 2)"
5878,"('외환위기', 2)"
5879,"('상한', 2)"
5880,"('홈런', 2)"
5881,"('인빌', 2)"
5882,"('앨런', 2)"
5883,"('주방', 2)"
5884,"('우릴', 2)"
5885,"('가성', 2)"
5886,"('돕기', 2)"
5887,"('보이밴드', 2)"
5888,"('배트', 2)"
5889,"('볼턴', 2)"
5890,"('삽', 2)"
5891,"('방북', 2)"
5892,"('신상털기', 2)"
5893,"('화난', 2)"
5894,"('감서', 2)"
5895,"('주심', 2)"
5896,"('발레', 2)"
5897,"('로남불', 2)"
5898,"('여러가지', 2)"
5899,"('북극곰', 2)"
5900,"('횟수', 2)"
5901,"('항만', 2)"
5902,"('퇴직금', 2)"
5903,"('이발사', 2)"
5904,"('전방', 2)"
5905,"('공습', 2)"
5906,"('중사', 2)"
5907,"('종속', 2)"
5908,"('덕철', 2)"
5909,"('프레임', 2)"
5910,"('덧', 2)"
5911,"('나와라', 2)"
5912,"('장동건', 2)"
5913,"('정지용', 2)"
5914,"('가야금', 2)"
5915,"('금관', 2)"
5916,"('금수', 2)"
5917,"('보드게임', 2)"
5918,"('카시트', 2)"
5919,"('재향군인회', 2)"
5920,"('아르바이트생', 2)"
5921,"('풍자', 2)"
5922,"('느낌', 2)"
5923,"('산행', 2)"
5924,"('막바지', 2)"
5925,"('습관', 2)"
5926,"('고객정보', 2)"
5927,"('남하', 2)"
5928,"('예술상', 2)"
5929,"('이순재', 2)"
5930,"('난로', 2)"
5931,"('연평', 2)"
5932,"('수퍼맨', 2)"
5933,"('오메', 2)"
5934,"('갯벌', 2)"
5935,"('이석기', 2)"
5936,"('쾌청', 2)"
5937,"('임실', 2)"
5938,"('추도', 2)"
5939,"('현지', 2)"
5940,"('제작사', 2)"
5941,"('글자', 2)"
5942,"('김용우', 2)"
5943,"('최불암', 2)"
5944,"('경무관', 2)"
5945,"('층간소음', 2)"
5946,"('발사', 2)"
5947,"('소라넷', 2)"
5948,"('홍영표', 2)"
5949,"('한국어', 2)"
5950,"('개설', 2)"
5951,"('달걀', 2)"
5952,"('통학', 2)"
5953,"('매수', 2)"
5954,"('용품', 2)"
5955,"('종사', 2)"
5956,"('항상', 2)"
5957,"('산악', 2)"
5958,"('서밋', 2)"
5959,"('부진', 2)"
5960,"('성지', 2)"
5961,"('끼니', 2)"
5962,"('착취', 2)"
5963,"('육사', 2)"
5964,"('안치', 2)"
5965,"('연습생', 2)"
5966,"('남쪽', 2)"
5967,"('구체', 2)"
5968,"('역행', 2)"
5969,"('코리안', 2)"
5970,"('젝스키스', 2)"
5971,"('최고점', 2)"
5972,"('교내', 2)"
5973,"('동력', 2)"
5974,"('숲길', 2)"
5975,"('불균형', 2)"
5976,"('형상', 2)"
5977,"('펜', 2)"
5978,"('스파이', 2)"
5979,"('이어진', 2)"
5980,"('아픔', 2)"
5981,"('소개팅', 2)"
5982,"('권오현', 2)"
5983,"('호세', 2)"
5984,"('녹색', 2)"
5985,"('복권', 2)"
5986,"('언어', 2)"
5987,"('백두산호랑이', 2)"
5988,"('여론조사', 2)"
5989,"('법치', 2)"
5990,"('망언', 2)"
5991,"('세종대왕', 2)"
5992,"('각', 2)"
5993,"('온기', 2)"
5994,"('이외수', 2)"
5995,"('응수', 2)"
5996,"('시베리아', 2)"
5997,"('호랑이', 2)"
5998,"('그리스', 2)"
5999,"('아산', 2)"
6000,"('메시', 2)"
6001,"('외솔', 2)"
6002,"('오세훈', 2)"
6003,"('롤러코스터', 2)"
6004,"('개보', 2)"
6005,"('공략', 2)"
6006,"('피켓', 2)"
6007,"('질의', 2)"
6008,"('전가', 2)"
6009,"('에버랜드', 2)"
6010,"('풍선', 2)"
6011,"('정상화', 2)"
6012,"('살인자', 2)"
6013,"('이유정', 2)"
6014,"('첫서리', 2)"
6015,"('통학로', 2)"
6016,"('최정', 2)"
6017,"('다큐멘터리', 2)"
6018,"('김범수', 2)"
6019,"('초범', 2)"
6020,"('형아', 2)"
6021,"('업종', 2)"
6022,"('물량', 2)"
6023,"('황우석', 2)"
6024,"('기재', 2)"
6025,"('동승', 2)"
6026,"('팬티', 2)"
6027,"('불쾌감', 2)"
6028,"('폭스뉴스', 2)"
6029,"('오기', 2)"
6030,"('루이뷔통', 2)"
6031,"('더페이스샵', 2)"
6032,"('피어', 2)"
6033,"('웰다잉', 2)"
6034,"('축구장', 2)"
6035,"('마곡', 2)"
6036,"('다이어트', 2)"
6037,"('크게', 2)"
6038,"('센서', 2)"
6039,"('허둥지둥', 2)"
6040,"('왕국', 2)"
6041,"('이슈', 2)"
6042,"('불씨', 2)"
6043,"('거미', 2)"
6044,"('공직', 2)"
6045,"('권씨', 2)"
6046,"('지주', 2)"
6047,"('과실치사', 2)"
6048,"('혼동', 2)"
6049,"('관도', 2)"
6050,"('요인', 2)"
6051,"('불산', 2)"
6052,"('약식', 2)"
6053,"('사실혼', 2)"
6054,"('연주자', 2)"
6055,"('보훈처', 2)"
6056,"('에리', 2)"
6057,"('외고', 2)"
6058,"('김인', 2)"
6059,"('김신혜', 2)"
6060,"('코스트코', 2)"
6061,"('보문산', 2)"
6062,"('병력', 2)"
6063,"('은평', 2)"
6064,"('한문', 2)"
6065,"('아마존', 2)"
6066,"('고단', 2)"
6067,"('로맨스', 2)"
6068,"('프리미엄', 2)"
6069,"('욱일기', 2)"
6070,"('풀꽃', 2)"
6071,"('마카롱', 2)"
6072,"('대고', 2)"
6073,"('주례', 2)"
6074,"('땜질', 2)"
6075,"('페루', 2)"
6076,"('숙제', 2)"
6077,"('지출', 2)"
6078,"('졸', 2)"
6079,"('예고편', 2)"
6080,"('현기환', 2)"
6081,"('사시', 2)"
6082,"('북진', 2)"
6083,"('거물', 2)"
6084,"('전편', 2)"
6085,"('서열', 2)"
6086,"('국가주석', 2)"
6087,"('금리', 2)"
6088,"('가까이', 2)"
6089,"('공론', 2)"
6090,"('강경', 2)"
6091,"('퍼뜨려', 2)"
6092,"('유성기업', 2)"
6093,"('음성군', 2)"
6094,"('산후', 2)"
6095,"('우울', 2)"
6096,"('쩌렁쩌렁', 2)"
6097,"('도봉산', 2)"
6098,"('독자', 2)"
6099,"('기본권', 2)"
6100,"('독립운동가', 2)"
6101,"('서훈', 2)"
6102,"('잔소리', 2)"
6103,"('완치', 2)"
6104,"('괘씸죄', 2)"
6105,"('걸작', 2)"
6106,"('일생', 2)"
6107,"('지끈', 2)"
6108,"('주교', 2)"
6109,"('렌즈', 2)"
6110,"('헌화', 2)"
6111,"('송시열', 2)"
6112,"('금속노조', 2)"
6113,"('도시철도', 2)"
6114,"('저격', 2)"
6115,"('관할', 2)"
6116,"('소년법', 2)"
6117,"('왕년', 2)"
6118,"('일진', 2)"
6119,"('순방', 2)"
6120,"('북선', 2)"
6121,"('고기압', 2)"
6122,"('하트', 2)"
6123,"('사전구속영장', 2)"
6124,"('김삼', 2)"
6125,"('공연장', 2)"
6126,"('김성진', 2)"
6127,"('리걸', 2)"
6128,"('판도', 2)"
6129,"('성사', 2)"
6130,"('베테', 2)"
6131,"('다국적', 2)"
6132,"('칠', 2)"
6133,"('장기간', 2)"
6134,"('소형', 2)"
6135,"('베를린', 2)"
6136,"('홍채', 2)"
6137,"('시즌', 2)"
6138,"('공제', 2)"
6139,"('계명', 2)"
6140,"('경청', 2)"
6141,"('수주', 2)"
6142,"('날개', 2)"
6143,"('법안', 2)"
6144,"('발의', 2)"
6145,"('공자', 2)"
6146,"('아시', 2)"
6147,"('덤프트럭', 2)"
6148,"('식기', 2)"
6149,"('설상가상', 2)"
6150,"('사면초가', 2)"
6151,"('교단', 2)"
6152,"('텍사스', 2)"
6153,"('장학생', 2)"
6154,"('사기죄', 2)"
6155,"('검역', 2)"
6156,"('비중', 2)"
6157,"('경사', 2)"
6158,"('마침내', 2)"
6159,"('김상조', 2)"
6160,"('최신', 2)"
6161,"('아이폰', 2)"
6162,"('완', 2)"
6163,"('행세', 2)"
6164,"('청명', 2)"
6165,"('스타일', 2)"
6166,"('황철', 2)"
6167,"('마크로', 2)"
6168,"('생선', 2)"
6169,"('술병', 2)"
6170,"('고령자', 2)"
6171,"('토리', 2)"
6172,"('장난감', 2)"
6173,"('로타리', 2)"
6174,"('전기요금', 2)"
6175,"('생활고', 2)"
6176,"('육지', 2)"
6177,"('시흥', 2)"
6178,"('수목원', 2)"
6179,"('강원영동', 2)"
6180,"('묘수', 2)"
6181,"('게임중독', 2)"
6182,"('두드러기', 2)"
6183,"('대세', 2)"
6184,"('사옥', 2)"
6185,"('탈바꿈', 2)"
6186,"('도생', 2)"
6187,"('귀성', 2)"
6188,"('간병인', 2)"
6189,"('향가', 2)"
6190,"('어민', 2)"
6191,"('우도', 2)"
6192,"('중도', 2)"
6193,"('우왕좌왕', 2)"
6194,"('은행나무', 2)"
6195,"('비즈니스', 2)"
6196,"('다독', 2)"
6197,"('사다리', 2)"
6198,"('캐비닛', 2)"
6199,"('모자', 2)"
6200,"('노벨상', 2)"
6201,"('꽝', 2)"
6202,"('김성규', 2)"
6203,"('회관', 2)"
