,사회단어
12096,"('적신호', 1)"
12097,"('상록', 1)"
12098,"('딘커우', 1)"
12099,"('단순', 1)"
12100,"('노가다', 1)"
12101,"('코이카', 1)"
12102,"('이천', 1)"
12103,"('방방곡곡', 1)"
12104,"('스포츠카', 1)"
12105,"('다이내믹', 1)"
12106,"('본능', 1)"
12107,"('이재혁', 1)"
12108,"('릭', 1)"
12109,"('사가', 1)"
12110,"('카피', 1)"
12111,"('하이닉스', 1)"
12112,"('롬복', 1)"
12113,"('칼슘', 1)"
12114,"('밀키', 1)"
12115,"('고등어', 1)"
12116,"('추어탕', 1)"
12117,"('전투식량', 1)"
12118,"('치위생사', 1)"
12119,"('남북관계', 1)"
12120,"('훈풍', 1)"
12121,"('진밭', 1)"
12122,"('강제해산', 1)"
12123,"('커버', 1)"
12124,"('좀도둑', 1)"
12125,"('양산', 1)"
12126,"('노항', 1)"
12127,"('화표', 1)"
12128,"('직립', 1)"
12129,"('한시', 1)"
12130,"('느릅', 1)"
12131,"('나루', 1)"
12132,"('양극화', 1)"
12133,"('통폐합', 1)"
12134,"('변제', 1)"
12135,"('동석', 1)"
12136,"('임상훈', 1)"
12137,"('탯줄', 1)"
12138,"('영결', 1)"
12139,"('엄수', 1)"
12140,"('염두', 1)"
12141,"('책방', 1)"
12142,"('초밥', 1)"
12143,"('여덟', 1)"
12144,"('연하남', 1)"
12145,"('히든카드', 1)"
12146,"('무적', 1)"
12147,"('박흥식', 1)"
12148,"('업무방해죄', 1)"
12149,"('데스', 1)"
12150,"('하수도', 1)"
12151,"('한예슬', 1)"
12152,"('지방종', 1)"
12153,"('소집', 1)"
12154,"('웅변', 1)"
12155,"('가까스로', 1)"
12156,"('이주천', 1)"
12157,"('강지택', 1)"
12158,"('피천득', 1)"
12159,"('마침표', 1)"
12160,"('앵무새', 1)"
12161,"('탄로', 1)"
12162,"('수열', 1)"
12163,"('공해', 1)"
12164,"('소등', 1)"
12165,"('등화', 1)"
12166,"('측정기', 1)"
12167,"('방음', 1)"
12168,"('결석', 1)"
12169,"('절약', 1)"
12170,"('드라이브', 1)"
12171,"('필수품', 1)"
12172,"('삼총사', 1)"
12173,"('환경마크', 1)"
12174,"('탄소발자국', 1)"
12175,"('그린카드', 1)"
12176,"('푸르른', 1)"
12177,"('자족', 1)"
12178,"('백지', 1)"
12179,"('삼청동', 1)"
12180,"('벽화', 1)"
12181,"('기념물', 1)"
12182,"('두루미', 1)"
12183,"('경전', 1)"
12184,"('태동', 1)"
12185,"('왕빛나', 1)"
12186,"('양천구', 1)"
12187,"('나비', 1)"
12188,"('웅진', 1)"
12189,"('김희', 1)"
12190,"('빡빡이', 1)"
12191,"('청중', 1)"
12192,"('완모', 1)"
12193,"('수유', 1)"
12194,"('김현자', 1)"
12195,"('생물공학', 1)"
12196,"('은희', 1)"
12197,"('이설주', 1)"
12198,"('계승', 1)"
12199,"('윤용', 1)"
12200,"('영부인', 1)"
12201,"('장충식', 1)"
12202,"('카포네', 1)"
12203,"('자도', 1)"
12204,"('아리수', 1)"
12205,"('늪', 1)"
12206,"('감동', 1)"
12207,"('강소기업', 1)"
12208,"('짜오', 1)"
12209,"('베트남어', 1)"
12210,"('유가', 1)"
12211,"('후농', 1)"
12212,"('김상현', 1)"
12213,"('은밀', 1)"
12214,"('일각', 1)"
12215,"('용두사미', 1)"
12216,"('기조', 1)"
12217,"('한림', 1)"
12218,"('김영순', 1)"
12219,"('트릭', 1)"
12220,"('김균', 1)"
12221,"('정병', 1)"
12222,"('최경숙', 1)"
12223,"('조빈', 1)"
12224,"('준호', 1)"
12225,"('매실', 1)"
12226,"('폭행죄', 1)"
12227,"('이익환', 1)"
12228,"('은인', 1)"
12229,"('자중', 1)"
12230,"('등진', 1)"
12231,"('노비', 1)"
12232,"('다산', 1)"
12233,"('신도시', 1)"
12234,"('노하우', 1)"
12235,"('바둑기사', 1)"
12236,"('시드', 1)"
12237,"('영사', 1)"
12238,"('유산균', 1)"
12239,"('원단', 1)"
12240,"('파마', 1)"
12241,"('비유', 1)"
12242,"('법규', 1)"
12243,"('해주', 1)"
12244,"('주르륵', 1)"
12245,"('최경란', 1)"
12246,"('비토', 1)"
12247,"('리오', 1)"
12248,"('현악사중주', 1)"
12249,"('에스', 1)"
12250,"('콰르텟', 1)"
12251,"('모어', 1)"
12252,"('홀', 1)"
12253,"('들풀', 1)"
12254,"('일터', 1)"
12255,"('절로', 1)"
12256,"('의주', 1)"
12257,"('이병호', 1)"
12258,"('언론보도', 1)"
12259,"('너희', 1)"
12260,"('군번', 1)"
12261,"('묵비권', 1)"
12262,"('색출', 1)"
12263,"('마포구', 1)"
12264,"('코드명', 1)"
12265,"('닉네임', 1)"
12266,"('김수자', 1)"
12267,"('삼양식품', 1)"
12268,"('보제', 1)"
12269,"('기계', 1)"
12270,"('배내', 1)"
12271,"('인승', 1)"
12272,"('개체군', 1)"
12273,"('에이', 1)"
12274,"('리설주', 1)"
12275,"('주치의', 1)"
12276,"('대수', 1)"
12277,"('천원', 1)"
12278,"('삼릉', 1)"
12279,"('오계', 1)"
12280,"('기표', 1)"
12281,"('텍', 1)"
12282,"('오영근', 1)"
12283,"('림', 1)"
12284,"('부커상', 1)"
12285,"('폴슨', 1)"
12286,"('윤여진', 1)"
12287,"('아이린', 1)"
12288,"('녹지', 1)"
12289,"('후견인', 1)"
12290,"('전례', 1)"
12291,"('시청률', 1)"
12292,"('김우중', 1)"
12293,"('할꼬', 1)"
12294,"('바란', 1)"
12295,"('펑', 1)"
12296,"('대책위', 1)"
12297,"('동주', 1)"
12298,"('말뚝', 1)"
12299,"('친척', 1)"
12300,"('서구', 1)"
12301,"('가좌동', 1)"
12302,"('독', 1)"
12303,"('텅스텐', 1)"
12304,"('매형', 1)"
12305,"('구영주', 1)"
12306,"('머티리얼즈', 1)"
12307,"('우량계', 1)"
12308,"('김연', 1)"
12309,"('버닝', 1)"
12310,"('다빈치', 1)"
12311,"('에세이', 1)"
12312,"('아세안', 1)"
12313,"('매물도', 1)"
12314,"('척척', 1)"
12315,"('막내딸', 1)"
12316,"('엎', 1)"
12317,"('극약', 1)"
12318,"('최상기', 1)"
12319,"('친정', 1)"
12320,"('유보', 1)"
12321,"('비행장', 1)"
12322,"('지용', 1)"
12323,"('줌', 1)"
12324,"('합장', 1)"
12325,"('아보', 1)"
12326,"('종용', 1)"
12327,"('조종간', 1)"
12328,"('동운', 1)"
12329,"('반선', 1)"
12330,"('안은정', 1)"
12331,"('봄봄', 1)"
12332,"('면역성', 1)"
12333,"('임상심리학', 1)"
12334,"('김영자', 1)"
12335,"('외난', 1)"
12336,"('다나', 1)"
12337,"('마나', 1)"
12338,"('퉁', 1)"
12339,"('박정자', 1)"
12340,"('박웅', 1)"
12341,"('우후죽순', 1)"
12342,"('상아탑', 1)"
12343,"('팅', 1)"
12344,"('양의지', 1)"
12345,"('곽씨', 1)"
12346,"('영양실조', 1)"
12347,"('의정', 1)"
12348,"('양창식', 1)"
12349,"('외송평', 1)"
12350,"('서재필', 1)"
12351,"('오희', 1)"
12352,"('박남규', 1)"
12353,"('고규영', 1)"
12354,"('호암상', 1)"
12355,"('고형', 1)"
12356,"('유심', 1)"
12357,"('시원', 1)"
12358,"('공모자', 1)"
12359,"('무보수', 1)"
12360,"('웨딩홀', 1)"
12361,"('국치', 1)"
12362,"('황현', 1)"
12363,"('초딩', 1)"
12364,"('일과표', 1)"
12365,"('살인마', 1)"
12366,"('박정준', 1)"
12367,"('우즈', 1)"
12368,"('마스터', 1)"
12369,"('미술사학', 1)"
12370,"('감포', 1)"
12371,"('흠집', 1)"
12372,"('난장판', 1)"
12373,"('콧물', 1)"
12374,"('호흡기', 1)"
12375,"('숙련', 1)"
12376,"('채운', 1)"
12377,"('출혈', 1)"
12378,"('붓기', 1)"
12379,"('주입', 1)"
12380,"('가슴성형', 1)"
12381,"('분화', 1)"
12382,"('대판', 1)"
12383,"('총명', 1)"
12384,"('능환', 1)"
12385,"('바가지', 1)"
12386,"('접경', 1)"
12387,"('만하', 1)"
12388,"('파랑색', 1)"
12389,"('오징어', 1)"
12390,"('벽장', 1)"
12391,"('노곡면', 1)"
12392,"('중순', 1)"
12393,"('강석', 1)"
12394,"('탱크로리', 1)"
12395,"('개간', 1)"
12396,"('조립', 1)"
12397,"('넉', 1)"
12398,"('명복', 1)"
12399,"('뭐더', 1)"
12400,"('눈꽃', 1)"
12401,"('채진', 1)"
12402,"('가량', 1)"
12403,"('이용갑', 1)"
12404,"('지브리', 1)"
12405,"('다카', 1)"
12406,"('하타', 1)"
12407,"('이사오', 1)"
12408,"('간송', 1)"
12409,"('이시훈', 1)"
12410,"('국광', 1)"
12411,"('오삼', 1)"
12412,"('박혜선', 1)"
12413,"('아동문학', 1)"
12414,"('본상', 1)"
12415,"('김인철', 1)"
12416,"('다운', 1)"
12417,"('방년', 1)"
12418,"('세입', 1)"
12419,"('독립선언서', 1)"
12420,"('버스사고', 1)"
12421,"('잔칫날', 1)"
12422,"('패치', 1)"
12423,"('호사', 1)"
12424,"('풍경화', 1)"
12425,"('해발', 1)"
12426,"('들고양이', 1)"
12427,"('하울', 1)"
12428,"('하버드', 1)"
12429,"('여포', 1)"
12430,"('최종은', 1)"
12431,"('목매', 1)"
12432,"('누운', 1)"
12433,"('샤이니', 1)"
12434,"('온유', 1)"
12435,"('텅빈', 1)"
12436,"('빽빽', 1)"
12437,"('신동욱', 1)"
12438,"('작두', 1)"
12439,"('코퍼레이션', 1)"
12440,"('궐석재판', 1)"
12441,"('등장인물', 1)"
12442,"('무직', 1)"
12443,"('멍에', 1)"
12444,"('윤아', 1)"
12445,"('치과교정학', 1)"
12446,"('윤방', 1)"
12447,"('시민행동', 1)"
12448,"('정재훈', 1)"
12449,"('수력', 1)"
12450,"('박성', 1)"
12451,"('박재갑', 1)"
12452,"('항해사', 1)"
12453,"('무성', 1)"
12454,"('변인', 1)"
12455,"('아듀', 1)"
12456,"('야생화', 1)"
12457,"('이희호', 1)"
12458,"('집기', 1)"
12459,"('추락사고', 1)"
12460,"('고등학생', 1)"
12461,"('지핀', 1)"
12462,"('박민우', 1)"
12463,"('처우', 1)"
12464,"('담장', 1)"
12465,"('네스트', 1)"
12466,"('김익환', 1)"
12467,"('장님', 1)"
12468,"('주책', 1)"
12469,"('식목일', 1)"
12470,"('비긴', 1)"
12471,"('고요', 1)"
12472,"('박주훈', 1)"
12473,"('김영제', 1)"
12474,"('엎다', 1)"
12475,"('박지윤', 1)"
12476,"('악장', 1)"
12477,"('변심', 1)"
12478,"('분류', 1)"
12479,"('기보', 1)"
12480,"('상경', 1)"
12481,"('볼링', 1)"
12482,"('스타킹', 1)"
12483,"('전신주', 1)"
12484,"('씌어', 1)"
12485,"('사선', 1)"
12486,"('이종림', 1)"
12487,"('관건', 1)"
12488,"('가시거리', 1)"
12489,"('증명서', 1)"
12490,"('조수진', 1)"
12491,"('황영기', 1)"
12492,"('선재', 1)"
12493,"('마마', 1)"
12494,"('여럿', 1)"
12495,"('통한', 1)"
12496,"('유방', 1)"
12497,"('만드', 1)"
12498,"('리콴유', 1)"
12499,"('통치', 1)"
12500,"('왜가리', 1)"
12501,"('아날로그', 1)"
12502,"('새마을호', 1)"
12503,"('충직', 1)"
12504,"('내시', 1)"
12505,"('김처선', 1)"
12506,"('갈라', 1)"
12507,"('외삼촌', 1)"
12508,"('최진희', 1)"
12509,"('호떡', 1)"
12510,"('전성기', 1)"
12511,"('신기루', 1)"
12512,"('결방', 1)"
12513,"('출하', 1)"
12514,"('국청', 1)"
12515,"('이주호', 1)"
12516,"('보아오', 1)"
12517,"('테슬라', 1)"
12518,"('월봉', 1)"
12519,"('저작', 1)"
12520,"('송이', 1)"
12521,"('주량', 1)"
12522,"('스튜', 1)"
12523,"('핏', 1)"
12524,"('봉책', 1)"
12525,"('산더미', 1)"
12526,"('과포', 1)"
12527,"('임시변통', 1)"
12528,"('강간죄', 1)"
12529,"('결선', 1)"
12530,"('폐막', 1)"
12531,"('한지', 1)"
12532,"('젠데', 1)"
12533,"('답변서', 1)"
12534,"('팬카페', 1)"
12535,"('정연주', 1)"
12536,"('장자연', 1)"
12537,"('골드바', 1)"
12538,"('복지관', 1)"
12539,"('미지수', 1)"
12540,"('철창', 1)"
12541,"('집집', 1)"
12542,"('어쩌란', 1)"
12543,"('뻐근', 1)"
12544,"('토대', 1)"
12545,"('초입', 1)"
12546,"('남로당', 1)"
12547,"('전남도', 1)"
12548,"('입후보', 1)"
12549,"('대기권', 1)"
12550,"('만우절', 1)"
12551,"('구가', 1)"
12552,"('현주소', 1)"
12553,"('안점순', 1)"
12554,"('박재민', 1)"
12555,"('난정', 1)"
12556,"('황성현', 1)"
12557,"('재정학', 1)"
12558,"('왈', 1)"
12559,"('리드', 1)"
12560,"('벨벳', 1)"
12561,"('에이핑크', 1)"
12562,"('와중', 1)"
12563,"('방송인', 1)"
12564,"('직업병', 1)"
12565,"('화형식', 1)"
12566,"('포티', 1)"
12567,"('진의', 1)"
12568,"('페논', 1)"
12569,"('진모', 1)"
12570,"('공황장애', 1)"
12571,"('과총', 1)"
12572,"('적정기술', 1)"
12573,"('김창원', 1)"
12574,"('권평오', 1)"
12575,"('상진', 1)"
12576,"('장임', 1)"
12577,"('입법학', 1)"
12578,"('임재', 1)"
12579,"('구강', 1)"
12580,"('틴', 1)"
12581,"('노벨평화상', 1)"
12582,"('조목조목', 1)"
12583,"('얘', 1)"
12584,"('고무', 1)"
12585,"('불법무기', 1)"
12586,"('국회사무처', 1)"
12587,"('아이러니', 1)"
12588,"('김동오', 1)"
12589,"('이상재', 1)"
12590,"('진태', 1)"
12591,"('국한', 1)"
12592,"('임병규', 1)"
12593,"('해운', 1)"
12594,"('전란', 1)"
12595,"('정혜원', 1)"
12596,"('톱콘', 1)"
12597,"('안과', 1)"
12598,"('이한호', 1)"
12599,"('조성진', 1)"
12600,"('굿판', 1)"
12601,"('언론노조', 1)"
12602,"('맹', 1)"
12603,"('탄약', 1)"
12604,"('정주', 1)"
12605,"('봉문', 1)"
12606,"('지서', 1)"
12607,"('김용민', 1)"
12608,"('보톡스', 1)"
12609,"('수납', 1)"
12610,"('소일본', 1)"
12611,"('조한철', 1)"
12612,"('김명곤', 1)"
12613,"('고창', 1)"
12614,"('한진우', 1)"
12615,"('김묘', 1)"
12616,"('이채', 1)"
12617,"('순의', 1)"
12618,"('정경화', 1)"
12619,"('몸부림', 1)"
12620,"('신문기자', 1)"
12621,"('탐색', 1)"
12622,"('김병원', 1)"
12623,"('경정', 1)"
12624,"('코카서스', 1)"
12625,"('에어포트', 1)"
12626,"('원더풀', 1)"
12627,"('합산', 1)"
12628,"('동일', 1)"
12629,"('무기명', 1)"
12630,"('간접흡연', 1)"
12631,"('주중', 1)"
12632,"('대기오염', 1)"
12633,"('분산', 1)"
12634,"('처리량', 1)"
12635,"('한강대교', 1)"
12636,"('스코틀랜드', 1)"
12637,"('에든버러', 1)"
12638,"('해리포터', 1)"
12639,"('하이랜드', 1)"
12640,"('코스트', 1)"
12641,"('불청객', 1)"
12642,"('전공노', 1)"
12643,"('카약', 1)"
12644,"('버기카', 1)"
12645,"('칭다오', 1)"
12646,"('절경', 1)"
12647,"('관문', 1)"
12648,"('완벽', 1)"
12649,"('소프트', 1)"
12650,"('랜딩', 1)"
12651,"('봄빛', 1)"
12652,"('더욱', 1)"
12653,"('소도시', 1)"
12654,"('표지판', 1)"
12655,"('평일', 1)"
12656,"('쇼미더머니', 1)"
12657,"('재시', 1)"
12658,"('옐로카드', 1)"
12659,"('답답', 1)"
12660,"('박학용', 1)"
12661,"('디지털타임스', 1)"
12662,"('마시모', 1)"
12663,"('자네', 1)"
12664,"('티', 1)"
12665,"('기필', 1)"
12666,"('마네킹', 1)"
12667,"('한동대', 1)"
12668,"('차범근', 1)"
12669,"('축구상', 1)"
12670,"('불기소처분', 1)"
12671,"('치아', 1)"
12672,"('협동', 1)"
12673,"('해조류', 1)"
12674,"('방해꾼', 1)"
12675,"('저림', 1)"
12676,"('어지럼증', 1)"
12677,"('옥스팜', 1)"
12678,"('시발', 1)"
12679,"('지형도', 1)"
12680,"('공시', 1)"
12681,"('용적', 1)"
12682,"('체인지', 1)"
12683,"('메이커', 1)"
12684,"('행성', 1)"
12685,"('기혼', 1)"
12686,"('대다수', 1)"
12687,"('오션', 1)"
12688,"('불기', 1)"
12689,"('연골', 1)"
12690,"('청정기', 1)"
12691,"('정맥', 1)"
12692,"('탁월', 1)"
12693,"('연안', 1)"
12694,"('기대수명', 1)"
12695,"('공세', 1)"
12696,"('이우환', 1)"
12697,"('갈기', 1)"
12698,"('냉정', 1)"
12699,"('단역배우', 1)"
12700,"('참회', 1)"
12701,"('조사석', 1)"
12702,"('백퍼센트', 1)"
12703,"('서민우', 1)"
12704,"('심정지', 1)"
12705,"('신은경', 1)"
12706,"('강종석', 1)"
12707,"('메트라이프', 1)"
12708,"('바위', 1)"
12709,"('트램', 1)"
12710,"('승강장', 1)"
12711,"('매점', 1)"
12712,"('못내', 1)"
12713,"('폭침', 1)"
12714,"('옐로우', 1)"
12715,"('케미', 1)"
12716,"('소녀시대', 1)"
12717,"('뱃머리', 1)"
12718,"('불안감', 1)"
12719,"('옷가게', 1)"
12720,"('중외', 1)"
12721,"('구미시청', 1)"
12722,"('순덕', 1)"
12723,"('치하', 1)"
12724,"('김자', 1)"
12725,"('은탑', 1)"
12726,"('양수영', 1)"
12727,"('수녀', 1)"
12728,"('약체', 1)"
12729,"('승승장구', 1)"
12730,"('살림', 1)"
12731,"('구라', 1)"
12732,"('광견병', 1)"
12733,"('논평', 1)"
12734,"('히어로즈', 1)"
12735,"('케이블카', 1)"
12736,"('휘문고', 1)"
12737,"('초고', 1)"
12738,"('신중현', 1)"
12739,"('명정', 1)"
12740,"('강씨', 1)"
12741,"('폭제', 1)"
12742,"('여단', 1)"
12743,"('이주노', 1)"
12744,"('이머징마켓', 1)"
12745,"('앞날', 1)"
12746,"('불검', 1)"
12747,"('악기', 1)"
12748,"('경향', 1)"
12749,"('이병규', 1)"
12750,"('김강산', 1)"
12751,"('골프클럽', 1)"
12752,"('주주', 1)"
12753,"('콩밥', 1)"
12754,"('장거리', 1)"
12755,"('퇴짜', 1)"
12756,"('북도', 1)"
12757,"('텔레콤', 1)"
12758,"('초임', 1)"
12759,"('하디', 1)"
12760,"('나무숲', 1)"
12761,"('사절', 1)"
12762,"('군법무관', 1)"
12763,"('길터', 1)"
12764,"('남대식', 1)"
12765,"('이상진', 1)"
12766,"('유소영', 1)"
12767,"('광열', 1)"
12768,"('강학', 1)"
12769,"('최형수', 1)"
12770,"('한용운', 1)"
12771,"('단체행동권', 1)"
12772,"('찬반논란', 1)"
12773,"('무려', 1)"
12774,"('김다혜', 1)"
12775,"('채완직', 1)"
12776,"('뽀뽀', 1)"
12777,"('기선', 1)"
12778,"('급락', 1)"
12779,"('국민은행', 1)"
12780,"('남성만', 1)"
12781,"('민방위', 1)"
12782,"('이태임', 1)"
12783,"('조동호', 1)"
12784,"('빙부', 1)"
12785,"('던지기', 1)"
12786,"('인장', 1)"
12787,"('잠원동', 1)"
12788,"('테니스장', 1)"
12789,"('류여해', 1)"
12790,"('주모', 1)"
12791,"('공포영화', 1)"
12792,"('영화아카데미', 1)"
12793,"('노현정', 1)"
12794,"('정주영', 1)"
12795,"('제사', 1)"
12796,"('궂', 1)"
12797,"('춘분', 1)"
12798,"('진눈깨비', 1)"
12799,"('천태종', 1)"
12800,"('김영상', 1)"
12801,"('전국동시', 1)"
12802,"('노성훈', 1)"
12803,"('홍조', 1)"
12804,"('섹스', 1)"
12805,"('복리', 1)"
12806,"('후생', 1)"
12807,"('시력', 1)"
12808,"('돈값', 1)"
12809,"('사복', 1)"
12810,"('겉옷', 1)"
12811,"('스팸', 1)"
12812,"('병문안', 1)"
12813,"('하청', 1)"
12814,"('환경미화원', 1)"
12815,"('룸싸롱', 1)"
12816,"('타오', 1)"
12817,"('김재화', 1)"
12818,"('분당차병원', 1)"
12819,"('이원', 1)"
12820,"('황사손', 1)"
12821,"('이경숙', 1)"
12822,"('해협', 1)"
12823,"('해전', 1)"
12824,"('종현', 1)"
12825,"('흥사단', 1)"
12826,"('검찰소환', 1)"
12827,"('방통심의위', 1)"
12828,"('스트라이크', 1)"
12829,"('강당', 1)"
12830,"('김영주', 1)"
12831,"('횡포', 1)"
12832,"('도발', 1)"
12833,"('강단', 1)"
12834,"('조리사', 1)"
12835,"('해부', 1)"
12836,"('비문', 1)"
12837,"('나름', 1)"
12838,"('권희덕', 1)"
12839,"('홍우준', 1)"
12840,"('잦아드', 1)"
12841,"('우이', 1)"
12842,"('출고', 1)"
12843,"('품앗이', 1)"
12844,"('채무', 1)"
12845,"('김도연', 1)"
12846,"('맹장', 1)"
12847,"('띤', 1)"
12848,"('시선', 1)"
12849,"('강민희', 1)"
12850,"('월요병', 1)"
12851,"('리카싱', 1)"
12852,"('김동기', 1)"
12853,"('안현호', 1)"
12854,"('박태준', 1)"
12855,"('덩샤오핑', 1)"
12856,"('토스트', 1)"
12857,"('세찬', 1)"
12858,"('영문', 1)"
12859,"('건전', 1)"
12860,"('단결', 1)"
12861,"('어그', 1)"
12862,"('의정부시', 1)"
12863,"('애정', 1)"
12864,"('주시', 1)"
12865,"('손학규', 1)"
12866,"('양잿물', 1)"
12867,"('매치', 1)"
12868,"('경관', 1)"
12869,"('김금희', 1)"
12870,"('북방', 1)"
12871,"('김세헌', 1)"
12872,"('유명진', 1)"
12873,"('조선뉴스프레스', 1)"
12874,"('가공', 1)"
12875,"('신데렐라', 1)"
12876,"('홈스', 1)"
12877,"('창경궁', 1)"
12878,"('온실', 1)"
12879,"('빠듯한데', 1)"
12880,"('실의', 1)"
12881,"('돈줄', 1)"
12882,"('표어', 1)"
12883,"('초중고생', 1)"
12884,"('국가기록원', 1)"
12885,"('기록관리', 1)"
12886,"('램프', 1)"
12887,"('립스틱', 1)"
12888,"('교민', 1)"
12889,"('무분별', 1)"
12890,"('상언', 1)"
12891,"('그림책', 1)"
12892,"('테크놀로지', 1)"
12893,"('장진우', 1)"
12894,"('바이엘', 1)"
12895,"('엔터', 1)"
12896,"('대통령제', 1)"
12897,"('손수건', 1)"
12898,"('일념', 1)"
12899,"('추미애', 1)"
12900,"('기네스북', 1)"
12901,"('외투', 1)"
12902,"('백약', 1)"
12903,"('이득', 1)"
12904,"('과학계', 1)"
12905,"('트리플', 1)"
12906,"('재정난', 1)"
12907,"('사립대', 1)"
12908,"('요로감염', 1)"
12909,"('박진호', 1)"
12910,"('모굴스키', 1)"
12911,"('최재우', 1)"
12912,"('김지헌', 1)"
12913,"('읍', 1)"
12914,"('연쇄살인', 1)"
12915,"('키이스트', 1)"
12916,"('차익', 1)"
12917,"('꼬리곰탕', 1)"
12918,"('사과글', 1)"
12919,"('소송도', 1)"
12920,"('면목', 1)"
12921,"('환일', 1)"
12922,"('철통', 1)"
12923,"('메트', 1)"
12924,"('회계원', 1)"
12925,"('그뢰닝', 1)"
12926,"('신수정', 1)"
12927,"('민방', 1)"
12928,"('상교', 1)"
12929,"('광복회', 1)"
12930,"('폐해', 1)"
12931,"('담낭', 1)"
12932,"('병상', 1)"
12933,"('꼴찌', 1)"
12934,"('면전', 1)"
12935,"('선포', 1)"
12936,"('빈민', 1)"
12937,"('랩퍼', 1)"
12938,"('던말릭', 1)"
12939,"('스킨십', 1)"
12940,"('충남도지사', 1)"
12941,"('동헌', 1)"
12942,"('탕감', 1)"
12943,"('이상원', 1)"
12944,"('송경호', 1)"
12945,"('봉수', 1)"
12946,"('김진용', 1)"
12947,"('차움', 1)"
12948,"('청광', 1)"
12949,"('김영기', 1)"
12950,"('위베르', 1)"
12951,"('뒷바라지', 1)"
12952,"('진천', 1)"
12953,"('한다인', 1)"
12954,"('아랫사람', 1)"
12955,"('캡슐', 1)"
12956,"('일상생활', 1)"
12957,"('일사천리', 1)"
12958,"('남코', 1)"
12959,"('차세대', 1)"
12960,"('차트', 1)"
12961,"('꼬부', 1)"
12962,"('발톱', 1)"
12963,"('효모', 1)"
12964,"('유래', 1)"
12965,"('코큐텐', 1)"
12966,"('대명사', 1)"
12967,"('발바닥', 1)"
12968,"('보정', 1)"
12969,"('속편', 1)"
12970,"('직선', 1)"
12971,"('사외이사', 1)"
12972,"('꿰찬', 1)"
12973,"('퍼뜨리', 1)"
12974,"('환멸', 1)"
12975,"('선후배', 1)"
12976,"('절주', 1)"
12977,"('수칙', 1)"
12978,"('강훈', 1)"
12979,"('현이', 1)"
12980,"('화정역', 1)"
12981,"('조기숙', 1)"
12982,"('기해', 1)"
12983,"('가해진', 1)"
12984,"('굴곡', 1)"
12985,"('보증', 1)"
12986,"('자필편지', 1)"
12987,"('내종', 1)"
12988,"('채통', 1)"
12989,"('한약', 1)"
12990,"('김연경', 1)"
12991,"('리캡', 1)"
12992,"('도사', 1)"
12993,"('영미', 1)"
12994,"('스크린', 1)"
12995,"('맏', 1)"
12996,"('꿋꿋', 1)"
12997,"('이희원', 1)"
12998,"('한미연합사령부', 1)"
12999,"('종관', 1)"
13000,"('가입자', 1)"
13001,"('드롭존데', 1)"
13002,"('황지우', 1)"
13003,"('늬', 1)"
13004,"('발상', 1)"
13005,"('차이나타운', 1)"
13006,"('영정', 1)"
13007,"('국보', 1)"
13008,"('이용대', 1)"
13009,"('짝꿍', 1)"
13010,"('정재성', 1)"
13011,"('배드민턴', 1)"
13012,"('결별설', 1)"
13013,"('무척', 1)"
13014,"('범죄심리학자', 1)"
13015,"('강병윤', 1)"
13016,"('윤경빈', 1)"
13017,"('성부', 1)"
13018,"('연합뉴스', 1)"
13019,"('정이형', 1)"
13020,"('김유성', 1)"
13021,"('인호', 1)"
13022,"('김봉진', 1)"
13023,"('프리츠커상', 1)"
13024,"('장송곡', 1)"
13025,"('곡성', 1)"
13026,"('이태운', 1)"
13027,"('박수현', 1)"
13028,"('배현진', 1)"
13029,"('입당', 1)"
13030,"('송파', 1)"
13031,"('을', 1)"
13032,"('햄', 1)"
13033,"('구세계', 1)"
13034,"('이윤장', 1)"
13035,"('털모자', 1)"
13036,"('바비', 1)"
13037,"('클로이', 1)"
13038,"('다희', 1)"
13039,"('박창욱', 1)"
13040,"('빱니', 1)"
13041,"('마포대교', 1)"
13042,"('판자촌', 1)"
13043,"('췌장암', 1)"
13044,"('덥석', 1)"
13045,"('거북', 1)"
13046,"('세심', 1)"
13047,"('김영춘', 1)"
13048,"('김영록', 1)"
13049,"('벼', 1)"
13050,"('충남도청', 1)"
13051,"('멸치', 1)"
13052,"('심진보', 1)"
13053,"('텔레', 1)"
13054,"('그램', 1)"
13055,"('하이에나', 1)"
13056,"('법적대응', 1)"
13057,"('도종환', 1)"
13058,"('좌사리도', 1)"
13059,"('인망', 1)"
13060,"('김광수', 1)"
13061,"('나이스', 1)"
13062,"('한림대의료원', 1)"
13063,"('최원준', 1)"
13064,"('체육훈장', 1)"
13065,"('청룡', 1)"
13066,"('생도', 1)"
13067,"('박일환', 1)"
13068,"('손지열', 1)"
13069,"('안대희', 1)"
13070,"('세탁기', 1)"
13071,"('십자수', 1)"
13072,"('쟁점많', 1)"
13073,"('믿음', 1)"
13074,"('막걸리', 1)"
13075,"('콤비', 1)"
13076,"('추세', 1)"
13077,"('수생', 1)"
13078,"('고충', 1)"
13079,"('사실조사', 1)"
13080,"('위압', 1)"
13081,"('치가', 1)"
13082,"('포스코건설', 1)"
13083,"('행정부', 1)"
13084,"('정치철학', 1)"
13085,"('소임', 1)"
13086,"('김경도', 1)"
13087,"('한설희', 1)"
13088,"('김사인', 1)"
13089,"('김동길', 1)"
13090,"('마일', 1)"
13091,"('강민아', 1)"
13092,"('롱', 1)"
13093,"('중국어', 1)"
