,경제단어
15648,"('임현', 1)"
15649,"('관상', 1)"
15650,"('기동', 1)"
15651,"('관리제', 1)"
15652,"('도덕성', 1)"
15653,"('휘파람', 1)"
15654,"('다방', 1)"
15655,"('파노라마', 1)"
15656,"('보호복', 1)"
15657,"('서각', 1)"
15658,"('비콘', 1)"
15659,"('전뇌', 1)"
15660,"('김용진', 1)"
15661,"('기자회견', 1)"
15662,"('혼닭족', 1)"
15663,"('난이도', 1)"
15664,"('평이', 1)"
15665,"('유진기업', 1)"
15666,"('국가책임', 1)"
15667,"('주커버그', 1)"
15668,"('로썸', 1)"
15669,"('장안구', 1)"
15670,"('두견', 1)"
15671,"('더월', 1)"
15672,"('콜비', 1)"
15673,"('진미', 1)"
15674,"('비비', 1)"
15675,"('미국인', 1)"
15676,"('담벼락', 1)"
15677,"('벽화', 1)"
15678,"('그리기', 1)"
15679,"('헤르', 1)"
15680,"('르트', 1)"
15681,"('신라대', 1)"
15682,"('매연', 1)"
15683,"('피조개', 1)"
15684,"('양은', 1)"
15685,"('원격검침', 1)"
15686,"('올드머', 1)"
15687,"('장용호', 1)"
15688,"('연소', 1)"
15689,"('증평군', 1)"
15690,"('보습제', 1)"
15691,"('반면', 1)"
15692,"('와드', 1)"
15693,"('홍콩과기대', 1)"
15694,"('기압', 1)"
15695,"('전북대학교', 1)"
15696,"('동창회', 1)"
15697,"('이순신', 1)"
15698,"('영주공장', 1)"
15699,"('탄소강', 1)"
15700,"('곽', 1)"
15701,"('모순', 1)"
15702,"('연구시설', 1)"
15703,"('김태극', 1)"
15704,"('스마트카드', 1)"
15705,"('공무', 1)"
15706,"('일행', 1)"
15707,"('투항', 1)"
15708,"('직방', 1)"
15709,"('선신세', 1)"
15710,"('베누', 1)"
15711,"('함박스테이크', 1)"
15712,"('상추', 1)"
15713,"('혜선', 1)"
15714,"('지체', 1)"
15715,"('우수수', 1)"
15716,"('웰뱅', 1)"
15717,"('중추신경계', 1)"
15718,"('차녀', 1)"
15719,"('여배우', 1)"
15720,"('신민아', 1)"
15721,"('옷집', 1)"
15722,"('균주', 1)"
15723,"('봄볕', 1)"
15724,"('독려', 1)"
15725,"('서초역', 1)"
15726,"('김인선', 1)"
15727,"('고려병원', 1)"
15728,"('포테닛', 1)"
15729,"('스테이지', 1)"
15730,"('미개발', 1)"
15731,"('텄는데', 1)"
15732,"('베르베르', 1)"
15733,"('머리카락', 1)"
15734,"('리메이크', 1)"
15735,"('밀수품', 1)"
15736,"('직판', 1)"
15737,"('큰둥', 1)"
15738,"('에누리', 1)"
15739,"('다큐', 1)"
15740,"('학비', 1)"
15741,"('복지로', 1)"
15742,"('학급', 1)"
15743,"('위두', 1)"
15744,"('리치', 1)"
15745,"('글씨', 1)"
15746,"('가독성', 1)"
15747,"('웹진', 1)"
15748,"('안녕', 1)"
15749,"('상대방', 1)"
15750,"('비슷서울', 1)"
15751,"('오마르', 1)"
15752,"('복합재', 1)"
15753,"('지동현', 1)"
15754,"('베르힐', 1)"
15755,"('콘푸', 1)"
15756,"('연강', 1)"
15757,"('스모프', 1)"
15758,"('이마', 1)"
15759,"('우먼', 1)"
15760,"('영경', 1)"
15761,"('송준상', 1)"
15762,"('헐크', 1)"
15763,"('설움', 1)"
15764,"('찜질방', 1)"
15765,"('초이동', 1)"
15766,"('산은', 1)"
15767,"('이승기', 1)"
15768,"('관훈점', 1)"
15769,"('질산', 1)"
15770,"('동궁', 1)"
15771,"('숱', 1)"
15772,"('심광일', 1)"
15773,"('박남규', 1)"
15774,"('고규영', 1)"
15775,"('멍게', 1)"
15776,"('유점', 1)"
15777,"('이병욱', 1)"
15778,"('최화정', 1)"
15779,"('방영', 1)"
15780,"('농림', 1)"
15781,"('수산업', 1)"
15782,"('물폭탄', 1)"
15783,"('저리', 1)"
15784,"('모작', 1)"
15785,"('나우콤', 1)"
15786,"('마이걸', 1)"
15787,"('슈퍼주니어', 1)"
15788,"('범죄예방', 1)"
15789,"('굿나잇', 1)"
15790,"('철야농성', 1)"
15791,"('호프만', 1)"
15792,"('정영철', 1)"
15793,"('팝업창', 1)"
15794,"('가복', 1)"
15795,"('역행', 1)"
15796,"('손발톱', 1)"
15797,"('무조', 1)"
15798,"('정신분열증', 1)"
15799,"('시돈', 1)"
15800,"('김흥연', 1)"
15801,"('염색체', 1)"
15802,"('성북구', 1)"
15803,"('도미노피자', 1)"
15804,"('만세', 1)"
15805,"('만덕동', 1)"
15806,"('방호', 1)"
15807,"('미즈', 1)"
15808,"('알뜰살뜰', 1)"
15809,"('향연', 1)"
15810,"('심정', 1)"
15811,"('염원', 1)"
15812,"('비메', 1)"
15813,"('모리', 1)"
15814,"('바보', 1)"
15815,"('처제', 1)"
15816,"('일산서구', 1)"
15817,"('주엽동', 1)"
15818,"('외계행성', 1)"
15819,"('초신성', 1)"
15820,"('증류', 1)"
15821,"('이승', 1)"
15822,"('꽃놀이', 1)"
15823,"('마일로', 1)"
15824,"('샘물', 1)"
15825,"('산염', 1)"
15826,"('과부', 1)"
15827,"('타협', 1)"
15828,"('포포', 1)"
15829,"('모럴해저드', 1)"
15830,"('도해', 1)"
15831,"('어필', 1)"
15832,"('특허분쟁', 1)"
15833,"('임랄디', 1)"
15834,"('아우', 1)"
15835,"('수표로', 1)"
15836,"('무궁화위성', 1)"
15837,"('밥통', 1)"
15838,"('뮬런', 1)"
15839,"('행정심판', 1)"
15840,"('늑대', 1)"
15841,"('방패', 1)"
15842,"('펫코', 1)"
15843,"('이상주', 1)"
15844,"('한철', 1)"
15845,"('학자', 1)"
15846,"('손노리', 1)"
15847,"('교선', 1)"
15848,"('윤방', 1)"
15849,"('시민행동', 1)"
15850,"('고생', 1)"
15851,"('특수은행', 1)"
15852,"('정유석', 1)"
15853,"('도울', 1)"
15854,"('연암공대', 1)"
15855,"('진해', 1)"
15856,"('사마르칸트', 1)"
15857,"('냉기', 1)"
15858,"('구가', 1)"
15859,"('서일대', 1)"
15860,"('차광', 1)"
15861,"('렬', 1)"
15862,"('먹잇감', 1)"
15863,"('총성', 1)"
15864,"('득점', 1)"
15865,"('하이라이트', 1)"
15866,"('할리퀸', 1)"
15867,"('입다', 1)"
15868,"('사이보그', 1)"
15869,"('중곡', 1)"
15870,"('짜장라면', 1)"
15871,"('워시', 1)"
15872,"('팬케익', 1)"
15873,"('계란빵', 1)"
15874,"('도의', 1)"
15875,"('아침햇살', 1)"
15876,"('이온', 1)"
15877,"('전구', 1)"
15878,"('국가장학금', 1)"
15879,"('속셈', 1)"
15880,"('허망', 1)"
15881,"('신길동', 1)"
15882,"('신풍역', 1)"
15883,"('초지역', 1)"
15884,"('부역', 1)"
15885,"('망논', 1)"
15886,"('불륜', 1)"
15887,"('김규', 1)"
15888,"('홍실', 1)"
15889,"('월트디즈니', 1)"
15890,"('따릉', 1)"
15891,"('폐수처리', 1)"
15892,"('이우석', 1)"
15893,"('특이', 1)"
15894,"('민리', 1)"
15895,"('디도스', 1)"
15896,"('마음대로', 1)"
15897,"('장롱', 1)"
15898,"('고글', 1)"
15899,"('루디', 1)"
15900,"('정우', 1)"
15901,"('워너브러더스', 1)"
15902,"('앱스토어', 1)"
15903,"('부당성', 1)"
15904,"('일지', 1)"
15905,"('비폰', 1)"
15906,"('넘사벽', 1)"
15907,"('닥공', 1)"
15908,"('원데이', 1)"
15909,"('불효자', 1)"
15910,"('와이프', 1)"
15911,"('두발', 1)"
15912,"('최재영', 1)"
15913,"('불도', 1)"
15914,"('솔로', 1)"
15915,"('미시간', 1)"
15916,"('북경', 1)"
15917,"('술자리', 1)"
15918,"('럭스', 1)"
15919,"('로버', 1)"
15920,"('이첩', 1)"
15921,"('손글씨', 1)"
15922,"('혜리', 1)"
15923,"('토니안', 1)"
15924,"('암호학', 1)"
15925,"('민주주의', 1)"
15926,"('견제구', 1)"
15927,"('마이카', 1)"
15928,"('연이율', 1)"
15929,"('에너지스타', 1)"
15930,"('심상훈', 1)"
15931,"('상온', 1)"
15932,"('일본뇌염', 1)"
15933,"('래빗', 1)"
15934,"('온갖', 1)"
15935,"('대해', 1)"
15936,"('양재천', 1)"
15937,"('이상원', 1)"
15938,"('학창시절', 1)"
15939,"('공주', 1)"
15940,"('하숙', 1)"
15941,"('방폐물', 1)"
15942,"('이상석', 1)"
15943,"('함영주', 1)"
15944,"('문학사', 1)"
15945,"('사실관계', 1)"
15946,"('홈엔', 1)"
15947,"('드밴스드', 1)"
15948,"('글라스', 1)"
15949,"('동석', 1)"
15950,"('전남대', 1)"
15951,"('블락', 1)"
15952,"('정우영', 1)"
15953,"('이목희', 1)"
15954,"('노동운동', 1)"
15955,"('김정렬', 1)"
15956,"('앞바다', 1)"
15957,"('이익상', 1)"
15958,"('마포대로', 1)"
15959,"('진인', 1)"
15960,"('듀폰', 1)"
15961,"('강상호', 1)"
15962,"('정환', 1)"
15963,"('기력', 1)"
15964,"('고시원', 1)"
15965,"('쇼박스', 1)"
15966,"('곤지암', 1)"
15967,"('역마', 1)"
15968,"('탈회', 1)"
15969,"('뺑소니', 1)"
15970,"('지급시', 1)"
15971,"('나와라', 1)"
15972,"('원선', 1)"
15973,"('이윤재', 1)"
15974,"('노숙', 1)"
15975,"('카피라이터', 1)"
15976,"('모이', 1)"
15977,"('비지', 1)"
15978,"('사립대', 1)"
15979,"('무엽', 1)"
15980,"('호응', 1)"
15981,"('차생', 1)"
15982,"('등판설', 1)"
15983,"('엿', 1)"
15984,"('호동', 1)"
15985,"('조숙', 1)"
15986,"('비유', 1)"
15987,"('현수', 1)"
15988,"('김민철', 1)"
15989,"('렉시', 1)"
15990,"('지렛대', 1)"
15991,"('송범', 1)"
15992,"('프리깃', 1)"
15993,"('김윤수', 1)"
15994,"('자양', 1)"
15995,"('무티', 1)"
15996,"('닙', 1)"
15997,"('목캔디', 1)"
15998,"('김한기', 1)"
15999,"('장금', 1)"
16000,"('결연', 1)"
16001,"('심리상담', 1)"
16002,"('교육인', 1)"
16003,"('비빔', 1)"
16004,"('동치미', 1)"
16005,"('심폐소생술', 1)"
16006,"('수료', 1)"
16007,"('자아', 1)"
16008,"('방배역', 1)"
16009,"('보지', 1)"
16010,"('실내수영장', 1)"
16011,"('세무서', 1)"
16012,"('고티카', 1)"
16013,"('조진웅', 1)"
16014,"('세브란스', 1)"
16015,"('중입자', 1)"
16016,"('게인', 1)"
16017,"('조리법', 1)"
16018,"('라비', 1)"
16019,"('화신', 1)"
16020,"('김동환', 1)"
16021,"('이석주', 1)"
16022,"('날로', 1)"
16023,"('키맨', 1)"
16024,"('전교조', 1)"
16025,"('현자', 1)"
16026,"('승조', 1)"
16027,"('낫콜', 1)"
16028,"('완전체', 1)"
16029,"('익선동', 1)"
16030,"('허준', 1)"
16031,"('다임러', 1)"
16032,"('현숙', 1)"
16033,"('효행', 1)"
16034,"('스타벅스커피', 1)"
16035,"('공주시', 1)"
16036,"('심사평', 1)"
16037,"('산림조합', 1)"
16038,"('재능기부', 1)"
16039,"('지율', 1)"
16040,"('바위', 1)"
16041,"('봉산', 1)"
16042,"('아라뱃길', 1)"
16043,"('탁트인', 1)"
16044,"('새끼', 1)"
16045,"('생전', 1)"
16046,"('과학사', 1)"
16047,"('전조등', 1)"
16048,"('퍼스트클래스', 1)"
16049,"('힘살', 1)"
16050,"('풀타임', 1)"
16051,"('익스플로러', 1)"
16052,"('암웨이', 1)"
16053,"('말라가', 1)"
16054,"('날판', 1)"
16055,"('발뒤꿈치', 1)"
16056,"('수형', 1)"
16057,"('계양', 1)"
16058,"('리턴', 1)"
16059,"('제도로', 1)"
16060,"('알러지', 1)"
16061,"('축협', 1)"
16062,"('틀니', 1)"
16063,"('위끼임', 1)"
16064,"('대명사', 1)"
16065,"('운동선수', 1)"
16066,"('선봬바삭', 1)"
16067,"('착색', 1)"
16068,"('밤낮', 1)"
16069,"('펫팸족', 1)"
16070,"('북단', 1)"
16071,"('특산', 1)"
16072,"('쉼표', 1)"
16073,"('힐빙', 1)"
16074,"('블렌더', 1)"
16075,"('분쇄', 1)"
16076,"('물리치료사', 1)"
16077,"('고창군', 1)"
16078,"('두피', 1)"
16079,"('능가', 1)"
16080,"('흘기', 1)"
16081,"('박옥래', 1)"
16082,"('노코멘트', 1)"
16083,"('존법', 1)"
16084,"('광업', 1)"
16085,"('풍속', 1)"
16086,"('단추', 1)"
16087,"('널약', 1)"
16088,"('절주', 1)"
16089,"('신장동', 1)"
16090,"('금타', 1)"
16091,"('이촌', 1)"
16092,"('한종수', 1)"
16093,"('남반구', 1)"
16094,"('적도', 1)"
16095,"('김진철', 1)"
16096,"('우주발사체', 1)"
16097,"('비선', 1)"
16098,"('새누리', 1)"
16099,"('원용', 1)"
16100,"('감태', 1)"
16101,"('신규식', 1)"
16102,"('품성', 1)"
16103,"('류머티즘', 1)"
16104,"('박서준', 1)"
16105,"('조리사', 1)"
16106,"('쿼터백', 1)"
16107,"('로보랩', 1)"
16108,"('스트', 1)"
16109,"('외자운용원', 1)"
16110,"('문원준', 1)"
16111,"('교재', 1)"
16112,"('찜', 1)"
16113,"('제해', 1)"
16114,"('소개팅', 1)"
16115,"('후륜구동', 1)"
16116,"('귀뚜라미', 1)"
16117,"('우즈베크', 1)"
16118,"('득템', 1)"
16119,"('프라이데이', 1)"
16120,"('포블레노우', 1)"
16121,"('면죄부', 1)"
16122,"('외봄', 1)"
16123,"('변영진', 1)"
16124,"('조장', 1)"
16125,"('장동', 1)"
16126,"('마스터링', 1)"
16127,"('전두엽', 1)"
16128,"('루게릭병', 1)"
16129,"('렛저', 1)"
16130,"('전신', 1)"
16131,"('장패', 1)"
16132,"('미더덕', 1)"
16133,"('렌피딕', 1)"
16134,"('설치미술', 1)"
16135,"('최세진', 1)"
16136,"('스코틀랜드', 1)"
16137,"('이진형', 1)"
16138,"('스탠퍼드', 1)"
16139,"('프리스타일', 1)"
16140,"('알콩달콩', 1)"
16141,"('드래곤네스트', 1)"
16142,"('고해', 1)"
16143,"('용선', 1)"
16144,"('경정', 1)"
16145,"('퀸', 1)"
16146,"('수의', 1)"
16147,"('백도어', 1)"
16148,"('하나미', 1)"
16149,"('지적재산권', 1)"
16150,"('강매', 1)"
16151,"('격벽', 1)"
16152,"('시원', 1)"
16153,"('유리창', 1)"
16154,"('쉔', 1)"
16155,"('수차', 1)"
16156,"('컨베이어', 1)"
16157,"('연약', 1)"
16158,"('지반', 1)"
16159,"('꿰찬', 1)"
16160,"('진표', 1)"
16161,"('희생양', 1)"
16162,"('풀기', 1)"
16163,"('맥널티', 1)"
16164,"('충남도', 1)"
16165,"('당진시', 1)"
16166,"('선천', 1)"
16167,"('감영', 1)"
16168,"('장세준', 1)"
16169,"('완', 1)"
16170,"('원산', 1)"
16171,"('나날이', 1)"
16172,"('김영덕', 1)"
16173,"('김아랑', 1)"
16174,"('관순', 1)"
16175,"('다큐멘터리', 1)"
16176,"('과목', 1)"
16177,"('국가채무', 1)"
16178,"('정한신', 1)"
16179,"('곡성', 1)"
16180,"('크렐', 1)"
16181,"('음질', 1)"
16182,"('주소록', 1)"
16183,"('가맹업', 1)"
16184,"('강종석', 1)"
16185,"('웰치스', 1)"
16186,"('대재앙', 1)"
16187,"('조일', 1)"
16188,"('퍼니싱', 1)"
16189,"('일원동', 1)"
16190,"('청솔', 1)"
16191,"('물체', 1)"
16192,"('난감', 1)"
16193,"('와인잔', 1)"
16194,"('매화', 1)"
16195,"('홍매', 1)"
16196,"('백매', 1)"
16197,"('방아쇠', 1)"
16198,"('요동', 1)"
16199,"('대한의사협회', 1)"
16200,"('스카이레이크', 1)"
16201,"('이기연', 1)"
16202,"('이준행', 1)"
16203,"('김상범', 1)"
16204,"('이수', 1)"
16205,"('맡아김윤', 1)"
16206,"('림포텍', 1)"
16207,"('호미', 1)"
16208,"('인장', 1)"
16209,"('일모', 1)"
16210,"('양수영', 1)"
16211,"('강무일', 1)"
16212,"('서막', 1)"
16213,"('틸렌', 1)"
16214,"('로엔', 1)"
16215,"('김상국', 1)"
16216,"('이광철', 1)"
16217,"('휘령', 1)"
16218,"('의사결정', 1)"
16219,"('연정', 1)"
16220,"('배창식', 1)"
16221,"('송곳', 1)"
16222,"('메디슨', 1)"
16223,"('전동수', 1)"
16224,"('하천', 1)"
16225,"('정규환', 1)"
16226,"('비강', 1)"
16227,"('참나무', 1)"
16228,"('에스제이', 1)"
16229,"('김성우', 1)"
16230,"('가좌역', 1)"
16231,"('연안', 1)"
16232,"('송도국제도시', 1)"
16233,"('가능도', 1)"
16234,"('이해욱', 1)"
16235,"('완재', 1)"
16236,"('재광', 1)"
16237,"('지병문', 1)"
16238,"('꽃가루', 1)"
16239,"('스완스', 1)"
16240,"('지방법원', 1)"
16241,"('여성부', 1)"
16242,"('쿠라', 1)"
16243,"('키쿠오', 1)"
16244,"('강소라', 1)"
16245,"('밤샘', 1)"
16246,"('연희', 1)"
16247,"('사선', 1)"
16248,"('요란', 1)"
16249,"('시유', 1)"
16250,"('정근', 1)"
16251,"('기득권', 1)"
16252,"('에리스', 1)"
16253,"('대법관', 1)"
16254,"('박병대', 1)"
16255,"('김화남', 1)"
16256,"('최경록', 1)"
16257,"('사당', 1)"
16258,"('동요', 1)"
16259,"('권기홍', 1)"
16260,"('끗발', 1)"
16261,"('톈왕', 1)"
16262,"('이창수', 1)"
16263,"('위최', 1)"
16264,"('독보', 1)"
16265,"('주방용품', 1)"
16266,"('남춘천역', 1)"
16267,"('후발', 1)"
16268,"('분진', 1)"
16269,"('테헤란', 1)"
16270,"('에브리', 1)"
16271,"('불고기', 1)"
16272,"('쇼퍼', 1)"
16273,"('면전', 1)"
16274,"('교직원', 1)"
16275,"('원내', 1)"
16276,"('팔로', 1)"
16277,"('원반', 1)"
16278,"('불능', 1)"
16279,"('클렌저', 1)"
16280,"('대자', 1)"
16281,"('마스카라', 1)"
16282,"('긴장도', 1)"
16283,"('뒤뚱', 1)"
16284,"('셰일오일', 1)"
16285,"('피시방', 1)"
16286,"('막노동', 1)"
16287,"('항구', 1)"
16288,"('달도', 1)"
16289,"('베터리', 1)"
16290,"('샌디에이고', 1)"
16291,"('포스퀘어', 1)"
16292,"('역정보', 1)"
16293,"('영국정부', 1)"
16294,"('포지션', 1)"
16295,"('박원식', 1)"
16296,"('남궁훈', 1)"
16297,"('조계현', 1)"
16298,"('통합정보시스템', 1)"
16299,"('수훈', 1)"
16300,"('반중', 1)"
16301,"('김량', 1)"
16302,"('강학', 1)"
16303,"('보미', 1)"
16304,"('선재', 1)"
16305,"('강덕', 1)"
16306,"('앙골라', 1)"
16307,"('리커창', 1)"
16308,"('의법', 1)"
16309,"('겐조', 1)"
16310,"('캠프파이어', 1)"
16311,"('수족구', 1)"
16312,"('폐관', 1)"
16313,"('생으로', 1)"
16314,"('분간', 1)"
16315,"('진삼', 1)"
16316,"('표결', 1)"
16317,"('사직서', 1)"
16318,"('척도', 1)"
16319,"('인삼공사', 1)"
16320,"('김재수', 1)"
16321,"('꿩', 1)"
16322,"('에미시', 1)"
16323,"('답습', 1)"
16324,"('특허괴물', 1)"
16325,"('눈총', 1)"
16326,"('어법', 1)"
16327,"('꾸밈', 1)"
16328,"('탄력성', 1)"
16329,"('영농', 1)"
16330,"('어민', 1)"
16331,"('완승', 1)"
16332,"('불쑥', 1)"
16333,"('감속', 1)"
16334,"('회원동', 1)"
16335,"('탁월', 1)"
16336,"('양초', 1)"
16337,"('실험실', 1)"
16338,"('헛방될까', 1)"
16339,"('바겐세일', 1)"
16340,"('이성원', 1)"
16341,"('신영와코루', 1)"
16342,"('폭죽', 1)"
16343,"('하소연', 1)"
16344,"('정주영', 1)"
16345,"('범현대', 1)"
16346,"('에뛰드', 1)"
16347,"('졸업생', 1)"
16348,"('이주호', 1)"
16349,"('애저', 1)"
16350,"('잉', 1)"
16351,"('부라', 1)"
16352,"('미싱', 1)"
16353,"('재봉틀', 1)"
16354,"('맨즈', 1)"
16355,"('란콰이펑', 1)"
16356,"('허니버터칩', 1)"
16357,"('사암', 1)"
16358,"('맛보기', 1)"
16359,"('슈펙트', 1)"
16360,"('만청', 1)"
16361,"('유소영', 1)"
16362,"('폭언', 1)"
16363,"('꼬깔콘', 1)"
16364,"('특구', 1)"
16365,"('의료로봇', 1)"
16366,"('라일', 1)"
16367,"('원동력', 1)"
16368,"('향종금', 1)"
16369,"('진찰', 1)"
16370,"('사격', 1)"
16371,"('황상', 1)"
16372,"('점원', 1)"
16373,"('알바로', 1)"
16374,"('제왕', 1)"
16375,"('장식', 1)"
16376,"('박하', 1)"
16377,"('깃밥', 1)"
16378,"('적당', 1)"
16379,"('이강', 1)"
16380,"('정운', 1)"
16381,"('펜스', 1)"
16382,"('이월', 1)"
16383,"('김윤하', 1)"
16384,"('실재', 1)"
16385,"('현행법', 1)"
16386,"('싸이월드', 1)"
16387,"('김정일', 1)"
16388,"('츄', 1)"
16389,"('주성분', 1)"
16390,"('보라색', 1)"
16391,"('큐레이터', 1)"
16392,"('블록버스터', 1)"
16393,"('전초', 1)"
16394,"('콜레스테롤', 1)"
16395,"('제실', 1)"
16396,"('징역형', 1)"
16397,"('차나칼레', 1)"
16398,"('이니스프리', 1)"
16399,"('오모테산도', 1)"
16400,"('액수', 1)"
16401,"('베테', 1)"
16402,"('매니아', 1)"
16403,"('이펙트', 1)"
16404,"('이문수', 1)"
16405,"('보리', 1)"
16406,"('보주', 1)"
16407,"('트렌치', 1)"
16408,"('화판', 1)"
16409,"('병아리', 1)"
16410,"('문배술', 1)"
16411,"('외도', 1)"
16412,"('호일', 1)"
16413,"('최권', 1)"
16414,"('운수', 1)"
16415,"('미키마우스', 1)"
16416,"('순환로', 1)"
16417,"('리콴유', 1)"
16418,"('겨낭', 1)"
16419,"('조의', 1)"
16420,"('모과', 1)"
16421,"('추혜선', 1)"
16422,"('장재영', 1)"
16423,"('덩샤오핑', 1)"
16424,"('원함', 1)"
16425,"('접전', 1)"
16426,"('시소', 1)"
16427,"('박진우', 1)"
16428,"('아티', 1)"
16429,"('미안', 1)"
16430,"('성법', 1)"
16431,"('현생', 1)"
16432,"('외세', 1)"
16433,"('박찬호', 1)"
16434,"('자단', 1)"
16435,"('스틴', 1)"
16436,"('풍차', 1)"
16437,"('박닌', 1)"
16438,"('메모', 1)"
16439,"('광양제철소', 1)"
16440,"('무인항공기', 1)"
16441,"('박효종', 1)"
16442,"('변혁', 1)"
16443,"('상률', 1)"
16444,"('언론인', 1)"
16445,"('구씨', 1)"
16446,"('후연', 1)"
16447,"('이효정', 1)"
16448,"('초임', 1)"
16449,"('속결', 1)"
16450,"('마리화나', 1)"
16451,"('유명진', 1)"
16452,"('정길영', 1)"
16453,"('순번', 1)"
16454,"('간병인', 1)"
16455,"('무고', 1)"
16456,"('알젠', 1)"
16457,"('윌', 1)"
16458,"('카도', 1)"
16459,"('유승윤', 1)"
16460,"('상근감사', 1)"
16461,"('어이', 1)"
16462,"('메스', 1)"
16463,"('종말', 1)"
16464,"('지축역', 1)"
16465,"('낯선', 1)"
16466,"('대면', 1)"
16467,"('냅스터', 1)"
16468,"('이정선', 1)"
16469,"('라이즈', 1)"
16470,"('라네즈', 1)"
16471,"('멜버른', 1)"
16472,"('브리즈번', 1)"
16473,"('뉴턴', 1)"
16474,"('계보', 1)"
16475,"('호킹복사', 1)"
16476,"('프랭클린', 1)"
16477,"('이배', 1)"
16478,"('최성재', 1)"
16479,"('팰러림픽', 1)"
16480,"('지퍼', 1)"
16481,"('필요조건', 1)"
16482,"('제약기업', 1)"
16483,"('숙명여대', 1)"
16484,"('옛길', 1)"
16485,"('일용', 1)"
16486,"('뷰튜버', 1)"
16487,"('애프터서비스', 1)"
16488,"('차륜', 1)"
16489,"('사이버전', 1)"
16490,"('천무', 1)"
16491,"('위신', 1)"
16492,"('공선', 1)"
16493,"('아세트아미노펜', 1)"
16494,"('내세', 1)"
16495,"('충분조건', 1)"
16496,"('남지', 1)"
16497,"('발기인', 1)"
16498,"('이재혁', 1)"
16499,"('네이션', 1)"
16500,"('아이린', 1)"
16501,"('정호', 1)"
16502,"('신성철', 1)"
16503,"('드레', 1)"
16504,"('네스트', 1)"
16505,"('굿닥', 1)"
16506,"('양지혜', 1)"
16507,"('디엠', 1)"
16508,"('매드', 1)"
16509,"('담낭', 1)"
16510,"('퐁듀', 1)"
16511,"('황산', 1)"
16512,"('티알', 1)"
16513,"('가주', 1)"
16514,"('잔뜩', 1)"
16515,"('임연', 1)"
16516,"('마네킹', 1)"
16517,"('꿀잠', 1)"
16518,"('핑크색', 1)"
16519,"('젖병', 1)"
16520,"('젖꼭지', 1)"
16521,"('물량줄여', 1)"
16522,"('납기', 1)"
16523,"('야크', 1)"
16524,"('호엔', 1)"
16525,"('김동준', 1)"
16526,"('결백', 1)"
16527,"('억지로', 1)"
16528,"('노브', 1)"
16529,"('팩터', 1)"
16530,"('인베', 1)"
16531,"('계량', 1)"
16532,"('급암', 1)"
16533,"('하', 1)"
16534,"('서울대학교', 1)"
16535,"('하단', 1)"
16536,"('임승태', 1)"
16537,"('불멸', 1)"
16538,"('탄원', 1)"
16539,"('고통지수', 1)"
16540,"('개강', 1)"
16541,"('큐어', 1)"
16542,"('로쉐', 1)"
16543,"('레뱅드', 1)"
16544,"('리드', 1)"
16545,"('키웨스트', 1)"
16546,"('윤창', 1)"
16547,"('유령도시', 1)"
16548,"('충무로', 1)"
16549,"('시네마테크', 1)"
16550,"('드리븐', 1)"
16551,"('파일', 1)"
16552,"('산이', 1)"
16553,"('라텍', 1)"
16554,"('주점', 1)"
16555,"('체인스토어', 1)"
16556,"('역기', 1)"
16557,"('덤벨', 1)"
16558,"('교육제도', 1)"
16559,"('컨티뉴', 1)"
16560,"('균일', 1)"
16561,"('적립금', 1)"
16562,"('취사', 1)"
16563,"('번호판', 1)"
16564,"('이우식', 1)"
16565,"('김소영', 1)"
16566,"('당면', 1)"
16567,"('루즈', 1)"
16568,"('이상엽', 1)"
16569,"('방호책', 1)"
16570,"('연락', 1)"
16571,"('정화영', 1)"
16572,"('꾀병', 1)"
16573,"('철갑상어', 1)"
16574,"('가공품', 1)"
16575,"('정의용', 1)"
16576,"('김주현', 1)"
16577,"('펜싱', 1)"
16578,"('인디고', 1)"
16579,"('블랑팡', 1)"
16580,"('신조', 1)"
16581,"('무적', 1)"
16582,"('강병윤', 1)"
16583,"('애드워시', 1)"
16584,"('액티브워시', 1)"
16585,"('민자역사', 1)"
16586,"('의구', 1)"
16587,"('챔버', 1)"
16588,"('방도', 1)"
16589,"('혜자', 1)"
16590,"('도크', 1)"
16591,"('김봉진', 1)"
16592,"('부액', 1)"
16593,"('밸류업', 1)"
16594,"('관업', 1)"
16595,"('최종식', 1)"
16596,"('이동원', 1)"
16597,"('금영', 1)"
16598,"('등부', 1)"
16599,"('발렌타인', 1)"
16600,"('렌토', 1)"
16601,"('커스', 1)"
16602,"('멈', 1)"
16603,"('르동', 1)"
16604,"('복잡', 1)"
16605,"('문병', 1)"
16606,"('안내면', 1)"
16607,"('형질전환', 1)"
16608,"('운용과학', 1)"
16609,"('특허전쟁', 1)"
16610,"('인큐', 1)"
16611,"('필통', 1)"
16612,"('학용품', 1)"
16613,"('원기', 1)"
16614,"('과립', 1)"
16615,"('케이피', 1)"
16616,"('혈전', 1)"
16617,"('난이', 1)"
16618,"('노인성', 1)"
16619,"('저작권', 1)"
16620,"('자유로', 1)"
16621,"('경의', 1)"
16622,"('길동', 1)"
16623,"('토성', 1)"
16624,"('단서', 1)"
16625,"('지하실', 1)"
16626,"('산맥', 1)"
16627,"('화실', 1)"
16628,"('대내', 1)"
16629,"('유현준', 1)"
16630,"('집짓기', 1)"
16631,"('세간', 1)"
16632,"('아무르', 1)"
16633,"('로제', 1)"
16634,"('국순당', 1)"
16635,"('백세주', 1)"
